hero_id,hero_name,hero_class,hero_rarity,synergy_num,tier,rank_required,requirements,active_heroes_needed_including_self,base_bonus_value,base_bonus_raw,base_bonus_text,effect_stat,effect_with_value,effect_scope,effect_key,synergy_upgrade_id,required_hero_ids,source
9,Chieftain,0,5,12,6,250,Witch + Spelldancer,3,275,275.0,+275%,Damage,+275% Damage,global,damage_global,0,15|19,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,13,7,500,Forester,2,850,850.0,+850%,Gold Super Amount,+850% Gold Super Amount,global,goldSuperAmount_global,26,26,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,14,7,500,Elementalist + Sovereign,3,350,350.0,+350%,Kill Gold,+350% Kill Gold,global,killGold_global,13,17|38,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,15,8,1000,Druid + Warlock + Archer,4,400,400.0,+400%,Damage,+400% Damage,global,damage_global,0,13|21|27,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,16,8,1000,Druid + Elementalist + Ranger,4,20,20.0,-20%,Skill Cooldown,-20% Skill Cooldown,global,skillCd_global,11,13|17|28,Hero MonoBehaviour synergy fields
10,Champion,0,6,1,1,0,Warlord,2,25,25.0,+25%,Kill Gold,+25% Kill Gold,personal,killGold_personal,15,11,Hero MonoBehaviour synergy fields
10,Champion,0,6,2,1,0,Templar + Warden,3,6,6.0,+6%,Attack Speed,+6% Attack Speed,global,attSpeed_global,2,22|35,Hero MonoBehaviour synergy fields
10,Champion,0,6,3,2,15,Sorcerer,2,40,40.0,+40%,Damage,+40% Damage,global,damage_global,0,14,Hero MonoBehaviour synergy fields
10,Champion,0,6,4,2,15,Praetorian + Rogue,3,20,20.0,-20%,Skill Cooldown,-20% Skill Cooldown,personal,skillCd_personal,12,36|31,Hero MonoBehaviour synergy fields
10,Champion,0,6,5,3,50,Spelldancer,2,35,35.0,+35%,Crit Chance,+35% Crit Chance,personal,critChance_personal,6,19,Hero MonoBehaviour synergy fields
10,Champion,0,6,6,3,50,Gladiator + Elementalist,3,100,100.0,+100%,Crit Damage,+100% Crit Damage,global,critDmg_global,7,7|17,Hero MonoBehaviour synergy fields
10,Champion,0,6,7,4,100,Hunter,2,4,4.0,+4%,Gold Super Chance,+4% Gold Super Chance,global,goldSuperChance_global,24,25,Hero MonoBehaviour synergy fields
10,Champion,0,6,8,4,100,Militia + Crusader,3,350,350.0,+350%,Damage,+350% Damage,personal,damage_personal,1,0|33,Hero MonoBehaviour synergy fields
10,Champion,0,6,9,5,150,Ballista,2,400,400.0,+400%,Kill Gold,+400% Kill Gold,personal,killGold_personal,15,32,Hero MonoBehaviour synergy fields
10,Champion,0,6,10,5,150,Warlock + Archer,3,10,10.0,+10%,Super Crit Chance,+10% Super Crit Chance,global,superCritChance_global,16,21|27,Hero MonoBehaviour synergy fields
10,Champion,0,6,11,6,250,Sniper,2,5,5.0,+5,Energy Income,+5 Energy Income,global,energyIncome_global,40,30,Hero MonoBehaviour synergy fields
10,Champion,0,6,12,6,250,Samurai + Paladin,3,3,3.0,+3%,Exp Ultra Chance,+3% Exp Ultra Chance,global,expUltraChance_global,34,5|6,Hero MonoBehaviour synergy fields
10,Champion,0,6,13,7,500,Scout,2,20,20.0,+20%,Exp Super Amount,+20% Exp Super Amount,global,expSuperAmount_global,33,24,Hero MonoBehaviour synergy fields
10,Champion,0,6,14,7,500,Apprentice + Deadeye,3,8,8.0,+8%,Skill Power,+8% Skill Power,global,skillPower_global,41,12|40,Hero MonoBehaviour synergy fields
10,Champion,0,6,15,8,1000,Skymage + Sniper + Veteran,4,40,40.0,+40%,Boss Exp,+40% Boss Exp,global,bossExp_global,44,20|30|41,Hero MonoBehaviour synergy fields
10,Champion,0,6,16,8,1000,Samurai + Paladin + Battlemage,4,75,75.0,+75%,Attack Speed,+75% Attack Speed,global,attSpeed_global,2,5|6|18,Hero MonoBehaviour synergy fields
11,Warlord,0,6,1,1,0,Champion,2,10,10.0,+10%,Attack Speed,+10% Attack Speed,personal,attSpeed_personal,3,10,Hero MonoBehaviour synergy fields
11,Warlord,0,6,2,1,0,Necromancer + Captain,3,3,3.0,+3,Skill Duration,+3 Skill Duration,personal,skillDuration_personal,10,23|34,Hero MonoBehaviour synergy fields
11,Warlord,0,6,3,2,15,Crusader,2,10,10.0,+10%,Attack Speed,+10% Attack Speed,global,attSpeed_global,2,33,Hero MonoBehaviour synergy fields
11,Warlord,0,6,4,2,15,Peacekeeper + Ballista,3,150,150.0,+150%,Crit Damage,+150% Crit Damage,personal,critDmg_personal,8,4|32,Hero MonoBehaviour synergy fields
11,Warlord,0,6,5,3,50,Sniper,2,80,80.0,+80%,Damage,+80% Damage,global,damage_global,0,30,Hero MonoBehaviour synergy fields
11,Warlord,0,6,6,3,50,Witch + Wizard,3,50,50.0,+50%,Crit Chance,+50% Crit Chance,personal,critChance_personal,6,15|16,Hero MonoBehaviour synergy fields
11,Warlord,0,6,7,4,100,Scout,2,300,300.0,+300%,Damage,+300% Damage,personal,damage_personal,1,24,Hero MonoBehaviour synergy fields
11,Warlord,0,6,8,4,100,Skymage + Veteran,3,2,2.0,+2%,Skill Power,+2% Skill Power,global,skillPower_global,41,20|41,Hero MonoBehaviour synergy fields
11,Warlord,0,6,9,5,150,Titan,2,8,8.0,+8%,Super Crit Chance,+8% Super Crit Chance,global,superCritChance_global,16,37,Hero MonoBehaviour synergy fields
11,Warlord,0,6,10,5,150,Paladin + Druid,3,200,200.0,+200%,Kill Gold,+200% Kill Gold,global,killGold_global,13,6|13,Hero MonoBehaviour synergy fields
11,Warlord,0,6,11,6,250,Dicemaster,2,5,5.0,+5%,Ultra Crit Chance,+5% Ultra Crit Chance,personal,ultraCritChance_personal,21,39,Hero MonoBehaviour synergy fields
11,Warlord,0,6,12,6,250,Assassin + Wizard,3,4250,4250.0,+4250%,Gold Ultra Amount,+4250% Gold Ultra Amount,personal,goldUltraAmount_personal,31,3|16,Hero MonoBehaviour synergy fields
11,Warlord,0,6,13,7,500,Viking,2,300,300.0,+300%,Damage,+300% Damage,global,damage_global,0,1,Hero MonoBehaviour synergy fields
11,Warlord,0,6,14,7,500,Peacekeeper + Gladiator,3,1600,1600.0,+1600%,Ultra Boss Damage,+1600% Ultra Boss Damage,global,ultraBossDmg_global,49,4|7,Hero MonoBehaviour synergy fields
11,Warlord,0,6,15,8,1000,Peacekeeper + Apprentice + Arbalest,4,10,10.0,+10,Energy Income,+10 Energy Income,global,energyIncome_global,40,4|12|29,Hero MonoBehaviour synergy fields
11,Warlord,0,6,16,8,1000,Titan + Warlock + Warlock,4,75,75.0,+75%,Energy Ultra Amount,+75% Energy Ultra Amount,global,energyUltraAmount_global,39,37|21|21,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,1,1,0,Militia,2,3,3.0,+3%,Attack Speed,+3% Attack Speed,global,attSpeed_global,2,0,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,2,1,0,Druid + Hunter,3,4,4.0,-4%,Skill Cooldown,-4% Skill Cooldown,global,skillCd_global,11,13|25,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,3,2,15,Skymage,2,40,40.0,+40%,Crit Damage,+40% Crit Damage,global,critDmg_global,7,20,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,4,2,15,Elementalist + Sniper,3,60,60.0,+60%,Damage,+60% Damage,global,damage_global,0,17|30,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,5,3,50,Berserker,2,200,200.0,+200%,Kill Gold,+200% Kill Gold,personal,killGold_personal,15,8,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,6,3,50,Assassin + Spelldancer,3,20,20.0,+20%,Crit Chance,+20% Crit Chance,global,critChance_global,5,3|19,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,7,4,100,Titan,2,2,2.0,+2%,Exp Super Chance,+2% Exp Super Chance,global,expSuperChance_global,32,37,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,8,4,100,Gladiator + Archer,3,4,4.0,+4%,Energy Super Amount,+4% Energy Super Amount,global,energySuperAmount_global,37,7|27,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,9,5,150,Necromancer,2,1100,1100.0,+1100%,Gold Super Amount,+1100% Gold Super Amount,personal,goldSuperAmount_personal,27,23,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,10,5,150,Peacekeeper + Rogue,3,200,200.0,+200%,Damage,+200% Damage,global,damage_global,0,4|31,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,11,6,250,Ninja,2,5,5.0,+5%,Skill Power,+5% Skill Power,global,skillPower_global,41,2,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,12,6,250,Praetorian + Sniper,3,275,275.0,+275%,Kill Gold,+275% Kill Gold,global,killGold_global,13,36|30,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,13,7,500,Dicemaster,2,15,15.0,+15%,Skill Power,+15% Skill Power,personal,skillPower_personal,9,39,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,14,7,500,Champion + Deadeye,3,350,350.0,+350%,Damage,+350% Damage,global,damage_global,0,10|40,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,15,8,1000,Peacekeeper + Warlord + Arbalest,4,1000,1000.0,+1000%,Super Crit Damage,+1000% Super Crit Damage,global,superCritDmg_global,18,4|11|29,Hero MonoBehaviour synergy fields
12,Apprentice,1,1,16,8,1000,Witch + Skymage + Dicemaster,4,15,15.0,+15%,Skill Power,+15% Skill Power,global,skillPower_global,41,15|20|39,Hero MonoBehaviour synergy fields
13,Druid,1,1,1,1,0,Viking,2,2,2.0,+2,Skill Duration,+2 Skill Duration,personal,skillDuration_personal,10,1,Hero MonoBehaviour synergy fields
13,Druid,1,1,2,1,0,Apprentice + Hunter,3,3,3.0,+3%,Skill Power,+3% Skill Power,personal,skillPower_personal,9,12|25,Hero MonoBehaviour synergy fields
13,Druid,1,1,3,2,15,Arbalest,2,40,40.0,+40%,Damage,+40% Damage,global,damage_global,0,29,Hero MonoBehaviour synergy fields
13,Druid,1,1,4,2,15,Militia + Battlemage,3,12,12.0,+12%,Crit Chance,+12% Crit Chance,global,critChance_global,5,0|18,Hero MonoBehaviour synergy fields
13,Druid,1,1,5,3,50,Skymage,2,200,200.0,+200%,Crit Damage,+200% Crit Damage,personal,critDmg_personal,8,20,Hero MonoBehaviour synergy fields
13,Druid,1,1,6,3,50,Templar + Scout,3,250,250.0,+250%,Kill Gold,+250% Kill Gold,personal,killGold_personal,15,22|24,Hero MonoBehaviour synergy fields
13,Druid,1,1,7,4,100,Chieftain,2,300,300.0,+300%,Damage,+300% Damage,personal,damage_personal,1,9,Hero MonoBehaviour synergy fields
13,Druid,1,1,8,4,100,Dicemaster + Rogue,3,6,6.0,+6%,Super Crit Chance,+6% Super Crit Chance,global,superCritChance_global,16,39|31,Hero MonoBehaviour synergy fields
13,Druid,1,1,9,5,150,Captain,2,400,400.0,+400%,Kill Gold,+400% Kill Gold,personal,killGold_personal,15,34,Hero MonoBehaviour synergy fields
13,Druid,1,1,10,5,150,Paladin + Warlord,3,4,4.0,+4,Energy Income,+4 Energy Income,global,energyIncome_global,40,6|11,Hero MonoBehaviour synergy fields
13,Druid,1,1,11,6,250,Witch,2,2000,2000.0,+2000%,Ultra Crit Damage,+2000% Ultra Crit Damage,global,ultraCritDmg_global,22,15,Hero MonoBehaviour synergy fields
13,Druid,1,1,12,6,250,Berserker + Hunter,3,3,3.0,+3%,Gold Ultra Chance,+3% Gold Ultra Chance,global,goldUltraChance_global,28,8|25,Hero MonoBehaviour synergy fields
13,Druid,1,1,13,7,500,Spelldancer,2,300,300.0,+300%,Damage,+300% Damage,global,damage_global,0,19,Hero MonoBehaviour synergy fields
13,Druid,1,1,14,7,500,Samurai + Captain,3,8,8.0,+8,Energy Income,+8 Energy Income,global,energyIncome_global,40,5|34,Hero MonoBehaviour synergy fields
13,Druid,1,1,15,8,1000,Chieftain + Warlock + Archer,4,105,105.0,+105%,Exp Ultra Amount,+105% Exp Ultra Amount,global,expUltraAmount_global,35,9|21|27,Hero MonoBehaviour synergy fields
13,Druid,1,1,16,8,1000,Chieftain + Elementalist + Ranger,4,8,8.0,+8%,Energy Ultra Chance,+8% Energy Ultra Chance,global,energyUltraChance_global,38,9|17|28,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,1,1,0,Archer,2,25,25.0,+25%,Kill Gold,+25% Kill Gold,personal,killGold_personal,15,27,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,2,1,0,Ninja + Witch,3,4,4.0,+4%,Crit Chance,+4% Crit Chance,global,critChance_global,5,2|15,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,3,2,15,Champion,2,40,40.0,+40%,Damage,+40% Damage,global,damage_global,0,10,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,4,2,15,Paladin + Crusader,3,20,20.0,-20%,Skill Cooldown,-20% Skill Cooldown,personal,skillCd_personal,12,6|33,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,5,3,50,Necromancer,2,80,80.0,+80%,Attack Speed,+80% Attack Speed,personal,attSpeed_personal,3,23,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,6,3,50,Viking + Dicemaster,3,250,250.0,+250%,Crit Damage,+250% Crit Damage,personal,critDmg_personal,8,1|39,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,7,4,100,Elementalist,2,125,125.0,+125%,Kill Gold,+125% Kill Gold,global,killGold_global,13,17,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,8,4,100,Assassin + Berserker,3,2,2.0,+2%,Energy Super Chance,+2% Energy Super Chance,global,energySuperChance_global,36,3|8,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,9,5,150,Scout,2,3,3.0,+3%,Skill Power,+3% Skill Power,global,skillPower_global,41,24,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,10,5,150,Praetorian + Crusader,3,25,25.0,+25%,Gold Super Chance,+25% Gold Super Chance,personal,goldSuperChance_personal,25,36|33,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,11,6,250,Templar,2,250,250.0,+250%,Damage,+250% Damage,global,damage_global,0,22,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,12,6,250,Skymage + Ballista,3,3,3.0,+3%,Exp Ultra Chance,+3% Exp Ultra Chance,global,expUltraChance_global,34,20|32,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,13,7,500,Paladin,2,12,12.0,+12%,Gold Super Chance,+12% Gold Super Chance,global,goldSuperChance_global,24,6,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,14,7,500,Wizard + Skymage,3,350,350.0,+350%,Damage,+350% Damage,global,damage_global,0,16|20,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,15,8,1000,Militia + Gladiator + Captain,4,3000,3000.0,+3000%,Ultra Crit Damage,+3000% Ultra Crit Damage,global,ultraCritDmg_global,22,0|7|34,Hero MonoBehaviour synergy fields
14,Sorcerer,1,2,16,8,1000,Necromancer + Forester + Deadeye,4,15,15.0,+15%,Skill Power,+15% Skill Power,global,skillPower_global,41,23|26|40,Hero MonoBehaviour synergy fields
15,Witch,1,2,1,1,0,Forester,2,5,5.0,-5%,Skill Cooldown,-5% Skill Cooldown,personal,skillCd_personal,12,26,Hero MonoBehaviour synergy fields
15,Witch,1,2,2,1,0,Ninja + Sorcerer,3,20,20.0,+20%,Crit Damage,+20% Crit Damage,global,critDmg_global,7,2|14,Hero MonoBehaviour synergy fields
15,Witch,1,2,3,2,15,Samurai,2,10,10.0,+10%,Attack Speed,+10% Attack Speed,global,attSpeed_global,2,5,Hero MonoBehaviour synergy fields
15,Witch,1,2,4,2,15,Necromancer + Hunter,3,10,10.0,+10%,Kill Exp,+10% Kill Exp,global,killExp_global,14,23|25,Hero MonoBehaviour synergy fields
15,Witch,1,2,5,3,50,Paladin,2,80,80.0,+80%,Kill Gold,+80% Kill Gold,global,killGold_global,13,6,Hero MonoBehaviour synergy fields
15,Witch,1,2,6,3,50,Warlord + Wizard,3,100,100.0,+100%,Damage,+100% Damage,global,damage_global,0,11|16,Hero MonoBehaviour synergy fields
15,Witch,1,2,7,4,100,Militia,2,10,10.0,+10%,Super Crit Chance,+10% Super Crit Chance,personal,superCritChance_personal,17,0,Hero MonoBehaviour synergy fields
15,Witch,1,2,8,4,100,Ranger + Ballista,3,2,2.0,+2%,Skill Power,+2% Skill Power,global,skillPower_global,41,28|32,Hero MonoBehaviour synergy fields
15,Witch,1,2,9,5,150,Peacekeeper,2,400,400.0,+400%,Damage,+400% Damage,personal,damage_personal,1,4,Hero MonoBehaviour synergy fields
15,Witch,1,2,10,5,150,Battlemage + Sovereign,3,450,450.0,+450%,Kill Gold,+450% Kill Gold,personal,killGold_personal,15,18|38,Hero MonoBehaviour synergy fields
15,Witch,1,2,11,6,250,Druid,2,25,25.0,+25%,Energy Ultra Amount,+25% Energy Ultra Amount,global,energyUltraAmount_global,39,13,Hero MonoBehaviour synergy fields
15,Witch,1,2,12,6,250,Chieftain + Spelldancer,3,2250,2250.0,+2250%,Gold Ultra Amount,+2250% Gold Ultra Amount,global,goldUltraAmount_global,30,9|19,Hero MonoBehaviour synergy fields
15,Witch,1,2,13,7,500,Titan,2,300,300.0,+300%,Damage,+300% Damage,global,damage_global,0,37,Hero MonoBehaviour synergy fields
15,Witch,1,2,14,7,500,Necromancer + Warden,3,15,15.0,+15,Skill Duration,+15 Skill Duration,personal,skillDuration_personal,10,23|35,Hero MonoBehaviour synergy fields
15,Witch,1,2,15,8,1000,Battlemage + Spelldancer + Templar,4,30,30.0,+30%,Skill Power,+30% Skill Power,personal,skillPower_personal,9,18|19|22,Hero MonoBehaviour synergy fields
15,Witch,1,2,16,8,1000,Apprentice + Skymage + Dicemaster,4,3250,3250.0,+3250%,Ultra Crit Damage,+3250% Ultra Crit Damage,global,ultraCritDmg_global,22,12|20|39,Hero MonoBehaviour synergy fields
16,Wizard,1,3,1,1,0,Elementalist,2,10,10.0,+10%,Damage,+10% Damage,global,damage_global,0,17,Hero MonoBehaviour synergy fields
16,Wizard,1,3,2,1,0,Peacekeeper + Samurai,3,20,20.0,+20%,Kill Gold,+20% Kill Gold,global,killGold_global,13,4|5,Hero MonoBehaviour synergy fields
16,Wizard,1,3,3,2,15,Battlemage,2,8,8.0,+8%,Crit Chance,+8% Crit Chance,global,critChance_global,5,18,Hero MonoBehaviour synergy fields
16,Wizard,1,3,4,2,15,Titan + Dicemaster,3,15,15.0,+15%,Attack Speed,+15% Attack Speed,global,attSpeed_global,2,37|39,Hero MonoBehaviour synergy fields
16,Wizard,1,3,5,3,50,Ninja,2,20,20.0,+20%,Kill Exp,+20% Kill Exp,global,killExp_global,14,2,Hero MonoBehaviour synergy fields
16,Wizard,1,3,6,3,50,Warlord + Witch,3,100,100.0,+100%,Crit Damage,+100% Crit Damage,global,critDmg_global,7,11|15,Hero MonoBehaviour synergy fields
16,Wizard,1,3,7,4,100,Deadeye,2,125,125.0,+125%,Kill Gold,+125% Kill Gold,global,killGold_global,13,40,Hero MonoBehaviour synergy fields
16,Wizard,1,3,8,4,100,Praetorian + Battlemage,3,40,40.0,+40%,Attack Speed,+40% Attack Speed,global,attSpeed_global,2,36|18,Hero MonoBehaviour synergy fields
16,Wizard,1,3,9,5,150,Warlock,2,3,3.0,+3,Energy Income,+3 Energy Income,global,energyIncome_global,40,21,Hero MonoBehaviour synergy fields
16,Wizard,1,3,10,5,150,Berserker + Titan,3,450,450.0,+450%,Damage,+450% Damage,personal,damage_personal,1,8|37,Hero MonoBehaviour synergy fields
16,Wizard,1,3,11,6,250,Ranger,2,25,25.0,+25%,Energy Ultra Amount,+25% Energy Ultra Amount,global,energyUltraAmount_global,39,28,Hero MonoBehaviour synergy fields
16,Wizard,1,3,12,6,250,Assassin + Warlord,3,7,7.0,+7%,Ultra Crit Chance,+7% Ultra Crit Chance,personal,ultraCritChance_personal,21,3|11,Hero MonoBehaviour synergy fields
16,Wizard,1,3,13,7,500,Crusader,2,40,40.0,+40%,Attack Speed,+40% Attack Speed,global,attSpeed_global,2,33,Hero MonoBehaviour synergy fields
16,Wizard,1,3,14,7,500,Sorcerer + Skymage,3,350,350.0,+350%,Damage,+350% Damage,global,damage_global,0,14|20,Hero MonoBehaviour synergy fields
16,Wizard,1,3,15,8,1000,Viking + Necromancer + Ballista,4,105,105.0,+105%,Exp Ultra Amount,+105% Exp Ultra Amount,global,expUltraAmount_global,35,1|23|32,Hero MonoBehaviour synergy fields
16,Wizard,1,3,16,8,1000,Assassin + Praetorian + Spelldancer,4,15,15.0,+15%,Skill Power,+15% Skill Power,global,skillPower_global,41,3|36|19,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,1,1,0,Wizard,2,2,2.0,+2%,Crit Chance,+2% Crit Chance,global,critChance_global,5,16,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,2,1,0,Ranger + Arbalest,3,50,50.0,+50%,Damage,+50% Damage,personal,damage_personal,1,28|29,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,3,2,15,Hunter,2,6,6.0,+6%,Kill Exp,+6% Kill Exp,global,killExp_global,14,25,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,4,2,15,Apprentice + Sniper,3,6,6.0,+6,Skill Duration,+6 Skill Duration,personal,skillDuration_personal,10,12|30,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,5,3,50,Forester,2,22,22.0,+22%,Attack Speed,+22% Attack Speed,global,attSpeed_global,2,26,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,6,3,50,Gladiator + Champion,3,100,100.0,+100%,Crit Damage,+100% Crit Damage,global,critDmg_global,7,7|10,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,7,4,100,Sorcerer,2,2,2.0,+2%,Energy Super Amount,+2% Energy Super Amount,global,energySuperAmount_global,37,14,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,8,4,100,Warlock + Deadeye,3,350,350.0,+350%,Kill Gold,+350% Kill Gold,personal,killGold_personal,15,21|40,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,9,5,150,Warden,2,10,10.0,+10%,Exp Super Amount,+10% Exp Super Amount,global,expSuperAmount_global,33,35,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,10,5,150,Viking + Samurai,3,200,200.0,+200%,Damage,+200% Damage,global,damage_global,0,1|5,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,11,6,250,Necromancer,2,3750,3750.0,+3750%,Gold Ultra Amount,+3750% Gold Ultra Amount,personal,goldUltraAmount_personal,31,23,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,12,6,250,Dicemaster + Scout,3,6,6.0,+6%,Skill Power,+6% Skill Power,global,skillPower_global,41,39|24,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,13,7,500,Rogue,2,850,850.0,+850%,Gold Super Amount,+850% Gold Super Amount,global,goldSuperAmount_global,26,31,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,14,7,500,Chieftain + Sovereign,3,20,20.0,+20%,Skill Power,+20% Skill Power,personal,skillPower_personal,9,9|38,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,15,8,1000,Ninja + Assassin + Warden,4,3000,3000.0,+3000%,Gold Ultra Amount,+3000% Gold Ultra Amount,global,goldUltraAmount_global,30,2|3|35,Hero MonoBehaviour synergy fields
17,Elementalist,1,3,16,8,1000,Chieftain + Druid + Ranger,4,8,8.0,+8%,Energy Ultra Chance,+8% Energy Ultra Chance,global,energyUltraChance_global,38,9|13|28,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,1,1,0,Spelldancer,2,1,1.0,+1%,Kill Exp,+1% Kill Exp,global,killExp_global,14,19,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,2,1,0,Gladiator + Rogue,3,25,25.0,+25%,Attack Speed,+25% Attack Speed,personal,attSpeed_personal,3,7|31,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,3,2,15,Wizard,2,5,5.0,+5%,Skill Power,+5% Skill Power,personal,skillPower_personal,9,16,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,4,2,15,Militia + Druid,3,60,60.0,+60%,Crit Damage,+60% Crit Damage,global,critDmg_global,7,0|13,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,5,3,50,Veteran,2,80,80.0,+80%,Damage,+80% Damage,global,damage_global,0,41,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,6,3,50,Ballista + Warden,3,30,30.0,-30%,Skill Cooldown,-30% Skill Cooldown,personal,skillCd_personal,12,32|35,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,7,4,100,Ranger,2,450,450.0,+450%,Gold Super Amount,+450% Gold Super Amount,global,goldSuperAmount_global,26,28,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,8,4,100,Praetorian + Wizard,3,150,150.0,+150%,Damage,+150% Damage,global,damage_global,0,36|16,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,9,5,150,Chieftain,2,20,20.0,+20%,Gold Super Chance,+20% Gold Super Chance,personal,goldSuperChance_personal,25,9,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,10,5,150,Witch + Sovereign,3,625,625.0,+625%,Super Crit Damage,+625% Super Crit Damage,global,superCritDmg_global,18,15|38,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,11,6,250,Paladin,2,250,250.0,+250%,Kill Gold,+250% Kill Gold,global,killGold_global,13,6,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,12,6,250,Forester + Deadeye,3,6,6.0,+6,Energy Income,+6 Energy Income,global,energyIncome_global,40,26|40,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,13,7,500,Berserker,2,40,40.0,+40%,Attack Speed,+40% Attack Speed,global,attSpeed_global,2,8,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,14,7,500,Sniper + Crusader,3,350,350.0,+350%,Damage,+350% Damage,global,damage_global,0,30|33,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,15,8,1000,Witch + Spelldancer + Templar,4,3000,3000.0,+3000%,Ultra Crit Damage,+3000% Ultra Crit Damage,global,ultraCritDmg_global,22,15|19|22,Hero MonoBehaviour synergy fields
18,Battlemage,1,4,16,8,1000,Samurai + Paladin + Champion,4,15,15.0,+15%,Skill Power,+15% Skill Power,global,skillPower_global,41,5|6|10,Hero MonoBehaviour synergy fields
19,Spelldancer,1,4,1,1,0,Battlemage,2,10,10.0,+10%,Kill Gold,+10% Kill Gold,global,killGold_global,13,18,Hero MonoBehaviour synergy fields
19,Spelldancer,1,4,2,1,0,Paladin + Sniper,3,25,25.0,+25%,Attack Speed,+25% Attack Speed,personal,attSpeed_personal,3,6|30,Hero MonoBehaviour synergy fields
19,Spelldancer,1,4,3,2,15,Viking,2,40,40.0,+40%,Crit Damage,+40% Crit Damage,global,critDmg_global,7,1,Hero MonoBehaviour synergy fields
19,Spelldancer,1,4,4,2,15,Archer + Warden,3,7,7.0,-7%,Skill Cooldown,-7% Skill Cooldown,global,skillCd_global,11,27|35,Hero MonoBehaviour synergy fields
19,Spelldancer,1,4,5,3,50,Champion,2,80,80.0,+80%,Damage,+80% Damage,global,damage_global,0,10,Hero MonoBehaviour synergy fields
19,Spelldancer,1,4,6,3,50,Assassin + Apprentice,3,12,12.0,+12%,Skill Power,+12% Skill Power,personal,skillPower_personal,9,3|12,Hero MonoBehaviour synergy fields
19,Spelldancer,1,4,7,4,100,Warlock,2,450,450.0,+450%,Super Crit Damage,+450% Super Crit Damage,global,superCritDmg_global,18,21,Hero MonoBehaviour synergy fields
19,Spelldancer,1,4,8,4,100,Ninja + Peacekeeper,3,4,4.0,+4%,Exp Super Chance,+4% Exp Super Chance,global,expSuperChance_global,32,2|4,Hero MonoBehaviour synergy fields
