hero_id,hero_name,hero_class,hero_rarity,synergy_num,tier,rank_required,required_count_excluding_self,active_heroes_needed_including_self,required_hero_ids,required_hero_names,required_hero_classes,required_hero_rarities,required_hero_path_ids,synergy_upgrade_id,synergy_upgrade_name,base_bonus_value,base_bonus_raw,base_bonus_text,missing_refs
12,Apprentice,1,1,15,8,1000,3,4,4|11|29,Peacekeeper|Warlord|Arbalest,0|0|2,3|6|3,316916|301908|305299,18,superCritDmg_global,1000,1000.0,+1000%,
12,Apprentice,1,1,16,8,1000,3,4,15|20|39,Witch|Skymage|Dicemaster,1|1|1,2|5|7,318062|280408|319449,41,skillPower_global,15,15.0,+15%,
13,Druid,1,1,1,1,0,1,2,1,Viking,0,1,305535,10,skillDuration_personal,2,2.0,+2,
13,Druid,1,1,2,1,0,2,3,12|25,Apprentice|Hunter,1|2,1|1,277314|294026,9,skillPower_personal,3,3.0,+3%,
13,Druid,1,1,3,2,15,1,2,29,Arbalest,2,3,305299,0,damage_global,40,40.0,+40%,
13,Druid,1,1,4,2,15,2,3,0|18,Militia|Battlemage,0|1,1|4,306419|309008,5,critChance_global,12,12.0,+12%,
13,Druid,1,1,5,3,50,1,2,20,Skymage,1,5,280408,8,critDmg_personal,200,200.0,+200%,
13,Druid,1,1,6,3,50,2,3,22|24,Templar|Scout,1|2,6|1,304679|317780,15,killGold_personal,250,250.0,+250%,
13,Druid,1,1,7,4,100,1,2,9,Chieftain,0,5,314374,1,damage_personal,300,300.0,+300%,
13,Druid,1,1,8,4,100,2,3,39|31,Dicemaster|Rogue,1|2,7|4,319449|316887,16,superCritChance_global,6,6.0,+6%,
13,Druid,1,1,9,5,150,1,2,34,Captain,2,6,313636,15,killGold_personal,400,400.0,+400%,
13,Druid,1,1,10,5,150,2,3,6|11,Paladin|Warlord,0|0,4|6,283139|301908,40,energyIncome_global,4,4.0,+4,
13,Druid,1,1,11,6,250,1,2,15,Witch,1,2,318062,22,ultraCritDmg_global,2000,2000.0,+2000%,
13,Druid,1,1,12,6,250,2,3,8|25,Berserker|Hunter,0|2,5|1,289330|294026,28,goldUltraChance_global,3,3.0,+3%,
13,Druid,1,1,13,7,500,1,2,19,Spelldancer,1,4,271770,0,damage_global,300,300.0,+300%,
13,Druid,1,1,14,7,500,2,3,5|34,Samurai|Captain,0|2,3|6,280121|313636,40,energyIncome_global,8,8.0,+8,
13,Druid,1,1,15,8,1000,3,4,9|21|27,Chieftain|Warlock|Archer,0|1|2,5|5|2,314374|287059|284600,35,expUltraAmount_global,105,105.0,+105%,
13,Druid,1,1,16,8,1000,3,4,9|17|28,Chieftain|Elementalist|Ranger,0|1|2,5|3|3,314374|274390|304705,38,energyUltraChance_global,8,8.0,+8%,
14,Sorcerer,1,2,1,1,0,1,2,27,Archer,2,2,284600,15,killGold_personal,25,25.0,+25%,
14,Sorcerer,1,2,2,1,0,2,3,2|15,Ninja|Witch,0|1,2|2,312627|318062,5,critChance_global,4,4.0,+4%,
14,Sorcerer,1,2,3,2,15,1,2,10,Champion,0,6,300301,0,damage_global,40,40.0,+40%,
14,Sorcerer,1,2,4,2,15,2,3,6|33,Paladin|Crusader,0|2,4|5,283139|314873,12,skillCd_personal,20,20.0,-20%,
14,Sorcerer,1,2,5,3,50,1,2,23,Necromancer,1,6,278537,3,attSpeed_personal,80,80.0,+80%,
14,Sorcerer,1,2,6,3,50,2,3,1|39,Viking|Dicemaster,0|1,1|7,305535|319449,8,critDmg_personal,250,250.0,+250%,
14,Sorcerer,1,2,7,4,100,1,2,17,Elementalist,1,3,274390,13,killGold_global,125,125.0,+125%,
14,Sorcerer,1,2,8,4,100,2,3,3|8,Assassin|Berserker,0|0,2|5,296877|289330,36,energySuperChance_global,2,2.0,+2%,
14,Sorcerer,1,2,9,5,150,1,2,24,Scout,2,1,317780,41,skillPower_global,3,3.0,+3%,
14,Sorcerer,1,2,10,5,150,2,3,36|33,Praetorian|Crusader,0|2,7|5,318494|314873,25,goldSuperChance_personal,25,25.0,+25%,
14,Sorcerer,1,2,11,6,250,1,2,22,Templar,1,6,304679,0,damage_global,250,250.0,+250%,
14,Sorcerer,1,2,12,6,250,2,3,20|32,Skymage|Ballista,1|2,5|5,280408|317683,34,expUltraChance_global,3,3.0,+3%,
14,Sorcerer,1,2,13,7,500,1,2,6,Paladin,0,4,283139,24,goldSuperChance_global,12,12.0,+12%,
14,Sorcerer,1,2,14,7,500,2,3,16|20,Wizard|Skymage,1|1,3|5,300064|280408,0,damage_global,350,350.0,+350%,
14,Sorcerer,1,2,15,8,1000,3,4,0|7|34,Militia|Gladiator|Captain,0|0|2,1|4|6,306419|295526|313636,22,ultraCritDmg_global,3000,3000.0,+3000%,
14,Sorcerer,1,2,16,8,1000,3,4,23|26|40,Necromancer|Forester|Deadeye,1|2|2,6|2|7,278537|314946|310314,41,skillPower_global,15,15.0,+15%,
15,Witch,1,2,1,1,0,1,2,26,Forester,2,2,314946,12,skillCd_personal,5,5.0,-5%,
15,Witch,1,2,2,1,0,2,3,2|14,Ninja|Sorcerer,0|1,2|2,312627|311478,7,critDmg_global,20,20.0,+20%,
15,Witch,1,2,3,2,15,1,2,5,Samurai,0,3,280121,2,attSpeed_global,10,10.0,+10%,
15,Witch,1,2,4,2,15,2,3,23|25,Necromancer|Hunter,1|2,6|1,278537|294026,14,killExp_global,10,10.0,+10%,
15,Witch,1,2,5,3,50,1,2,6,Paladin,0,4,283139,13,killGold_global,80,80.0,+80%,
15,Witch,1,2,6,3,50,2,3,11|16,Warlord|Wizard,0|1,6|3,301908|300064,0,damage_global,100,100.0,+100%,
15,Witch,1,2,7,4,100,1,2,0,Militia,0,1,306419,17,superCritChance_personal,10,10.0,+10%,
15,Witch,1,2,8,4,100,2,3,28|32,Ranger|Ballista,2|2,3|5,304705|317683,41,skillPower_global,2,2.0,+2%,
15,Witch,1,2,9,5,150,1,2,4,Peacekeeper,0,3,316916,1,damage_personal,400,400.0,+400%,
15,Witch,1,2,10,5,150,2,3,18|38,Battlemage|Sovereign,1|1,4|7,309008|309440,15,killGold_personal,450,450.0,+450%,
15,Witch,1,2,11,6,250,1,2,13,Druid,1,1,285341,39,energyUltraAmount_global,25,25.0,+25%,
15,Witch,1,2,12,6,250,2,3,9|19,Chieftain|Spelldancer,0|1,5|4,314374|271770,30,goldUltraAmount_global,2250,2250.0,+2250%,
15,Witch,1,2,13,7,500,1,2,37,Titan,0,7,299058,0,damage_global,300,300.0,+300%,
15,Witch,1,2,14,7,500,2,3,23|35,Necromancer|Warden,1|2,6|6,278537|302043,10,skillDuration_personal,15,15.0,+15,
15,Witch,1,2,15,8,1000,3,4,18|19|22,Battlemage|Spelldancer|Templar,1|1|1,4|4|6,309008|271770|304679,9,skillPower_personal,30,30.0,+30%,
15,Witch,1,2,16,8,1000,3,4,12|20|39,Apprentice|Skymage|Dicemaster,1|1|1,1|5|7,277314|280408|319449,22,ultraCritDmg_global,3250,3250.0,+3250%,
16,Wizard,1,3,1,1,0,1,2,17,Elementalist,1,3,274390,0,damage_global,10,10.0,+10%,
16,Wizard,1,3,2,1,0,2,3,4|5,Peacekeeper|Samurai,0|0,3|3,316916|280121,13,killGold_global,20,20.0,+20%,
16,Wizard,1,3,3,2,15,1,2,18,Battlemage,1,4,309008,5,critChance_global,8,8.0,+8%,
16,Wizard,1,3,4,2,15,2,3,37|39,Titan|Dicemaster,0|1,7|7,299058|319449,2,attSpeed_global,15,15.0,+15%,
16,Wizard,1,3,5,3,50,1,2,2,Ninja,0,2,312627,14,killExp_global,20,20.0,+20%,
16,Wizard,1,3,6,3,50,2,3,11|15,Warlord|Witch,0|1,6|2,301908|318062,7,critDmg_global,100,100.0,+100%,
16,Wizard,1,3,7,4,100,1,2,40,Deadeye,2,7,310314,13,killGold_global,125,125.0,+125%,
16,Wizard,1,3,8,4,100,2,3,36|18,Praetorian|Battlemage,0|1,7|4,318494|309008,2,attSpeed_global,40,40.0,+40%,
16,Wizard,1,3,9,5,150,1,2,21,Warlock,1,5,287059,40,energyIncome_global,3,3.0,+3,
16,Wizard,1,3,10,5,150,2,3,8|37,Berserker|Titan,0|0,5|7,289330|299058,1,damage_personal,450,450.0,+450%,
16,Wizard,1,3,11,6,250,1,2,28,Ranger,2,3,304705,39,energyUltraAmount_global,25,25.0,+25%,
16,Wizard,1,3,12,6,250,2,3,3|11,Assassin|Warlord,0|0,2|6,296877|301908,21,ultraCritChance_personal,7,7.0,+7%,
16,Wizard,1,3,13,7,500,1,2,33,Crusader,2,5,314873,2,attSpeed_global,40,40.0,+40%,
16,Wizard,1,3,14,7,500,2,3,14|20,Sorcerer|Skymage,1|1,2|5,311478|280408,0,damage_global,350,350.0,+350%,
16,Wizard,1,3,15,8,1000,3,4,1|23|32,Viking|Necromancer|Ballista,0|1|2,1|6|5,305535|278537|317683,35,expUltraAmount_global,105,105.0,+105%,
16,Wizard,1,3,16,8,1000,3,4,3|36|19,Assassin|Praetorian|Spelldancer,0|0|1,2|7|4,296877|318494|271770,41,skillPower_global,15,15.0,+15%,
17,Elementalist,1,3,1,1,0,1,2,16,Wizard,1,3,300064,5,critChance_global,2,2.0,+2%,
17,Elementalist,1,3,2,1,0,2,3,28|29,Ranger|Arbalest,2|2,3|3,304705|305299,1,damage_personal,50,50.0,+50%,
17,Elementalist,1,3,3,2,15,1,2,25,Hunter,2,1,294026,14,killExp_global,6,6.0,+6%,
17,Elementalist,1,3,4,2,15,2,3,12|30,Apprentice|Sniper,1|2,1|4,277314|312907,10,skillDuration_personal,6,6.0,+6,
17,Elementalist,1,3,5,3,50,1,2,26,Forester,2,2,314946,2,attSpeed_global,22,22.0,+22%,
17,Elementalist,1,3,6,3,50,2,3,7|10,Gladiator|Champion,0|0,4|6,295526|300301,7,critDmg_global,100,100.0,+100%,
17,Elementalist,1,3,7,4,100,1,2,14,Sorcerer,1,2,311478,37,energySuperAmount_global,2,2.0,+2%,
17,Elementalist,1,3,8,4,100,2,3,21|40,Warlock|Deadeye,1|2,5|7,287059|310314,15,killGold_personal,350,350.0,+350%,
17,Elementalist,1,3,9,5,150,1,2,35,Warden,2,6,302043,33,expSuperAmount_global,10,10.0,+10%,
17,Elementalist,1,3,10,5,150,2,3,1|5,Viking|Samurai,0|0,1|3,305535|280121,0,damage_global,200,200.0,+200%,
17,Elementalist,1,3,11,6,250,1,2,23,Necromancer,1,6,278537,31,goldUltraAmount_personal,3750,3750.0,+3750%,
17,Elementalist,1,3,12,6,250,2,3,39|24,Dicemaster|Scout,1|2,7|1,319449|317780,41,skillPower_global,6,6.0,+6%,
17,Elementalist,1,3,13,7,500,1,2,31,Rogue,2,4,316887,26,goldSuperAmount_global,850,850.0,+850%,
17,Elementalist,1,3,14,7,500,2,3,9|38,Chieftain|Sovereign,0|1,5|7,314374|309440,9,skillPower_personal,20,20.0,+20%,
17,Elementalist,1,3,15,8,1000,3,4,2|3|35,Ninja|Assassin|Warden,0|0|2,2|2|6,312627|296877|302043,30,goldUltraAmount_global,3000,3000.0,+3000%,
17,Elementalist,1,3,16,8,1000,3,4,9|13|28,Chieftain|Druid|Ranger,0|1|2,5|1|3,314374|285341|304705,38,energyUltraChance_global,8,8.0,+8%,
18,Battlemage,1,4,1,1,0,1,2,19,Spelldancer,1,4,271770,14,killExp_global,1,1.0,+1%,
18,Battlemage,1,4,2,1,0,2,3,7|31,Gladiator|Rogue,0|2,4|4,295526|316887,3,attSpeed_personal,25,25.0,+25%,
18,Battlemage,1,4,3,2,15,1,2,16,Wizard,1,3,300064,9,skillPower_personal,5,5.0,+5%,
18,Battlemage,1,4,4,2,15,2,3,0|13,Militia|Druid,0|1,1|1,306419|285341,7,critDmg_global,60,60.0,+60%,
18,Battlemage,1,4,5,3,50,1,2,41,Veteran,2,7,280126,0,damage_global,80,80.0,+80%,
18,Battlemage,1,4,6,3,50,2,3,32|35,Ballista|Warden,2|2,5|6,317683|302043,12,skillCd_personal,30,30.0,-30%,
18,Battlemage,1,4,7,4,100,1,2,28,Ranger,2,3,304705,26,goldSuperAmount_global,450,450.0,+450%,
18,Battlemage,1,4,8,4,100,2,3,36|16,Praetorian|Wizard,0|1,7|3,318494|300064,0,damage_global,150,150.0,+150%,
18,Battlemage,1,4,9,5,150,1,2,9,Chieftain,0,5,314374,25,goldSuperChance_personal,20,20.0,+20%,
18,Battlemage,1,4,10,5,150,2,3,15|38,Witch|Sovereign,1|1,2|7,318062|309440,18,superCritDmg_global,625,625.0,+625%,
18,Battlemage,1,4,11,6,250,1,2,6,Paladin,0,4,283139,13,killGold_global,250,250.0,+250%,
18,Battlemage,1,4,12,6,250,2,3,26|40,Forester|Deadeye,2|2,2|7,314946|310314,40,energyIncome_global,6,6.0,+6,
18,Battlemage,1,4,13,7,500,1,2,8,Berserker,0,5,289330,2,attSpeed_global,40,40.0,+40%,
18,Battlemage,1,4,14,7,500,2,3,30|33,Sniper|Crusader,2|2,4|5,312907|314873,0,damage_global,350,350.0,+350%,
18,Battlemage,1,4,15,8,1000,3,4,15|19|22,Witch|Spelldancer|Templar,1|1|1,2|4|6,318062|271770|304679,22,ultraCritDmg_global,3000,3000.0,+3000%,
18,Battlemage,1,4,16,8,1000,3,4,5|6|10,Samurai|Paladin|Champion,0|0|0,3|4|6,280121|283139|300301,41,skillPower_global,15,15.0,+15%,
19,Spelldancer,1,4,1,1,0,1,2,18,Battlemage,1,4,309008,13,killGold_global,10,10.0,+10%,
19,Spelldancer,1,4,2,1,0,2,3,6|30,Paladin|Sniper,0|2,4|4,283139|312907,3,attSpeed_personal,25,25.0,+25%,
19,Spelldancer,1,4,3,2,15,1,2,1,Viking,0,1,305535,7,critDmg_global,40,40.0,+40%,
19,Spelldancer,1,4,4,2,15,2,3,27|35,Archer|Warden,2|2,2|6,284600|302043,11,skillCd_global,7,7.0,-7%,
19,Spelldancer,1,4,5,3,50,1,2,10,Champion,0,6,300301,0,damage_global,80,80.0,+80%,
19,Spelldancer,1,4,6,3,50,2,3,3|12,Assassin|Apprentice,0|1,2|1,296877|277314,9,skillPower_personal,12,12.0,+12%,
19,Spelldancer,1,4,7,4,100,1,2,21,Warlock,1,5,287059,18,superCritDmg_global,450,450.0,+450%,
19,Spelldancer,1,4,8,4,100,2,3,2|4,Ninja|Peacekeeper,0|0,2|3,312627|316916,32,expSuperChance_global,4,4.0,+4%,
19,Spelldancer,1,4,9,5,150,1,2,30,Sniper,2,4,312907,41,skillPower_global,3,3.0,+3%,
19,Spelldancer,1,4,10,5,150,2,3,24|32,Scout|Ballista,2|2,1|5,317780|317683,36,energySuperChance_global,4,4.0,+4%,
19,Spelldancer,1,4,11,6,250,1,2,41,Veteran,2,7,280126,41,skillPower_global,5,5.0,+5%,
19,Spelldancer,1,4,12,6,250,2,3,9|15,Chieftain|Witch,0|1,5|2,314374|318062,0,damage_global,275,275.0,+275%,
19,Spelldancer,1,4,13,7,500,1,2,13,Druid,1,1,285341,18,superCritDmg_global,850,850.0,+850%,
19,Spelldancer,1,4,14,7,500,2,3,0|29,Militia|Arbalest,0|2,1|3,306419|305299,36,energySuperChance_global,6,6.0,+6%,
19,Spelldancer,1,4,15,8,1000,3,4,15|18|22,Witch|Battlemage|Templar,1|1|1,2|4|6,318062|309008|304679,10,skillDuration_personal,20,20.0,+20,
19,Spelldancer,1,4,16,8,1000,3,4,3|36|16,Assassin|Praetorian|Wizard,0|0|1,2|7|3,296877|318494|300064,22,ultraCritDmg_global,3250,3250.0,+3250%,
20,Skymage,1,5,1,1,0,1,2,8,Berserker,0,5,289330,7,critDmg_global,10,10.0,+10%,
20,Skymage,1,5,2,1,0,2,3,21|33,Warlock|Crusader,1|2,5|5,287059|314873,12,skillCd_personal,10,10.0,-10%,
20,Skymage,1,5,3,2,15,1,2,12,Apprentice,1,1,277314,13,killGold_global,40,40.0,+40%,
20,Skymage,1,5,4,2,15,2,3,5|22,Samurai|Templar,0|1,3|6,280121|304679,14,killExp_global,10,10.0,+10%,
20,Skymage,1,5,5,3,50,1,2,13,Druid,1,1,285341,6,critChance_personal,35,35.0,+35%,
20,Skymage,1,5,6,3,50,2,3,28|33,Ranger|Crusader,2|2,3|5,304705|314873,1,damage_personal,250,250.0,+250%,
20,Skymage,1,5,7,4,100,1,2,39,Dicemaster,1,7,319449,24,goldSuperChance_global,4,4.0,+4%,
20,Skymage,1,5,8,4,100,2,3,11|41,Warlord|Veteran,0|2,6|7,301908|280126,41,skillPower_global,2,2.0,+2%,
20,Skymage,1,5,9,5,150,1,2,25,Hunter,2,1,294026,0,damage_global,175,175.0,+175%,
20,Skymage,1,5,10,5,150,2,3,7|40,Gladiator|Deadeye,0|2,4|7,295526|310314,37,energySuperAmount_global,8,8.0,+8%,
20,Skymage,1,5,11,6,250,1,2,3,Assassin,0,2,296877,20,ultraCritChance_global,2,2.0,+2%,
20,Skymage,1,5,12,6,250,2,3,14|32,Sorcerer|Ballista,1|2,2|5,311478|317683,13,killGold_global,275,275.0,+275%,
20,Skymage,1,5,13,7,500,1,2,35,Warden,2,6,302043,16,superCritChance_global,12,12.0,+12%,
20,Skymage,1,5,14,7,500,2,3,14|16,Sorcerer|Wizard,1|1,2|3,311478|300064,0,damage_global,350,350.0,+350%,
20,Skymage,1,5,15,8,1000,3,4,10|30|41,Champion|Sniper|Veteran,0|2|2,6|4|7,300301|312907|280126,35,expUltraAmount_global,105,105.0,+105%,
20,Skymage,1,5,16,8,1000,3,4,12|15|39,Apprentice|Witch|Dicemaster,1|1|1,1|2|7,277314|318062|319449,2,attSpeed_global,75,75.0,+75%,
21,Warlock,1,5,1,1,0,1,2,9,Chieftain,0,5,314374,6,critChance_personal,5,5.0,+5%,
21,Warlock,1,5,2,1,0,2,3,33|20,Crusader|Skymage,2|1,5|5,314873|280408,13,killGold_global,20,20.0,+20%,
21,Warlock,1,5,3,2,15,1,2,36,Praetorian,0,7,318494,11,skillCd_global,5,5.0,-5%,
21,Warlock,1,5,4,2,15,2,3,40|41,Deadeye|Veteran,2|2,7|7,310314|280126,0,damage_global,60,60.0,+60%,
21,Warlock,1,5,5,3,50,1,2,38,Sovereign,1,7,309440,10,skillDuration_personal,8,8.0,+8,
21,Warlock,1,5,6,3,50,2,3,0|34,Militia|Captain,0|2,1|6,306419|313636,14,killExp_global,35,35.0,+35%,
21,Warlock,1,5,7,4,100,1,2,19,Spelldancer,1,4,271770,41,skillPower_global,1,1.0,+1%,
21,Warlock,1,5,8,4,100,2,3,17|40,Elementalist|Deadeye,1|2,3|7,274390|310314,26,goldSuperAmount_global,500,500.0,+500%,
21,Warlock,1,5,9,5,150,1,2,16,Wizard,1,3,300064,18,superCritDmg_global,550,550.0,+550%,
21,Warlock,1,5,10,5,150,2,3,10|27,Champion|Archer,0|2,6|2,300301|284600,1,damage_personal,450,450.0,+450%,
21,Warlock,1,5,11,6,250,1,2,26,Forester,2,2,314946,12,skillCd_personal,30,30.0,-30%,
21,Warlock,1,5,12,6,250,2,3,2|7,Ninja|Gladiator,0|0,2|4,312627|295526,13,killGold_global,275,275.0,+275%,
21,Warlock,1,5,13,7,500,1,2,38,Sovereign,1,7,309440,26,goldSuperAmount_global,850,850.0,+850%,
21,Warlock,1,5,14,7,500,2,3,37|27,Titan|Archer,0|2,7|2,299058|284600,33,expSuperAmount_global,25,25.0,+25%,
21,Warlock,1,5,15,8,1000,3,4,9|13|27,Chieftain|Druid|Archer,0|1|2,5|1|2,314374|285341|284600,9,skillPower_personal,30,30.0,+30%,
21,Warlock,1,5,16,8,1000,3,4,11|37|21,Warlord|Titan|Warlock,0|0|1,6|7|5,301908|299058|287059,40,energyIncome_global,15,15.0,+15,
22,Templar,1,6,1,1,0,1,2,34,Captain,2,6,313636,9,skillPower_personal,2,2.0,+2%,
22,Templar,1,6,2,1,0,2,3,10|35,Champion|Warden,0|2,6|6,300301|302043,8,critDmg_personal,50,50.0,+50%,
22,Templar,1,6,3,2,15,1,2,40,Deadeye,2,7,310314,0,damage_global,40,40.0,+40%,
22,Templar,1,6,4,2,15,2,3,5|20,Samurai|Skymage,0|1,3|5,280121|280408,13,killGold_global,60,60.0,+60%,
22,Templar,1,6,5,3,50,1,2,29,Arbalest,2,3,305299,11,skillCd_global,8,8.0,-8%,
22,Templar,1,6,6,3,50,2,3,13|24,Druid|Scout,1|2,1|1,285341|317780,3,attSpeed_personal,100,100.0,+100%,
22,Templar,1,6,7,4,100,1,2,6,Paladin,0,4,283139,1,damage_personal,300,300.0,+300%,
22,Templar,1,6,8,4,100,2,3,38|26,Sovereign|Forester,1|2,7|2,309440|314946,17,superCritChance_personal,15,15.0,+15%,
22,Templar,1,6,9,5,150,1,2,7,Gladiator,0,4,295526,40,energyIncome_global,3,3.0,+3,
22,Templar,1,6,10,5,150,2,3,39|30,Dicemaster|Sniper,1|2,7|4,319449|312907,33,expSuperAmount_global,12,12.0,+12%,
22,Templar,1,6,11,6,250,1,2,14,Sorcerer,1,2,311478,13,killGold_global,250,250.0,+250%,
22,Templar,1,6,12,6,250,2,3,23|31,Necromancer|Rogue,1|2,6|4,278537|316887,28,goldUltraChance_global,3,3.0,+3%,
22,Templar,1,6,13,7,500,1,2,41,Veteran,2,7,280126,33,expSuperAmount_global,20,20.0,+20%,
22,Templar,1,6,14,7,500,2,3,6|8,Paladin|Berserker,0|0,4|5,283139|289330,37,energySuperAmount_global,20,20.0,+20%,
22,Templar,1,6,15,8,1000,3,4,15|18|19,Witch|Battlemage|Spelldancer,1|1|1,2|4|4,318062|309008|271770,9,skillPower_personal,30,30.0,+30%,
22,Templar,1,6,16,8,1000,3,4,22|24|30,Templar|Scout|Sniper,1|2|2,6|1|4,304679|317780|312907,40,energyIncome_global,15,15.0,+15,
23,Necromancer,1,6,1,1,0,1,2,35,Warden,2,6,302043,1,damage_personal,25,25.0,+25%,
23,Necromancer,1,6,2,1,0,2,3,11|34,Warlord|Captain,0|2,6|6,301908|313636,10,skillDuration_personal,3,3.0,+3,
23,Necromancer,1,6,3,2,15,1,2,30,Sniper,2,4,312907,2,attSpeed_global,10,10.0,+10%,
23,Necromancer,1,6,4,2,15,2,3,15|25,Witch|Hunter,1|2,2|1,318062|294026,5,critChance_global,12,12.0,+12%,
23,Necromancer,1,6,5,3,50,1,2,14,Sorcerer,1,2,311478,15,killGold_personal,200,200.0,+200%,
23,Necromancer,1,6,6,3,50,2,3,5|25,Samurai|Hunter,0|2,3|1,280121|294026,7,critDmg_global,100,100.0,+100%,
23,Necromancer,1,6,7,4,100,1,2,41,Veteran,2,7,280126,36,energySuperChance_global,1,1.0,+1%,
23,Necromancer,1,6,8,4,100,2,3,1|37,Viking|Titan,0|0,1|7,305535|299058,0,damage_global,150,150.0,+150%,
23,Necromancer,1,6,9,5,150,1,2,12,Apprentice,1,1,277314,15,killGold_personal,400,400.0,+400%,
23,Necromancer,1,6,10,5,150,2,3,0|29,Militia|Arbalest,0|2,1|3,306419|305299,27,goldSuperAmount_personal,1250,1250.0,+1250%,
23,Necromancer,1,6,11,6,250,1,2,17,Elementalist,1,3,274390,23,ultraCritDmg_personal,3750,3750.0,+3750%,
23,Necromancer,1,6,12,6,250,2,3,22|31,Templar|Rogue,1|2,6|4,304679|316887,40,energyIncome_global,6,6.0,+6,
23,Necromancer,1,6,13,7,500,1,2,36,Praetorian,0,7,318494,49,ultraBossDmg_global,1400,1400.0,+1400%,
23,Necromancer,1,6,14,7,500,2,3,15|35,Witch|Warden,1|2,2|6,318062|302043,9,skillPower_personal,20,20.0,+20%,
23,Necromancer,1,6,15,8,1000,3,4,1|16|32,Viking|Wizard|Ballista,0|1|2,1|3|5,305535|300064|317683,52,bossDmg_global,800,800.0,+800%,
23,Necromancer,1,6,16,8,1000,3,4,14|26|40,Sorcerer|Forester|Deadeye,1|2|2,2|2|7,311478|314946|310314,22,ultraCritDmg_global,3250,3250.0,+3250%,
24,Scout,2,1,1,1,0,1,2,25,Hunter,2,1,294026,1,damage_personal,25,25.0,+25%,
24,Scout,2,1,2,1,0,2,3,0|1,Militia|Viking,0|0,1|1,306419|305535,5,critChance_global,4,4.0,+4%,
24,Scout,2,1,3,2,15,1,2,6,Paladin,0,4,283139,15,killGold_personal,100,100.0,+100%,
24,Scout,2,1,4,2,15,2,3,2|8,Ninja|Berserker,0|0,2|5,312627|289330,3,attSpeed_personal,60,60.0,+60%,
24,Scout,2,1,5,3,50,1,2,32,Ballista,2,5,317683,7,critDmg_global,80,80.0,+80%,
24,Scout,2,1,6,3,50,2,3,13|22,Druid|Templar,1|1,1|6,285341|304679,12,skillCd_personal,30,30.0,-30%,
24,Scout,2,1,7,4,100,1,2,11,Warlord,0,6,301908,26,goldSuperAmount_global,450,450.0,+450%,
24,Scout,2,1,8,4,100,2,3,5|35,Samurai|Warden,0|2,3|6,280121|302043,0,damage_global,150,150.0,+150%,
24,Scout,2,1,9,5,150,1,2,14,Sorcerer,1,2,311478,40,energyIncome_global,3,3.0,+3,
24,Scout,2,1,10,5,150,2,3,19|32,Spelldancer|Ballista,1|2,4|5,271770|317683,17,superCritChance_personal,25,25.0,+25%,
24,Scout,2,1,11,6,250,1,2,4,Peacekeeper,0,3,316916,13,killGold_global,250,250.0,+250%,
24,Scout,2,1,12,6,250,2,3,17|39,Elementalist|Dicemaster,1|1,3|7,274390|319449,35,expUltraAmount_global,60,60.0,+60%,
24,Scout,2,1,13,7,500,1,2,10,Champion,0,6,300301,26,goldSuperAmount_global,850,850.0,+850%,
24,Scout,2,1,14,7,500,2,3,36|25,Praetorian|Hunter,0|2,7|1,318494|294026,24,goldSuperChance_global,14,14.0,+14%,
24,Scout,2,1,15,8,1000,3,4,6|25|31,Paladin|Hunter|Rogue,0|2|2,4|1|4,283139|294026|316887,28,goldUltraChance_global,7,7.0,+7%,
24,Scout,2,1,16,8,1000,3,4,22|22|30,Templar|Templar|Sniper,1|1|2,6|6|4,304679|304679|312907,50,battlepassExp_global,1,1.0,+1%,
25,Hunter,2,1,1,1,0,1,2,24,Scout,2,1,317780,13,killGold_global,10,10.0,+10%,
25,Hunter,2,1,2,1,0,2,3,12|13,Apprentice|Druid,1|1,1|1,277314|285341,12,skillCd_personal,10,10.0,-10%,
25,Hunter,2,1,3,2,15,1,2,17,Elementalist,1,3,274390,1,damage_personal,100,100.0,+100%,
25,Hunter,2,1,4,2,15,2,3,15|23,Witch|Necromancer,1|1,2|6,318062|278537,13,killGold_global,60,60.0,+60%,
25,Hunter,2,1,5,3,50,1,2,1,Viking,0,1,305535,9,skillPower_personal,8,8.0,+8%,
25,Hunter,2,1,6,3,50,2,3,5|23,Samurai|Necromancer,0|1,3|6,280121|278537,6,critChance_personal,50,50.0,+50%,
25,Hunter,2,1,7,4,100,1,2,10,Champion,0,6,300301,0,damage_global,125,125.0,+125%,
25,Hunter,2,1,8,4,100,2,3,29|34,Arbalest|Captain,2|2,3|6,305299|313636,25,goldSuperChance_personal,15,15.0,+15%,
25,Hunter,2,1,9,5,150,1,2,20,Skymage,1,5,280408,16,superCritChance_global,8,8.0,+8%,
25,Hunter,2,1,10,5,150,2,3,3|34,Assassin|Captain,0|2,2|6,296877|313636,15,killGold_personal,450,450.0,+450%,
25,Hunter,2,1,11,6,250,1,2,33,Crusader,2,5,314873,41,skillPower_global,5,5.0,+5%,
25,Hunter,2,1,12,6,250,2,3,8|13,Berserker|Druid,0|1,5|1,289330|285341,30,goldUltraAmount_global,2250,2250.0,+2250%,
25,Hunter,2,1,13,7,500,1,2,30,Sniper,2,4,312907,41,skillPower_global,7,7.0,+7%,
25,Hunter,2,1,14,7,500,2,3,36|24,Praetorian|Scout,0|2,7|1,318494|317780,27,goldSuperAmount_personal,2000,2000.0,+2000%,
