hero_id,hero_name,hero_class,hero_rarity,synergy_01_required_heroes,synergy_01_required_hero_ids,synergy_01_tier,synergy_01_rank_required,synergy_01_upgrade,synergy_01_base_bonus,synergy_02_required_heroes,synergy_02_required_hero_ids,synergy_02_tier,synergy_02_rank_required,synergy_02_upgrade,synergy_02_base_bonus,synergy_03_required_heroes,synergy_03_required_hero_ids,synergy_03_tier,synergy_03_rank_required,synergy_03_upgrade,synergy_03_base_bonus,synergy_04_required_heroes,synergy_04_required_hero_ids,synergy_04_tier,synergy_04_rank_required,synergy_04_upgrade,synergy_04_base_bonus,synergy_05_required_heroes,synergy_05_required_hero_ids,synergy_05_tier,synergy_05_rank_required,synergy_05_upgrade,synergy_05_base_bonus,synergy_06_required_heroes,synergy_06_required_hero_ids,synergy_06_tier,synergy_06_rank_required,synergy_06_upgrade,synergy_06_base_bonus,synergy_07_required_heroes,synergy_07_required_hero_ids,synergy_07_tier,synergy_07_rank_required,synergy_07_upgrade,synergy_07_base_bonus,synergy_08_required_heroes,synergy_08_required_hero_ids,synergy_08_tier,synergy_08_rank_required,synergy_08_upgrade,synergy_08_base_bonus,synergy_09_required_heroes,synergy_09_required_hero_ids,synergy_09_tier,synergy_09_rank_required,synergy_09_upgrade,synergy_09_base_bonus,synergy_10_required_heroes,synergy_10_required_hero_ids,synergy_10_tier,synergy_10_rank_required,synergy_10_upgrade,synergy_10_base_bonus,synergy_11_required_heroes,synergy_11_required_hero_ids,synergy_11_tier,synergy_11_rank_required,synergy_11_upgrade,synergy_11_base_bonus,synergy_12_required_heroes,synergy_12_required_hero_ids,synergy_12_tier,synergy_12_rank_required,synergy_12_upgrade,synergy_12_base_bonus,synergy_13_required_heroes,synergy_13_required_hero_ids,synergy_13_tier,synergy_13_rank_required,synergy_13_upgrade,synergy_13_base_bonus,synergy_14_required_heroes,synergy_14_required_hero_ids,synergy_14_tier,synergy_14_rank_required,synergy_14_upgrade,synergy_14_base_bonus,synergy_15_required_heroes,synergy_15_required_hero_ids,synergy_15_tier,synergy_15_rank_required,synergy_15_upgrade,synergy_15_base_bonus,synergy_16_required_heroes,synergy_16_required_hero_ids,synergy_16_tier,synergy_16_rank_required,synergy_16_upgrade,synergy_16_base_bonus
25,Hunter,2,1,Scout,24,1,0,killGold_global,+10%,Apprentice|Druid,12|13,1,0,skillCd_personal,-10%,Elementalist,17,2,15,damage_personal,+100%,Witch|Necromancer,15|23,2,15,killGold_global,+60%,Viking,1,3,50,skillPower_personal,+8%,Samurai|Necromancer,5|23,3,50,critChance_personal,+50%,Champion,10,4,100,damage_global,+125%,Arbalest|Captain,29|34,4,100,goldSuperChance_personal,+15%,Skymage,20,5,150,superCritChance_global,+8%,Assassin|Captain,3|34,5,150,killGold_personal,+450%,Crusader,33,6,250,skillPower_global,+5%,Berserker|Druid,8|13,6,250,goldUltraAmount_global,+2250%,Sniper,30,7,500,skillPower_global,+7%,Praetorian|Scout,36|24,7,500,goldSuperAmount_personal,+2000%,Paladin|Scout|Rogue,6|24|31,8,1000,skillPower_personal,+30%,Sovereign|Rogue|Crusader,38|31|33,8,1000,goldUltraAmount_global,+3250%
26,Forester,2,2,Witch,15,1,0,skillCd_personal,-5%,Assassin|Archer,3|27,1,0,attSpeed_personal,+25%,Captain,34,2,15,critDmg_global,+40%,Gladiator|Ranger,7|28,2,15,skillDuration_personal,+6,Elementalist,17,3,50,killGold_personal,+200%,Peacekeeper|Berserker,4|8,3,50,expSuperAmount_global,+3%,Rogue,31,4,100,superCritDmg_global,+450%,Templar|Sovereign,22|38,4,100,skillPower_global,+2%,Paladin,6,5,150,expSuperAmount_global,+10%,Ranger|Warden,28|35,5,150,damage_personal,+450%,Warlock,21,6,250,goldUltraAmount_personal,+3750%,Battlemage|Deadeye,18|40,6,250,killGold_global,+275%,Chieftain,9,7,500,superCritDmg_global,+850%,Viking|Veteran,1|41,7,500,damage_global,+350%,Samurai|Berserker|Ranger,5|8|28,8,1000,goldUltraAmount_global,+3000%,Sorcerer|Necromancer|Deadeye,14|23|40,8,1000,ultraCritChance_global,+8%
27,Archer,2,2,Sorcerer,14,1,0,killGold_global,+10%,Assassin|Forester,3|26,1,0,killExp_global,+3%,Chieftain,9,2,15,critChance_global,+8%,Spelldancer|Warden,19|35,2,15,damage_global,+60%,Warden,35,3,50,attSpeed_global,+22%,Ninja|Rogue,2|31,3,50,critDmg_personal,+250%,Captain,34,4,100,energySuperChance_global,+1%,Gladiator|Apprentice,7|12,4,100,killGold_personal,+350%,Crusader,33,5,150,skillPower_global,+3%,Champion|Warlock,10|21,5,150,goldSuperAmount_global,+625%,Deadeye,40,6,250,damage_personal,+500%,Militia|Titan,0|37,6,250,ultraCritDmg_global,+2250%,Ranger,28,7,500,expSuperAmount_global,+20%,Titan|Warlock,37|21,7,500,expSuperChance_global,+10%,Chieftain|Druid|Warlock,9|13|21,8,1000,expUltraChance_global,+7%,Viking|Ballista|Veteran,1|32|41,8,1000,skillPower_personal,+40%
28,Ranger,2,3,Peacekeeper,4,1,0,skillPower_personal,+2%,Elementalist|Arbalest,17|29,1,0,skillDuration_personal,+3,Dicemaster,39,2,15,attSpeed_global,+10%,Gladiator|Forester,7|26,2,15,killExp_global,+10%,Assassin,3,3,50,damage_personal,+200%,Skymage|Crusader,20|33,3,50,killGold_personal,+250%,Battlemage,18,4,100,energyIncome_global,+1,Witch|Ballista,15|32,4,100,superCritChance_personal,+15%,Ninja,2,5,150,goldSuperChance_global,+8%,Forester|Warden,26|35,5,150,superCritDmg_global,+625%,Wizard,16,6,250,killGold_global,+250%,Viking|Crusader,1|33,6,250,damage_global,+275%,Archer,27,7,500,skillPower_global,+7%,Dicemaster|Ballista,39|32,7,500,expSuperChance_global,+10%,Samurai|Berserker|Forester,5|8|26,8,1000,bossGold_global,+800%,Chieftain|Druid|Elementalist,9|13|17,8,1000,attSpeed_global,+75%
29,Arbalest,2,3,Samurai,5,1,0,skillCd_global,-2%,Elementalist|Ranger,17|28,1,0,critChance_personal,+10%,Druid,13,2,15,damage_global,+40%,Viking|Assassin,1|3,2,15,energyIncome_global,+1,Templar,22,3,50,killExp_global,+20%,Chieftain|Sniper,9|30,3,50,attSpeed_personal,+100%,Berserker,8,4,100,goldSuperAmount_personal,+850%,Hunter|Captain,25|34,4,100,killGold_personal,+350%,Sovereign,38,5,150,damage_personal,+400%,Militia|Necromancer,0|23,5,150,energySuperAmount_global,+8%,Titan,37,6,250,expUltraChance_global,+2%,Captain|Veteran,34|41,6,250,skillPower_global,+6%,Ninja,2,7,500,energySuperAmount_global,+15%,Militia|Spelldancer,0|19,7,500,powerMageEnergy_global,+12%,Peacekeeper|Warlord|Apprentice,4|11|12,8,1000,energyUltraAmount_global,+65%,Militia|Ninja|Captain,0|2|34,8,1000,skillPower_personal,+40%
30,Sniper,2,4,Rogue,31,1,0,damage_personal,+25%,Paladin|Spelldancer,6|19,1,0,critDmg_global,+20%,Necromancer,23,2,15,critChance_personal,+17%,Apprentice|Elementalist,12|17,2,15,attSpeed_global,+15%,Warlord,11,3,50,skillCd_personal,-25%,Chieftain|Arbalest,9|29,3,50,killGold_global,+100%,Warden,35,4,100,killGold_global,+125%,Paladin|Chieftain,6|9,4,100,superCritDmg_personal,+950%,Spelldancer,19,5,150,damage_personal,+400%,Templar|Dicemaster,22|39,5,150,damage_global,+200%,Champion,10,6,250,ultraCritChance_global,+2%,Praetorian|Apprentice,36|12,6,250,ultraCritDmg_personal,+4250%,Hunter,25,7,500,goldSuperAmount_global,+850%,Battlemage|Crusader,18|33,7,500,ultraBossDmg_global,+1600%,Champion|Skymage|Veteran,10|20|41,8,1000,attSpeed_personal,+175%,Templar|Templar|Scout,22|22|24,8,1000,ultraCritDmg_global,+3250%
31,Rogue,2,4,Sniper,30,1,0,attSpeed_global,+3%,Gladiator|Battlemage,7|18,1,0,damage_global,+20%,Ninja,2,2,15,skillCd_personal,-15%,Champion|Praetorian,10|36,2,15,killGold_global,+60%,Captain,34,3,50,critChance_global,+16%,Ninja|Archer,2|27,3,50,killExp_global,+35%,Forester,26,4,100,skillPower_global,+1%,Druid|Dicemaster,13|39,4,100,expSuperAmount_global,+7%,Veteran,41,5,150,energySuperChance_global,+3%,Peacekeeper|Apprentice,4|12,5,150,goldSuperChance_personal,+25%,Captain,34,6,250,killGold_personal,+500%,Templar|Necromancer,22|23,6,250,damage_personal,+600%,Elementalist,17,7,500,goldSuperAmount_global,+850%,Ninja|Assassin,2|3,7,500,skillPower_personal,+20%,Paladin|Scout|Hunter,6|24|25,8,1000,bossGold_global,+800%,Sovereign|Hunter|Crusader,38|25|33,8,1000,goldUltraAmount_global,+3250%
32,Ballista,2,5,Crusader,33,1,0,killGold_personal,+25%,Berserker|Chieftain,8|9,1,0,skillCd_global,-4%,Sovereign,38,2,15,critDmg_personal,+100%,Peacekeeper|Warlord,4|11,2,15,damage_personal,+150%,Scout,24,3,50,skillPower_personal,+8%,Battlemage|Warden,18|35,3,50,attSpeed_personal,+100%,Samurai,5,4,100,expSuperChance_global,+2%,Witch|Ranger,15|28,4,100,damage_global,+150%,Champion,10,5,150,killGold_global,+175%,Spelldancer|Scout,19|24,5,150,skillPower_global,+4%,Gladiator,7,6,250,energyUltraAmount_global,+25%,Sorcerer|Skymage,14|20,6,250,goldUltraChance_global,+3%,Militia,0,7,500,expSuperChance_global,+8%,Dicemaster|Ranger,39|28,7,500,expSuperAmount_global,+25%,Viking|Wizard|Necromancer,1|16|23,8,1000,skillPower_personal,+30%,Viking|Archer|Veteran,1|27|41,8,1000,expUltraChance_global,+10%
33,Crusader,2,5,Ballista,32,1,0,skillCd_global,-2%,Skymage|Warlock,20|21,1,0,attSpeed_global,+6%,Warlord,11,2,15,killGold_global,+40%,Paladin|Sorcerer,6|14,2,15,damage_personal,+150%,Titan,37,3,50,skillDuration_personal,+8,Skymage|Ranger,20|28,3,50,critChance_personal,+50%,Sovereign,38,4,100,skillPower_personal,+12%,Militia|Champion,0|10,4,100,energySuperAmount_global,+4%,Archer,27,5,150,goldSuperAmount_personal,+1100%,Praetorian|Sorcerer,36|14,5,150,killGold_personal,+450%,Hunter,25,6,250,skillDuration_personal,+10,Viking|Ranger,1|28,6,250,skillPower_global,+6%,Wizard,16,7,500,skillPower_personal,+15%,Battlemage|Sniper,18|30,7,500,goldSuperAmount_personal,+2000%,Sovereign|Crusader|Crusader,38|33|33,8,1000,goldUltraChance_global,+7%,Sovereign|Hunter|Rogue,38|25|31,8,1000,attSpeed_personal,+200%
34,Captain,2,6,Templar,22,1,0,critDmg_global,+10%,Warlord|Necromancer,11|23,1,0,skillPower_personal,+3%,Forester,26,2,15,skillDuration_personal,+5,Chieftain|Sovereign,9|38,2,15,killGold_personal,+150%,Rogue,31,3,50,attSpeed_personal,+80%,Militia|Warlock,0|21,3,50,damage_global,+100%,Archer,27,4,100,goldSuperChance_personal,+10%,Hunter|Arbalest,25|29,4,100,killGold_global,+150%,Druid,13,5,150,expSuperAmount_global,+10%,Assassin|Hunter,3|25,5,150,superCritChance_global,+10%,Rogue,31,6,250,energyIncome_global,+5,Arbalest|Veteran,29|41,6,250,damage_personal,+600%,Peacekeeper,4,7,500,skillPower_personal,+15%,Samurai|Druid,5|13,7,500,energySuperChance_global,+6%,Militia|Gladiator|Sorcerer,0|7|14,8,1000,skillPower_personal,+30%,Militia|Ninja|Arbalest,0|2|29,8,1000,attSpeed_global,+75%
35,Warden,2,6,Necromancer,23,1,0,critChance_global,+2%,Champion|Templar,10|22,1,0,killExp_global,+3%,Titan,37,2,15,damage_global,+40%,Spelldancer|Archer,19|27,2,15,skillPower_personal,+6%,Archer,27,3,50,killGold_personal,+200%,Battlemage|Ballista,18|32,3,50,skillCd_global,-10%,Sniper,30,4,100,superCritDmg_personal,+850%,Samurai|Scout,5|24,4,100,skillPower_global,+2%,Elementalist,17,5,150,killGold_personal,+400%,Forester|Ranger,26|28,5,150,damage_personal,+450%,Militia,0,6,250,goldUltraChance_personal,+5%,Peacekeeper|Sovereign,4|38,6,250,energyUltraChance_global,+3%,Skymage,20,7,500,superCritDmg_global,+850%,Witch|Necromancer,15|23,7,500,attSpeed_personal,+150%,Ninja|Assassin|Elementalist,2|3|17,8,1000,skillPower_global,+12%,Peacekeeper|Gladiator|Berserker,4|7|8,8,1000,ultraCritDmg_global,+3250%
36,Praetorian,0,7,Sovereign,38,1,0,critChance_global,+2%,Titan|Deadeye,37|40,1,0,killGold_global,+20%,Warlock,21,2,15,damage_personal,+100%,Champion|Rogue,10|31,2,15,attSpeed_global,+15%,Dicemaster,39,3,50,skillPower_personal,+8%,Paladin|Veteran,6|41,3,50,skillCd_personal,-30%,Ninja,2,4,100,energyIncome_global,+1,Wizard|Battlemage,16|18,4,100,superCritChance_personal,+15%,Militia,0,5,150,superCritDmg_global,+550%,Sorcerer|Crusader,14|33,5,150,damage_global,+200%,Samurai,5,6,250,goldUltraAmount_global,+2000%,Apprentice|Sniper,12|30,6,250,ultraCritDmg_global,+2250%,Necromancer,23,7,500,attSpeed_personal,+125%,Scout|Hunter,24|25,7,500,skillPower_global,+8%,Titan|Dicemaster|Deadeye,37|39|40,8,1000,ultraCritDmg_global,+3000%,Assassin|Wizard|Spelldancer,3|16|19,8,1000,ultraCritChance_personal,+20%
37,Titan,0,7,Veteran,41,1,0,skillDuration_personal,+2,Praetorian|Deadeye,36|40,1,0,skillCd_global,-4%,Warden,35,2,15,attSpeed_global,+10%,Wizard|Dicemaster,16|39,2,15,killGold_personal,+150%,Crusader,33,3,50,critDmg_personal,+200%,Sovereign|Deadeye,38|40,3,50,damage_global,+100%,Apprentice,12,4,100,superCritDmg_personal,+850%,Viking|Necromancer,1|23,4,100,killGold_global,+150%,Warlord,11,5,150,skillPower_personal,+12%,Berserker|Wizard,8|16,5,150,energyIncome_global,+4,Arbalest,29,6,250,damage_personal,+500%,Militia|Archer,0|27,6,250,killGold_personal,+600%,Witch,15,7,500,damage_global,+300%,Warlock|Archer,21|27,7,500,skillPower_global,+8%,Praetorian|Dicemaster|Deadeye,36|39|40,8,1000,skillPower_personal,+30%,Warlord|Warlock|Warlock,11|21|21,8,1000,ultraCritDmg_global,+3250%
38,Sovereign,1,7,Praetorian,36,1,0,skillCd_personal,-5%,Dicemaster|Veteran,39|41,1,0,damage_global,+20%,Ballista,32,2,15,critDmg_global,+40%,Chieftain|Captain,9|34,2,15,killGold_personal,+150%,Warlock,21,3,50,skillPower_personal,+8%,Titan|Deadeye,37|40,3,50,skillPower_global,+1%,Crusader,33,4,100,killGold_global,+125%,Templar|Forester,22|26,4,100,goldSuperChance_global,+6%,Arbalest,29,5,150,superCritChance_global,+8%,Witch|Battlemage,15|18,5,150,energyIncome_global,+4,Berserker,8,6,250,expUltraAmount_global,+45%,Peacekeeper|Warden,4|35,6,250,damage_personal,+600%,Warlock,21,7,500,skillPower_global,+7%,Chieftain|Elementalist,9|17,7,500,goldSuperAmount_global,+925%,Crusader|Crusader|Crusader,33|33|33,8,1000,goldUltraAmount_global,+3000%,Hunter|Rogue|Crusader,25|31|33,8,1000,skillPower_personal,+40%
39,Dicemaster,1,7,Deadeye,40,1,0,attSpeed_personal,+10%,Sovereign|Veteran,38|41,1,0,skillCd_global,-4%,Ranger,28,2,15,skillDuration_personal,+5,Titan|Wizard,37|16,2,15,damage_personal,+150%,Praetorian,36,3,50,critChance_global,+16%,Viking|Sorcerer,1|14,3,50,killGold_global,+100%,Skymage,20,4,100,energyIncome_global,+1,Druid|Rogue,13|31,4,100,superCritDmg_global,+500%,Assassin,3,5,150,damage_global,+175%,Templar|Sniper,22|30,5,150,killGold_personal,+450%,Warlord,11,6,250,goldUltraChance_personal,+5%,Elementalist|Scout,17|24,6,250,ultraCritChance_global,+3%,Apprentice,12,7,500,damage_personal,+700%,Ranger|Ballista,28|32,7,500,expSuperAmount_global,+25%,Praetorian|Titan|Deadeye,36|37|40,8,1000,attSpeed_global,+60%,Apprentice|Witch|Skymage,12|15|20,8,1000,ultraCritDmg_personal,+6500%
40,Deadeye,2,7,Dicemaster,39,1,0,skillCd_personal,-5%,Praetorian|Titan,36|37,1,0,damage_personal,+50%,Templar,22,2,15,skillPower_personal,+5%,Warlock|Veteran,21|41,2,15,critChance_personal,+25%,Samurai,5,3,50,killGold_global,+80%,Titan|Sovereign,37|38,3,50,attSpeed_global,+30%,Wizard,16,4,100,damage_global,+125%,Elementalist|Warlock,17|21,4,100,goldSuperAmount_global,+500%,Viking,1,5,150,damage_global,+175%,Gladiator|Skymage,7|20,5,150,superCritChance_global,+10%,Archer,27,6,250,ultraCritChance_personal,+5%,Battlemage|Forester,18|26,6,250,killGold_global,+275%,Assassin,3,7,500,skillPower_personal,+15%,Champion|Apprentice,10|12,7,500,superCritDmg_personal,+2000%,Praetorian|Titan|Dicemaster,36|37|39,8,1000,ultraCritChance_global,+7%,Sorcerer|Necromancer|Forester,14|23|26,8,1000,attSpeed_personal,+200%
41,Veteran,2,7,Titan,37,1,0,skillDuration_personal,+2,Sovereign|Dicemaster,38|39,1,0,killGold_personal,+50%,Berserker,8,2,15,skillPower_personal,+5%,Warlock|Deadeye,21|40,2,15,critDmg_personal,+150%,Battlemage,18,3,50,damage_global,+80%,Paladin|Praetorian,6|36,3,50,skillCd_global,-10%,Necromancer,23,4,100,damage_personal,+300%,Warlord|Skymage,11|20,4,100,expSuperAmount_global,+7%,Rogue,31,5,150,superCritDmg_personal,+1100%,Ninja|Chieftain,2|9,5,150,expSuperChance_global,+7%,Spelldancer,19,6,250,killGold_personal,+500%,Arbalest|Captain,29|34,6,250,energyIncome_global,+6,Templar,22,7,500,bossExp_global,+20%,Viking|Forester,1|26,7,500,expSuperAmount_global,+25%,Champion|Skymage|Sniper,10|20|30,8,1000,skillPower_global,+12%,Viking|Archer|Ballista,1|27|32,8,1000,expUltraAmount_global,+125%
