hero_id,hero_name,hero_class,hero_rarity,synergy_num,tier,rank_required,required_slot,required_hero_id,required_hero_name,required_hero_class,required_hero_rarity,required_hero_path_id
12,Apprentice,1,1,15,8,1000,synergyHero15_1,4,Peacekeeper,0,3,316916
12,Apprentice,1,1,15,8,1000,synergyHero15_2,11,Warlord,0,6,301908
12,Apprentice,1,1,15,8,1000,synergyHero15_3,29,Arbalest,2,3,305299
12,Apprentice,1,1,16,8,1000,synergyHero16_1,15,Witch,1,2,318062
12,Apprentice,1,1,16,8,1000,synergyHero16_2,20,Skymage,1,5,280408
12,Apprentice,1,1,16,8,1000,synergyHero16_3,39,Dicemaster,1,7,319449
13,Druid,1,1,1,1,0,synergyHero1,1,Viking,0,1,305535
13,Druid,1,1,2,1,0,synergyHero2_1,12,Apprentice,1,1,277314
13,Druid,1,1,2,1,0,synergyHero2_2,25,Hunter,2,1,294026
13,Druid,1,1,3,2,15,synergyHero3,29,Arbalest,2,3,305299
13,Druid,1,1,4,2,15,synergyHero4_1,0,Militia,0,1,306419
13,Druid,1,1,4,2,15,synergyHero4_2,18,Battlemage,1,4,309008
13,Druid,1,1,5,3,50,synergyHero5,20,Skymage,1,5,280408
13,Druid,1,1,6,3,50,synergyHero6_1,22,Templar,1,6,304679
13,Druid,1,1,6,3,50,synergyHero6_2,24,Scout,2,1,317780
13,Druid,1,1,7,4,100,synergyHero7,9,Chieftain,0,5,314374
13,Druid,1,1,8,4,100,synergyHero8_1,39,Dicemaster,1,7,319449
13,Druid,1,1,8,4,100,synergyHero8_2,31,Rogue,2,4,316887
13,Druid,1,1,9,5,150,synergyHero9,34,Captain,2,6,313636
13,Druid,1,1,10,5,150,synergyHero10_1,6,Paladin,0,4,283139
13,Druid,1,1,10,5,150,synergyHero10_2,11,Warlord,0,6,301908
13,Druid,1,1,11,6,250,synergyHero11,15,Witch,1,2,318062
13,Druid,1,1,12,6,250,synergyHero12_1,8,Berserker,0,5,289330
13,Druid,1,1,12,6,250,synergyHero12_2,25,Hunter,2,1,294026
13,Druid,1,1,13,7,500,synergyHero13,19,Spelldancer,1,4,271770
13,Druid,1,1,14,7,500,synergyHero14_1,5,Samurai,0,3,280121
13,Druid,1,1,14,7,500,synergyHero14_2,34,Captain,2,6,313636
13,Druid,1,1,15,8,1000,synergyHero15_1,9,Chieftain,0,5,314374
13,Druid,1,1,15,8,1000,synergyHero15_2,21,Warlock,1,5,287059
13,Druid,1,1,15,8,1000,synergyHero15_3,27,Archer,2,2,284600
13,Druid,1,1,16,8,1000,synergyHero16_1,9,Chieftain,0,5,314374
13,Druid,1,1,16,8,1000,synergyHero16_2,17,Elementalist,1,3,274390
13,Druid,1,1,16,8,1000,synergyHero16_3,28,Ranger,2,3,304705
14,Sorcerer,1,2,1,1,0,synergyHero1,27,Archer,2,2,284600
14,Sorcerer,1,2,2,1,0,synergyHero2_1,2,Ninja,0,2,312627
14,Sorcerer,1,2,2,1,0,synergyHero2_2,15,Witch,1,2,318062
14,Sorcerer,1,2,3,2,15,synergyHero3,10,Champion,0,6,300301
14,Sorcerer,1,2,4,2,15,synergyHero4_1,6,Paladin,0,4,283139
14,Sorcerer,1,2,4,2,15,synergyHero4_2,33,Crusader,2,5,314873
14,Sorcerer,1,2,5,3,50,synergyHero5,23,Necromancer,1,6,278537
14,Sorcerer,1,2,6,3,50,synergyHero6_1,1,Viking,0,1,305535
14,Sorcerer,1,2,6,3,50,synergyHero6_2,39,Dicemaster,1,7,319449
14,Sorcerer,1,2,7,4,100,synergyHero7,17,Elementalist,1,3,274390
14,Sorcerer,1,2,8,4,100,synergyHero8_1,3,Assassin,0,2,296877
14,Sorcerer,1,2,8,4,100,synergyHero8_2,8,Berserker,0,5,289330
14,Sorcerer,1,2,9,5,150,synergyHero9,24,Scout,2,1,317780
14,Sorcerer,1,2,10,5,150,synergyHero10_1,36,Praetorian,0,7,318494
14,Sorcerer,1,2,10,5,150,synergyHero10_2,33,Crusader,2,5,314873
14,Sorcerer,1,2,11,6,250,synergyHero11,22,Templar,1,6,304679
14,Sorcerer,1,2,12,6,250,synergyHero12_1,20,Skymage,1,5,280408
14,Sorcerer,1,2,12,6,250,synergyHero12_2,32,Ballista,2,5,317683
14,Sorcerer,1,2,13,7,500,synergyHero13,6,Paladin,0,4,283139
14,Sorcerer,1,2,14,7,500,synergyHero14_1,16,Wizard,1,3,300064
14,Sorcerer,1,2,14,7,500,synergyHero14_2,20,Skymage,1,5,280408
14,Sorcerer,1,2,15,8,1000,synergyHero15_1,0,Militia,0,1,306419
14,Sorcerer,1,2,15,8,1000,synergyHero15_2,7,Gladiator,0,4,295526
14,Sorcerer,1,2,15,8,1000,synergyHero15_3,34,Captain,2,6,313636
14,Sorcerer,1,2,16,8,1000,synergyHero16_1,23,Necromancer,1,6,278537
14,Sorcerer,1,2,16,8,1000,synergyHero16_2,26,Forester,2,2,314946
14,Sorcerer,1,2,16,8,1000,synergyHero16_3,40,Deadeye,2,7,310314
15,Witch,1,2,1,1,0,synergyHero1,26,Forester,2,2,314946
15,Witch,1,2,2,1,0,synergyHero2_1,2,Ninja,0,2,312627
15,Witch,1,2,2,1,0,synergyHero2_2,14,Sorcerer,1,2,311478
15,Witch,1,2,3,2,15,synergyHero3,5,Samurai,0,3,280121
15,Witch,1,2,4,2,15,synergyHero4_1,23,Necromancer,1,6,278537
15,Witch,1,2,4,2,15,synergyHero4_2,25,Hunter,2,1,294026
15,Witch,1,2,5,3,50,synergyHero5,6,Paladin,0,4,283139
15,Witch,1,2,6,3,50,synergyHero6_1,11,Warlord,0,6,301908
15,Witch,1,2,6,3,50,synergyHero6_2,16,Wizard,1,3,300064
15,Witch,1,2,7,4,100,synergyHero7,0,Militia,0,1,306419
15,Witch,1,2,8,4,100,synergyHero8_1,28,Ranger,2,3,304705
15,Witch,1,2,8,4,100,synergyHero8_2,32,Ballista,2,5,317683
15,Witch,1,2,9,5,150,synergyHero9,4,Peacekeeper,0,3,316916
15,Witch,1,2,10,5,150,synergyHero10_1,18,Battlemage,1,4,309008
15,Witch,1,2,10,5,150,synergyHero10_2,38,Sovereign,1,7,309440
15,Witch,1,2,11,6,250,synergyHero11,13,Druid,1,1,285341
15,Witch,1,2,12,6,250,synergyHero12_1,9,Chieftain,0,5,314374
15,Witch,1,2,12,6,250,synergyHero12_2,19,Spelldancer,1,4,271770
15,Witch,1,2,13,7,500,synergyHero13,37,Titan,0,7,299058
15,Witch,1,2,14,7,500,synergyHero14_1,23,Necromancer,1,6,278537
15,Witch,1,2,14,7,500,synergyHero14_2,35,Warden,2,6,302043
15,Witch,1,2,15,8,1000,synergyHero15_1,18,Battlemage,1,4,309008
15,Witch,1,2,15,8,1000,synergyHero15_2,19,Spelldancer,1,4,271770
15,Witch,1,2,15,8,1000,synergyHero15_3,22,Templar,1,6,304679
15,Witch,1,2,16,8,1000,synergyHero16_1,12,Apprentice,1,1,277314
15,Witch,1,2,16,8,1000,synergyHero16_2,20,Skymage,1,5,280408
15,Witch,1,2,16,8,1000,synergyHero16_3,39,Dicemaster,1,7,319449
16,Wizard,1,3,1,1,0,synergyHero1,17,Elementalist,1,3,274390
16,Wizard,1,3,2,1,0,synergyHero2_1,4,Peacekeeper,0,3,316916
16,Wizard,1,3,2,1,0,synergyHero2_2,5,Samurai,0,3,280121
16,Wizard,1,3,3,2,15,synergyHero3,18,Battlemage,1,4,309008
16,Wizard,1,3,4,2,15,synergyHero4_1,37,Titan,0,7,299058
16,Wizard,1,3,4,2,15,synergyHero4_2,39,Dicemaster,1,7,319449
16,Wizard,1,3,5,3,50,synergyHero5,2,Ninja,0,2,312627
16,Wizard,1,3,6,3,50,synergyHero6_1,11,Warlord,0,6,301908
16,Wizard,1,3,6,3,50,synergyHero6_2,15,Witch,1,2,318062
16,Wizard,1,3,7,4,100,synergyHero7,40,Deadeye,2,7,310314
16,Wizard,1,3,8,4,100,synergyHero8_1,36,Praetorian,0,7,318494
16,Wizard,1,3,8,4,100,synergyHero8_2,18,Battlemage,1,4,309008
16,Wizard,1,3,9,5,150,synergyHero9,21,Warlock,1,5,287059
16,Wizard,1,3,10,5,150,synergyHero10_1,8,Berserker,0,5,289330
16,Wizard,1,3,10,5,150,synergyHero10_2,37,Titan,0,7,299058
16,Wizard,1,3,11,6,250,synergyHero11,28,Ranger,2,3,304705
16,Wizard,1,3,12,6,250,synergyHero12_1,3,Assassin,0,2,296877
16,Wizard,1,3,12,6,250,synergyHero12_2,11,Warlord,0,6,301908
16,Wizard,1,3,13,7,500,synergyHero13,33,Crusader,2,5,314873
16,Wizard,1,3,14,7,500,synergyHero14_1,14,Sorcerer,1,2,311478
16,Wizard,1,3,14,7,500,synergyHero14_2,20,Skymage,1,5,280408
16,Wizard,1,3,15,8,1000,synergyHero15_1,1,Viking,0,1,305535
16,Wizard,1,3,15,8,1000,synergyHero15_2,23,Necromancer,1,6,278537
16,Wizard,1,3,15,8,1000,synergyHero15_3,32,Ballista,2,5,317683
16,Wizard,1,3,16,8,1000,synergyHero16_1,3,Assassin,0,2,296877
16,Wizard,1,3,16,8,1000,synergyHero16_2,36,Praetorian,0,7,318494
16,Wizard,1,3,16,8,1000,synergyHero16_3,19,Spelldancer,1,4,271770
17,Elementalist,1,3,1,1,0,synergyHero1,16,Wizard,1,3,300064
17,Elementalist,1,3,2,1,0,synergyHero2_1,28,Ranger,2,3,304705
17,Elementalist,1,3,2,1,0,synergyHero2_2,29,Arbalest,2,3,305299
17,Elementalist,1,3,3,2,15,synergyHero3,25,Hunter,2,1,294026
17,Elementalist,1,3,4,2,15,synergyHero4_1,12,Apprentice,1,1,277314
17,Elementalist,1,3,4,2,15,synergyHero4_2,30,Sniper,2,4,312907
17,Elementalist,1,3,5,3,50,synergyHero5,26,Forester,2,2,314946
17,Elementalist,1,3,6,3,50,synergyHero6_1,7,Gladiator,0,4,295526
17,Elementalist,1,3,6,3,50,synergyHero6_2,10,Champion,0,6,300301
17,Elementalist,1,3,7,4,100,synergyHero7,14,Sorcerer,1,2,311478
17,Elementalist,1,3,8,4,100,synergyHero8_1,21,Warlock,1,5,287059
17,Elementalist,1,3,8,4,100,synergyHero8_2,40,Deadeye,2,7,310314
17,Elementalist,1,3,9,5,150,synergyHero9,35,Warden,2,6,302043
17,Elementalist,1,3,10,5,150,synergyHero10_1,1,Viking,0,1,305535
17,Elementalist,1,3,10,5,150,synergyHero10_2,5,Samurai,0,3,280121
17,Elementalist,1,3,11,6,250,synergyHero11,23,Necromancer,1,6,278537
17,Elementalist,1,3,12,6,250,synergyHero12_1,39,Dicemaster,1,7,319449
17,Elementalist,1,3,12,6,250,synergyHero12_2,24,Scout,2,1,317780
17,Elementalist,1,3,13,7,500,synergyHero13,31,Rogue,2,4,316887
17,Elementalist,1,3,14,7,500,synergyHero14_1,9,Chieftain,0,5,314374
17,Elementalist,1,3,14,7,500,synergyHero14_2,38,Sovereign,1,7,309440
17,Elementalist,1,3,15,8,1000,synergyHero15_1,2,Ninja,0,2,312627
17,Elementalist,1,3,15,8,1000,synergyHero15_2,3,Assassin,0,2,296877
17,Elementalist,1,3,15,8,1000,synergyHero15_3,35,Warden,2,6,302043
17,Elementalist,1,3,16,8,1000,synergyHero16_1,9,Chieftain,0,5,314374
17,Elementalist,1,3,16,8,1000,synergyHero16_2,13,Druid,1,1,285341
17,Elementalist,1,3,16,8,1000,synergyHero16_3,28,Ranger,2,3,304705
18,Battlemage,1,4,1,1,0,synergyHero1,19,Spelldancer,1,4,271770
18,Battlemage,1,4,2,1,0,synergyHero2_1,7,Gladiator,0,4,295526
18,Battlemage,1,4,2,1,0,synergyHero2_2,31,Rogue,2,4,316887
18,Battlemage,1,4,3,2,15,synergyHero3,16,Wizard,1,3,300064
18,Battlemage,1,4,4,2,15,synergyHero4_1,0,Militia,0,1,306419
18,Battlemage,1,4,4,2,15,synergyHero4_2,13,Druid,1,1,285341
18,Battlemage,1,4,5,3,50,synergyHero5,41,Veteran,2,7,280126
18,Battlemage,1,4,6,3,50,synergyHero6_1,32,Ballista,2,5,317683
18,Battlemage,1,4,6,3,50,synergyHero6_2,35,Warden,2,6,302043
18,Battlemage,1,4,7,4,100,synergyHero7,28,Ranger,2,3,304705
18,Battlemage,1,4,8,4,100,synergyHero8_1,36,Praetorian,0,7,318494
18,Battlemage,1,4,8,4,100,synergyHero8_2,16,Wizard,1,3,300064
18,Battlemage,1,4,9,5,150,synergyHero9,9,Chieftain,0,5,314374
18,Battlemage,1,4,10,5,150,synergyHero10_1,15,Witch,1,2,318062
18,Battlemage,1,4,10,5,150,synergyHero10_2,38,Sovereign,1,7,309440
18,Battlemage,1,4,11,6,250,synergyHero11,6,Paladin,0,4,283139
18,Battlemage,1,4,12,6,250,synergyHero12_1,26,Forester,2,2,314946
18,Battlemage,1,4,12,6,250,synergyHero12_2,40,Deadeye,2,7,310314
18,Battlemage,1,4,13,7,500,synergyHero13,8,Berserker,0,5,289330
18,Battlemage,1,4,14,7,500,synergyHero14_1,30,Sniper,2,4,312907
18,Battlemage,1,4,14,7,500,synergyHero14_2,33,Crusader,2,5,314873
18,Battlemage,1,4,15,8,1000,synergyHero15_1,15,Witch,1,2,318062
18,Battlemage,1,4,15,8,1000,synergyHero15_2,19,Spelldancer,1,4,271770
18,Battlemage,1,4,15,8,1000,synergyHero15_3,22,Templar,1,6,304679
18,Battlemage,1,4,16,8,1000,synergyHero16_1,5,Samurai,0,3,280121
18,Battlemage,1,4,16,8,1000,synergyHero16_2,6,Paladin,0,4,283139
18,Battlemage,1,4,16,8,1000,synergyHero16_3,10,Champion,0,6,300301
19,Spelldancer,1,4,1,1,0,synergyHero1,18,Battlemage,1,4,309008
19,Spelldancer,1,4,2,1,0,synergyHero2_1,6,Paladin,0,4,283139
19,Spelldancer,1,4,2,1,0,synergyHero2_2,30,Sniper,2,4,312907
19,Spelldancer,1,4,3,2,15,synergyHero3,1,Viking,0,1,305535
19,Spelldancer,1,4,4,2,15,synergyHero4_1,27,Archer,2,2,284600
19,Spelldancer,1,4,4,2,15,synergyHero4_2,35,Warden,2,6,302043
19,Spelldancer,1,4,5,3,50,synergyHero5,10,Champion,0,6,300301
19,Spelldancer,1,4,6,3,50,synergyHero6_1,3,Assassin,0,2,296877
19,Spelldancer,1,4,6,3,50,synergyHero6_2,12,Apprentice,1,1,277314
19,Spelldancer,1,4,7,4,100,synergyHero7,21,Warlock,1,5,287059
19,Spelldancer,1,4,8,4,100,synergyHero8_1,2,Ninja,0,2,312627
19,Spelldancer,1,4,8,4,100,synergyHero8_2,4,Peacekeeper,0,3,316916
19,Spelldancer,1,4,9,5,150,synergyHero9,30,Sniper,2,4,312907
19,Spelldancer,1,4,10,5,150,synergyHero10_1,24,Scout,2,1,317780
19,Spelldancer,1,4,10,5,150,synergyHero10_2,32,Ballista,2,5,317683
19,Spelldancer,1,4,11,6,250,synergyHero11,41,Veteran,2,7,280126
19,Spelldancer,1,4,12,6,250,synergyHero12_1,9,Chieftain,0,5,314374
19,Spelldancer,1,4,12,6,250,synergyHero12_2,15,Witch,1,2,318062
19,Spelldancer,1,4,13,7,500,synergyHero13,13,Druid,1,1,285341
19,Spelldancer,1,4,14,7,500,synergyHero14_1,0,Militia,0,1,306419
19,Spelldancer,1,4,14,7,500,synergyHero14_2,29,Arbalest,2,3,305299
19,Spelldancer,1,4,15,8,1000,synergyHero15_1,15,Witch,1,2,318062
19,Spelldancer,1,4,15,8,1000,synergyHero15_2,18,Battlemage,1,4,309008
19,Spelldancer,1,4,15,8,1000,synergyHero15_3,22,Templar,1,6,304679
19,Spelldancer,1,4,16,8,1000,synergyHero16_1,3,Assassin,0,2,296877
19,Spelldancer,1,4,16,8,1000,synergyHero16_2,36,Praetorian,0,7,318494
19,Spelldancer,1,4,16,8,1000,synergyHero16_3,16,Wizard,1,3,300064
20,Skymage,1,5,1,1,0,synergyHero1,8,Berserker,0,5,289330
20,Skymage,1,5,2,1,0,synergyHero2_1,21,Warlock,1,5,287059
20,Skymage,1,5,2,1,0,synergyHero2_2,33,Crusader,2,5,314873
20,Skymage,1,5,3,2,15,synergyHero3,12,Apprentice,1,1,277314
20,Skymage,1,5,4,2,15,synergyHero4_1,5,Samurai,0,3,280121
20,Skymage,1,5,4,2,15,synergyHero4_2,22,Templar,1,6,304679
20,Skymage,1,5,5,3,50,synergyHero5,13,Druid,1,1,285341
20,Skymage,1,5,6,3,50,synergyHero6_1,28,Ranger,2,3,304705
20,Skymage,1,5,6,3,50,synergyHero6_2,33,Crusader,2,5,314873
20,Skymage,1,5,7,4,100,synergyHero7,39,Dicemaster,1,7,319449
20,Skymage,1,5,8,4,100,synergyHero8_1,11,Warlord,0,6,301908
20,Skymage,1,5,8,4,100,synergyHero8_2,41,Veteran,2,7,280126
20,Skymage,1,5,9,5,150,synergyHero9,25,Hunter,2,1,294026
20,Skymage,1,5,10,5,150,synergyHero10_1,7,Gladiator,0,4,295526
20,Skymage,1,5,10,5,150,synergyHero10_2,40,Deadeye,2,7,310314
20,Skymage,1,5,11,6,250,synergyHero11,3,Assassin,0,2,296877
20,Skymage,1,5,12,6,250,synergyHero12_1,14,Sorcerer,1,2,311478
20,Skymage,1,5,12,6,250,synergyHero12_2,32,Ballista,2,5,317683
20,Skymage,1,5,13,7,500,synergyHero13,35,Warden,2,6,302043
20,Skymage,1,5,14,7,500,synergyHero14_1,14,Sorcerer,1,2,311478
20,Skymage,1,5,14,7,500,synergyHero14_2,16,Wizard,1,3,300064
20,Skymage,1,5,15,8,1000,synergyHero15_1,10,Champion,0,6,300301
20,Skymage,1,5,15,8,1000,synergyHero15_2,30,Sniper,2,4,312907
20,Skymage,1,5,15,8,1000,synergyHero15_3,41,Veteran,2,7,280126
20,Skymage,1,5,16,8,1000,synergyHero16_1,12,Apprentice,1,1,277314
20,Skymage,1,5,16,8,1000,synergyHero16_2,15,Witch,1,2,318062
20,Skymage,1,5,16,8,1000,synergyHero16_3,39,Dicemaster,1,7,319449
21,Warlock,1,5,1,1,0,synergyHero1,9,Chieftain,0,5,314374
21,Warlock,1,5,2,1,0,synergyHero2_1,33,Crusader,2,5,314873
21,Warlock,1,5,2,1,0,synergyHero2_2,20,Skymage,1,5,280408
21,Warlock,1,5,3,2,15,synergyHero3,36,Praetorian,0,7,318494
21,Warlock,1,5,4,2,15,synergyHero4_1,40,Deadeye,2,7,310314
21,Warlock,1,5,4,2,15,synergyHero4_2,41,Veteran,2,7,280126
21,Warlock,1,5,5,3,50,synergyHero5,38,Sovereign,1,7,309440
21,Warlock,1,5,6,3,50,synergyHero6_1,0,Militia,0,1,306419
21,Warlock,1,5,6,3,50,synergyHero6_2,34,Captain,2,6,313636
21,Warlock,1,5,7,4,100,synergyHero7,19,Spelldancer,1,4,271770
21,Warlock,1,5,8,4,100,synergyHero8_1,17,Elementalist,1,3,274390
21,Warlock,1,5,8,4,100,synergyHero8_2,40,Deadeye,2,7,310314
21,Warlock,1,5,9,5,150,synergyHero9,16,Wizard,1,3,300064
21,Warlock,1,5,10,5,150,synergyHero10_1,10,Champion,0,6,300301
21,Warlock,1,5,10,5,150,synergyHero10_2,27,Archer,2,2,284600
21,Warlock,1,5,11,6,250,synergyHero11,26,Forester,2,2,314946
21,Warlock,1,5,12,6,250,synergyHero12_1,2,Ninja,0,2,312627
21,Warlock,1,5,12,6,250,synergyHero12_2,7,Gladiator,0,4,295526
21,Warlock,1,5,13,7,500,synergyHero13,38,Sovereign,1,7,309440
21,Warlock,1,5,14,7,500,synergyHero14_1,37,Titan,0,7,299058
21,Warlock,1,5,14,7,500,synergyHero14_2,27,Archer,2,2,284600
21,Warlock,1,5,15,8,1000,synergyHero15_1,9,Chieftain,0,5,314374
21,Warlock,1,5,15,8,1000,synergyHero15_2,13,Druid,1,1,285341
21,Warlock,1,5,15,8,1000,synergyHero15_3,27,Archer,2,2,284600
21,Warlock,1,5,16,8,1000,synergyHero16_1,11,Warlord,0,6,301908
21,Warlock,1,5,16,8,1000,synergyHero16_2,37,Titan,0,7,299058
21,Warlock,1,5,16,8,1000,synergyHero16_3,21,Warlock,1,5,287059
22,Templar,1,6,1,1,0,synergyHero1,34,Captain,2,6,313636
22,Templar,1,6,2,1,0,synergyHero2_1,10,Champion,0,6,300301
22,Templar,1,6,2,1,0,synergyHero2_2,35,Warden,2,6,302043
22,Templar,1,6,3,2,15,synergyHero3,40,Deadeye,2,7,310314
22,Templar,1,6,4,2,15,synergyHero4_1,5,Samurai,0,3,280121
22,Templar,1,6,4,2,15,synergyHero4_2,20,Skymage,1,5,280408
22,Templar,1,6,5,3,50,synergyHero5,29,Arbalest,2,3,305299
22,Templar,1,6,6,3,50,synergyHero6_1,13,Druid,1,1,285341
22,Templar,1,6,6,3,50,synergyHero6_2,24,Scout,2,1,317780
22,Templar,1,6,7,4,100,synergyHero7,6,Paladin,0,4,283139
22,Templar,1,6,8,4,100,synergyHero8_1,38,Sovereign,1,7,309440
22,Templar,1,6,8,4,100,synergyHero8_2,26,Forester,2,2,314946
22,Templar,1,6,9,5,150,synergyHero9,7,Gladiator,0,4,295526
22,Templar,1,6,10,5,150,synergyHero10_1,39,Dicemaster,1,7,319449
22,Templar,1,6,10,5,150,synergyHero10_2,30,Sniper,2,4,312907
22,Templar,1,6,11,6,250,synergyHero11,14,Sorcerer,1,2,311478
22,Templar,1,6,12,6,250,synergyHero12_1,23,Necromancer,1,6,278537
22,Templar,1,6,12,6,250,synergyHero12_2,31,Rogue,2,4,316887
22,Templar,1,6,13,7,500,synergyHero13,41,Veteran,2,7,280126
22,Templar,1,6,14,7,500,synergyHero14_1,6,Paladin,0,4,283139
22,Templar,1,6,14,7,500,synergyHero14_2,8,Berserker,0,5,289330
22,Templar,1,6,15,8,1000,synergyHero15_1,15,Witch,1,2,318062
22,Templar,1,6,15,8,1000,synergyHero15_2,18,Battlemage,1,4,309008
22,Templar,1,6,15,8,1000,synergyHero15_3,19,Spelldancer,1,4,271770
22,Templar,1,6,16,8,1000,synergyHero16_1,22,Templar,1,6,304679
22,Templar,1,6,16,8,1000,synergyHero16_2,24,Scout,2,1,317780
22,Templar,1,6,16,8,1000,synergyHero16_3,30,Sniper,2,4,312907
23,Necromancer,1,6,1,1,0,synergyHero1,35,Warden,2,6,302043
23,Necromancer,1,6,2,1,0,synergyHero2_1,11,Warlord,0,6,301908
23,Necromancer,1,6,2,1,0,synergyHero2_2,34,Captain,2,6,313636
23,Necromancer,1,6,3,2,15,synergyHero3,30,Sniper,2,4,312907
23,Necromancer,1,6,4,2,15,synergyHero4_1,15,Witch,1,2,318062
23,Necromancer,1,6,4,2,15,synergyHero4_2,25,Hunter,2,1,294026
23,Necromancer,1,6,5,3,50,synergyHero5,14,Sorcerer,1,2,311478
23,Necromancer,1,6,6,3,50,synergyHero6_1,5,Samurai,0,3,280121
23,Necromancer,1,6,6,3,50,synergyHero6_2,25,Hunter,2,1,294026
23,Necromancer,1,6,7,4,100,synergyHero7,41,Veteran,2,7,280126
23,Necromancer,1,6,8,4,100,synergyHero8_1,1,Viking,0,1,305535
23,Necromancer,1,6,8,4,100,synergyHero8_2,37,Titan,0,7,299058
23,Necromancer,1,6,9,5,150,synergyHero9,12,Apprentice,1,1,277314
23,Necromancer,1,6,10,5,150,synergyHero10_1,0,Militia,0,1,306419
23,Necromancer,1,6,10,5,150,synergyHero10_2,29,Arbalest,2,3,305299
23,Necromancer,1,6,11,6,250,synergyHero11,17,Elementalist,1,3,274390
23,Necromancer,1,6,12,6,250,synergyHero12_1,22,Templar,1,6,304679
23,Necromancer,1,6,12,6,250,synergyHero12_2,31,Rogue,2,4,316887
23,Necromancer,1,6,13,7,500,synergyHero13,36,Praetorian,0,7,318494
23,Necromancer,1,6,14,7,500,synergyHero14_1,15,Witch,1,2,318062
23,Necromancer,1,6,14,7,500,synergyHero14_2,35,Warden,2,6,302043
23,Necromancer,1,6,15,8,1000,synergyHero15_1,1,Viking,0,1,305535
23,Necromancer,1,6,15,8,1000,synergyHero15_2,16,Wizard,1,3,300064
23,Necromancer,1,6,15,8,1000,synergyHero15_3,32,Ballista,2,5,317683
23,Necromancer,1,6,16,8,1000,synergyHero16_1,14,Sorcerer,1,2,311478
23,Necromancer,1,6,16,8,1000,synergyHero16_2,26,Forester,2,2,314946
23,Necromancer,1,6,16,8,1000,synergyHero16_3,40,Deadeye,2,7,310314
24,Scout,2,1,1,1,0,synergyHero1,25,Hunter,2,1,294026
24,Scout,2,1,2,1,0,synergyHero2_1,0,Militia,0,1,306419
24,Scout,2,1,2,1,0,synergyHero2_2,1,Viking,0,1,305535
24,Scout,2,1,3,2,15,synergyHero3,6,Paladin,0,4,283139
24,Scout,2,1,4,2,15,synergyHero4_1,2,Ninja,0,2,312627
24,Scout,2,1,4,2,15,synergyHero4_2,8,Berserker,0,5,289330
24,Scout,2,1,5,3,50,synergyHero5,32,Ballista,2,5,317683
24,Scout,2,1,6,3,50,synergyHero6_1,13,Druid,1,1,285341
24,Scout,2,1,6,3,50,synergyHero6_2,22,Templar,1,6,304679
24,Scout,2,1,7,4,100,synergyHero7,11,Warlord,0,6,301908
24,Scout,2,1,8,4,100,synergyHero8_1,5,Samurai,0,3,280121
24,Scout,2,1,8,4,100,synergyHero8_2,35,Warden,2,6,302043
24,Scout,2,1,9,5,150,synergyHero9,14,Sorcerer,1,2,311478
24,Scout,2,1,10,5,150,synergyHero10_1,19,Spelldancer,1,4,271770
24,Scout,2,1,10,5,150,synergyHero10_2,32,Ballista,2,5,317683
24,Scout,2,1,11,6,250,synergyHero11,4,Peacekeeper,0,3,316916
24,Scout,2,1,12,6,250,synergyHero12_1,17,Elementalist,1,3,274390
24,Scout,2,1,12,6,250,synergyHero12_2,39,Dicemaster,1,7,319449
24,Scout,2,1,13,7,500,synergyHero13,10,Champion,0,6,300301
24,Scout,2,1,14,7,500,synergyHero14_1,36,Praetorian,0,7,318494
24,Scout,2,1,14,7,500,synergyHero14_2,25,Hunter,2,1,294026
24,Scout,2,1,15,8,1000,synergyHero15_1,6,Paladin,0,4,283139
24,Scout,2,1,15,8,1000,synergyHero15_2,25,Hunter,2,1,294026
24,Scout,2,1,15,8,1000,synergyHero15_3,31,Rogue,2,4,316887
24,Scout,2,1,16,8,1000,synergyHero16_1,22,Templar,1,6,304679
24,Scout,2,1,16,8,1000,synergyHero16_2,22,Templar,1,6,304679
24,Scout,2,1,16,8,1000,synergyHero16_3,30,Sniper,2,4,312907
25,Hunter,2,1,1,1,0,synergyHero1,24,Scout,2,1,317780
25,Hunter,2,1,2,1,0,synergyHero2_1,12,Apprentice,1,1,277314
25,Hunter,2,1,2,1,0,synergyHero2_2,13,Druid,1,1,285341
25,Hunter,2,1,3,2,15,synergyHero3,17,Elementalist,1,3,274390
25,Hunter,2,1,4,2,15,synergyHero4_1,15,Witch,1,2,318062
25,Hunter,2,1,4,2,15,synergyHero4_2,23,Necromancer,1,6,278537
25,Hunter,2,1,5,3,50,synergyHero5,1,Viking,0,1,305535
25,Hunter,2,1,6,3,50,synergyHero6_1,5,Samurai,0,3,280121
25,Hunter,2,1,6,3,50,synergyHero6_2,23,Necromancer,1,6,278537
25,Hunter,2,1,7,4,100,synergyHero7,10,Champion,0,6,300301
25,Hunter,2,1,8,4,100,synergyHero8_1,29,Arbalest,2,3,305299
25,Hunter,2,1,8,4,100,synergyHero8_2,34,Captain,2,6,313636
25,Hunter,2,1,9,5,150,synergyHero9,20,Skymage,1,5,280408
25,Hunter,2,1,10,5,150,synergyHero10_1,3,Assassin,0,2,296877
25,Hunter,2,1,10,5,150,synergyHero10_2,34,Captain,2,6,313636
25,Hunter,2,1,11,6,250,synergyHero11,33,Crusader,2,5,314873
25,Hunter,2,1,12,6,250,synergyHero12_1,8,Berserker,0,5,289330
