gameobject_path_id,gameobject_name,behaviour_path_id
60739,Snake Naga (8),319110
60738,Snake Naga (9),319109
72297,Snakelet,319199
25016,Snakelet (1),272001
25008,Snakelet (10),272011
25018,Snakelet (11),272000
25002,Snakelet (12),272004
25000,Snakelet (13),272006
25013,Snakelet (14),271998
25006,Snakelet (15),272015
25005,Snakelet (16),272013
25014,Snakelet (17),271996
25010,Snakelet (18),272009
25007,Snakelet (19),272012
25001,Snakelet (2),272005
25012,Snakelet (20),271999
25017,Snakelet (3),272002
25015,Snakelet (4),271997
25003,Snakelet (5),272003
24999,Snakelet (6),272007
25004,Snakelet (7),272014
25009,Snakelet (8),272008
25011,Snakelet (9),272010
72939,Soul,314829
54197,Soul (1),299364
54201,Soul (10),299360
54192,Soul (11),299370
54200,Soul (12),299361
54195,Soul (13),299367
54190,Soul (14),299371
54186,Soul (15),299375
54191,Soul (16),299369
54183,Soul (17),299378
54188,Soul (18),299373
54185,Soul (19),299374
54182,Soul (2),299379
54198,Soul (20),299363
54189,Soul (3),299372
54187,Soul (4),299376
54194,Soul (5),299366
54184,Soul (6),299377
54196,Soul (7),299365
54199,Soul (8),299362
54193,Soul (9),299368
59602,Soul Mage,309640
15494,Soul Mage (1),285611
15497,Soul Mage (10),285605
15493,Soul Mage (2),285609
15495,Soul Mage (3),285610
15496,Soul Mage (4),285604
15500,Soul Mage (5),285606
15502,Soul Mage (6),285608
15501,Soul Mage (7),285607
15499,Soul Mage (8),285603
15498,Soul Mage (9),285602
25885,Spider,280128
41525,Spider (1),289858
41521,Spider (10),289861
41517,Spider (11),289865
41530,Spider (12),289852
41524,Spider (13),289857
41526,Spider (14),289855
41519,Spider (15),289863
41531,Spider (16),289851
41522,Spider (17),289860
41518,Spider (18),289864
41534,Spider (19),289847
41532,Spider (2),289849
41529,Spider (20),289854
41523,Spider (3),289859
41535,Spider (4),289850
41516,Spider (5),289866
41533,Spider (6),289848
41520,Spider (7),289862
41527,Spider (8),289856
41528,Spider (9),289853
15223,Spider King,319742
31460,Spider King (1),302850
31464,Spider King (10),302846
31461,Spider King (2),302852
31468,Spider King (3),302847
31465,Spider King (4),302844
31462,Spider King (5),302853
31469,Spider King (6),302848
31463,Spider King (7),302851
31467,Spider King (8),302849
31466,Spider King (9),302845
92263,Spider Toxin,297103
78886,Spider Toxin (1),305466
78879,Spider Toxin (10),305474
78883,Spider Toxin (2),305469
78884,Spider Toxin (3),305465
78881,Spider Toxin (4),305468
78878,Spider Toxin (5),305473
78877,Spider Toxin (6),305472
78882,Spider Toxin (7),305470
78885,Spider Toxin (8),305467
78880,Spider Toxin (9),305471
62595,Spike,289232
17636,Spike (1),311142
17638,Spike (10),311143
17631,Spike (2),311148
17639,Spike (3),311144
17633,Spike (4),311146
17630,Spike (5),311145
17634,Spike (6),311140
17635,Spike (7),311139
17632,Spike (8),311147
17637,Spike (9),311141
56032,Spook,303858
68306,Spook (1),295535
68307,Spook (10),295536
68309,Spook (2),295533
68308,Spook (3),295534
68313,Spook (4),295529
68311,Spook (5),295531
68314,Spook (6),295528
68312,Spook (7),295530
68305,Spook (8),295537
68310,Spook (9),295532
15018,Sting,292192
10955,Sting (1),291657
10958,Sting (10),291663
10962,Sting (2),291666
10957,Sting (3),291660
10963,Sting (4),291665
10960,Sting (5),291661
10954,Sting (6),291658
10956,Sting (7),291659
10959,Sting (8),291662
10961,Sting (9),291664
78201,Supreme Alien (supreme tech),306996
43307,Supreme Alien (supreme tech) (1),291589
43308,Supreme Alien (supreme tech) (2),291590
43306,Supreme Alien (supreme tech) (3),291588
43305,Supreme Alien (supreme tech) (4),291587
92247,Supreme Shadow (supreme runes),309385
77673,Supreme Shadow (supreme runes) (1),319259
77671,Supreme Shadow (supreme runes) (2),319261
77675,Supreme Shadow (supreme runes) (3),319264
77674,Supreme Shadow (supreme runes) (4),319263
77672,Supreme Shadow (supreme runes) (5),319260
77676,Supreme Shadow (supreme runes) (6),319258
77670,Supreme Shadow (supreme runes) (7),319262
74192,Training Dummy (exp boss),283308
21601,Training Dummy (exp boss) (1),301282
21603,Training Dummy (exp boss) (2),301279
21605,Training Dummy (exp boss) (3),301276
21604,Training Dummy (exp boss) (4),301278
21602,Training Dummy (exp boss) (5),301281
21600,Training Dummy (exp boss) (6),301280
21606,Training Dummy (exp boss) (7),301277
13825,Training Dummy golden variant,270956
67709,Training Dummy golden variant (1),303641
67708,Training Dummy golden variant (2),303640
84973,Treant Forest Evergreen,285197
37688,Treant Forest Evergreen (1),315695
37691,Treant Forest Evergreen (10),315698
37687,Treant Forest Evergreen (2),315694
37694,Treant Forest Evergreen (3),315690
37690,Treant Forest Evergreen (4),315697
37695,Treant Forest Evergreen (5),315692
37693,Treant Forest Evergreen (6),315691
37686,Treant Forest Evergreen (7),315693
37689,Treant Forest Evergreen (8),315696
37692,Treant Forest Evergreen (9),315689
6024,Treant Minion Evergreen,10816
33686,Treant Minion Evergreen,279469
85513,Treant Minion Evergreen (1),297815
85517,Treant Minion Evergreen (10),297811
85509,Treant Minion Evergreen (11),297819
85515,Treant Minion Evergreen (12),297813
85512,Treant Minion Evergreen (13),297816
85526,Treant Minion Evergreen (14),297822
85524,Treant Minion Evergreen (15),297824
85510,Treant Minion Evergreen (16),297818
85519,Treant Minion Evergreen (17),297809
85514,Treant Minion Evergreen (18),297814
85511,Treant Minion Evergreen (19),297817
85523,Treant Minion Evergreen (2),297825
85528,Treant Minion Evergreen (20),297820
85521,Treant Minion Evergreen (3),297827
85525,Treant Minion Evergreen (4),297823
85522,Treant Minion Evergreen (5),297826
85520,Treant Minion Evergreen (6),297828
85518,Treant Minion Evergreen (7),297810
85516,Treant Minion Evergreen (8),297812
85527,Treant Minion Evergreen (9),297821
4084,Treant Tree Evergreen,10778
88967,Treant Tree Evergreen,276738
37587,Treant Tree Evergreen (1),294853
37586,Treant Tree Evergreen (10),294855
37580,Treant Tree Evergreen (2),294851
37582,Treant Tree Evergreen (3),294859
37588,Treant Tree Evergreen (4),294854
37579,Treant Tree Evergreen (5),294852
37581,Treant Tree Evergreen (6),294850
37585,Treant Tree Evergreen (7),294858
37584,Treant Tree Evergreen (8),294856
37583,Treant Tree Evergreen (9),294857
19171,Vampire Bat,283096
83340,Vampire Bat (1),303764
83344,Vampire Bat (10),303759
83339,Vampire Bat (2),303763
83337,Vampire Bat (3),303762
83336,Vampire Bat (4),303760
83343,Vampire Bat (5),303757
83341,Vampire Bat (6),303765
83345,Vampire Bat (7),303758
83338,Vampire Bat (8),303761
83342,Vampire Bat (9),303756
3171,Viewport,10989
3823,Viewport,10861
4073,Viewport,11024
29999,Werewolf,272779
56715,Werewolf (1),304922
56712,Werewolf (10),304921
56713,Werewolf (2),304920
56714,Werewolf (3),304923
56711,Werewolf (4),304927
56709,Werewolf (5),304928
56710,Werewolf (6),304926
56707,Werewolf (7),304929
56706,Werewolf (8),304924
56708,Werewolf (9),304925
18696,Wolf,302097
32168,Wolf (1),317933
32171,Wolf (10),317929
32169,Wolf (2),317931
32172,Wolf (3),317938
32170,Wolf (4),317930
32173,Wolf (5),317936
32167,Wolf (6),317932
32175,Wolf (7),317934
32176,Wolf (8),317935
32174,Wolf (9),317937
3263,Wolf Pup,10827
17947,Wolf Pup,298760
17806,Wolf Pup (1),298877
17801,Wolf Pup (10),298872
17797,Wolf Pup (11),298888
17808,Wolf Pup (12),298875
17798,Wolf Pup (13),298887
17796,Wolf Pup (14),298889
17791,Wolf Pup (15),298884
17809,Wolf Pup (16),298874
17805,Wolf Pup (17),298878
17794,Wolf Pup (18),298881
17793,Wolf Pup (19),298882
17807,Wolf Pup (2),298876
17795,Wolf Pup (20),298880
17802,Wolf Pup (3),298871
17803,Wolf Pup (4),298870
17790,Wolf Pup (5),298885
17800,Wolf Pup (6),298873
17792,Wolf Pup (7),298883
17799,Wolf Pup (8),298886
17804,Wolf Pup (9),298879
87475,Wraith,318059
10761,Wraith (1),269864
10757,Wraith (10),269870
10764,Wraith (2),269861
10758,Wraith (3),269863
10762,Wraith (4),269865
10760,Wraith (5),269868
10756,Wraith (6),269869
10759,Wraith (7),269867
10763,Wraith (8),269866
10765,Wraith (9),269862
3424,battery,10852
4274,border,10845
4768,border,10559
4258,buff (1),10914
3028,button text,10982
5103,button text,10725
5123,check icon,10630
5038,chest icon (reward to claim),11038
5735,claim button,11039
5197,claimed cover,10710
3254,cost text,10879
4298,cost text,10741
3170,divider,10658
3941,divider,10858
5183,divider,10803
5336,divider (1),10791
3250,fonts button,10960
3413,gem sale,10895
4239,glow icon bg,10723
4090,header,11001
3364,header text,10589
3118,hero frame (2),10707
3708,highest wave text,10695
4859,hoarder gold,10883
3365,hotkey,10644
3571,hotkey,10606
5787,hotkey text,10890
3384,hp desc,10530
4368,icon,10919
4437,icon,10686
5195,icon,10601
5960,icon (4),10847
4760,info icon,10833
5811,info text (4),10547
6297,line 2 icon,11005
4242,main panel,10836
5793,main panel,10965
4671,max cover,10631
4514,min icon,10766
5312,na cover,10871
5659,name bg,10552
3974,name text,10981
5303,name text,10555
3041,place (9),10608
46850,power mage golden variant,273296
73077,power mage golden variant (1),299358
73075,power mage golden variant (2),299357
73076,power mage golden variant (3),299359
3848,promo hero (6),11022
4141,purchase button ($),10665
3991,reward text (1),10504
3499,rewards header,10581
5034,rewards header,10942
3152,shadow,10691
3750,shadow,10837
4952,shadow alien hp reduction,10531
5045,supreme ultimus,10584
27462,supreme ultimus,293525
60981,supreme ultimus (1),276737
3145,text,10755
3560,text,10527
3783,text,10521
5023,text,10663
5536,text,10832
5746,text,11013
4172,text (1),10688
4216,token icon,10545
4021,tos button,10639
6270,trophies (3),10543
3797,upgrade (2),10918
6218,vert line (31),10764
3020,weekly tickets,10652
3065,you icon (1),10923
