upgrade_object_path_id,byte_size,gameobject_path_id,gameobject_name,title,blank_desc,short_desc,long_desc,icon_file_id,icon_path_id,color_r,color_g,color_b,color_a
268763,336,9965,sup tech gold1 bonus,Kill Gold I Bonus,+<value>%,<color=yellow>+<value>%</color> Bonus,"Increases the bonus gold given from the Kill Gold I upgrade in the original Tech Tree. For example, at level 1 (+10%), this will change the Kill Gold I upgrade from +10% to +11% per level.",2,2422,1.0,1.0,0.0,1.0
263449,340,5830,sup tech gold2 bonus,Kill Gold II Bonus,+<value>%,<color=yellow>+<value>%</color> Bonus,"Increases the bonus gold given from the Kill Gold II upgrade in the original Tech Tree. For example, at level 1 (+10%), this will change the Kill Gold II upgrade from +50% to +55% per level.",2,2422,1.0,1.0,0.0,1.0
257131,356,798,sup tech prestige1 bonus,Prestige I Bonus,+<value>%,<color=yellow>+<value>%</color> Bonus,"Increases the bonus Prestige Power given from the Prestige Power I upgrade in the original Tech Tree. For example, at level 1 (+10%), this will change the Prestige Power I upgrade from +15% to +16.5% per level.",2,2928,0.686274528503418,0.0,1.0,1.0
265167,252,7158,super crit chance,Super Crit Chance,+<value>%,<color=yellow>+<value>%</color> Super Crit Chance,Increases the chance that a hero's attack deals super critical damage (base 3x crit damage).,2,2412,0.8823529481887817,0.3921568691730499,0.0,1.0
268219,260,9576,super crit dmg,Super Crit Damage,+<value>%,<color=yellow>+<value>%</color> Super Crit Damage,Increases the damage dealt when a hero's super critical chance is triggered (base 3x crit damage).,2,2866,0.8823529481887817,0.3921568691730499,0.0,1.0
259601,276,2782,super energy amount,Super Energy Amount,+<value>%,<color=yellow>+<value>%</color> Super Energy Amount,Increases the amount of energy income earned when super income chance is triggered (base 3x normal energy income).,2,2361,0.04699181765317917,0.9056603908538818,0.04699181765317917,1.0
264602,264,6700,super energy chance,Super Energy Chance,+<value>%,<color=yellow>+<value>%</color> Super Energy Chance,Increases the chance to earn super energy income from completing waves (base 3x normal energy income).,2,2361,0.04699181765317917,0.9056603908538818,0.04699181765317917,1.0
259602,244,2786,super exp amount,Super Exp Amount,+<value>%,<color=yellow>+<value>%</color> Super Exp Amount,Increases the hero rank exp earned when super exp chance is triggered (base 3x normal exp).,2,2528,0.09825562685728073,0.624824047088623,0.9056603908538818,1.0
261037,244,3950,super exp chance,Super Exp Chance,+<value>%,<color=yellow>+<value>%</color> Super Exp Chance,Increases the chance that a hero earns super exp from killing an enemy (base 3x normal exp).,2,2528,0.09825562685728073,0.624824047088623,0.9056603908538818,1.0
259075,256,2361,super gold amount,Super Gold Amount,+<value>%,<color=yellow>+<value>%</color> Super Gold Amount,Increases the amount of gold earned when super gold chance is triggered (base 3x normal gold).,2,2892,0.9150943160057068,0.9150943160057068,0.04748131334781647,1.0
260085,244,3199,super gold chance,Super Gold Chance,+<value>%,<color=yellow>+<value>%</color> Super Gold Chance,Increases the chance to earn super gold from killing an enemy (base 3x normal gold).,2,2892,0.9150943160057068,0.9150943160057068,0.04748131334781647,1.0
264788,216,6841,supreme alien spawn chance,Supreme Alien Chance,+<value>%,<color=yellow>+<value>%</color> Supreme Alien Chance,Increases the spawn chance of the Supreme Alien boss.,2,2356,1.0,0.19607843458652496,0.19607843458652496,1.0
258297,216,1697,supreme alien tech drop,Supreme Tech,+<value>,<color=yellow>+<value></color> Supreme Tech,Increases the number of Supreme Tech rewarded from the Supreme Alien boss.,2,2872,1.0,0.19607843458652496,0.19607843458652496,1.0
265145,220,7136,supreme shadow runes,Supreme Runes,+<value>,<color=yellow>+<value></color> Supreme Runes,Increases the number of Supreme Runes rewarded from the Supreme Shadow boss.,2,2439,0.7843137383460999,0.0,0.0,1.0
263177,224,5636,supreme shadow spawn chance,Supreme Shadow Chance,+<value>%,<color=yellow>+<value>%</color> Supreme Shadow Chance,Increases the spawn chance of the Supreme Shadow boss.,2,2356,0.7843137383460999,0.0,0.0,1.0
268995,212,10147,synergy effect,Synergy Bonus,+<value>%,<color=yellow>+<value>%</color> Synergy Bonus,Increases the bonus stats earned from active hero synergies.,2,2910,0.0,1.0,0.0,1.0
261971,228,4683,synergy effect (tier 1-2),Tier 1+2 Synergy,+<value>%,<color=yellow>+<value>%</color> Tier 1+2 Synergy,Increases the bonus stats earned specifically from Tier 1 and 2 synergies.,2,2910,0.0,1.0,0.0,1.0
262612,228,5175,synergy effect (tier 3-4),Tier 3+4 Synergy,+<value>%,<color=yellow>+<value>%</color> Tier 3+4 Synergy,Increases the bonus stats earned specifically from Tier 3 and 4 synergies.,2,2910,0.0,1.0,0.0,1.0
258592,228,1963,synergy effect (tier 5-6),Tier 5+6 Synergy,+<value>%,<color=yellow>+<value>%</color> Tier 5+6 Synergy,Increases the bonus stats earned specifically from Tier 5 and 6 synergies.,2,2910,0.0,1.0,0.0,1.0
263755,220,6059,synergy effect (tier 7),Tier 7 Synergy,+<value>%,<color=yellow>+<value>%</color> Tier 7 Synergy,Increases the bonus stats earned specifically from Tier 7 synergies.,2,2910,0.0,1.0,0.0,1.0
263084,236,5566,tech reward,Exotic Alien Tech,+<value>,<color=yellow>+<value></color> Alien Tech,Increases the number of tech scrolls earned from killing the Exotic Alien ultra boss.,2,2872,0.4901960790157318,0.3921568691730499,0.7843137383460999,1.0
265713,220,7583,tournament trophies,Tournament Trophies,+<value>%,<color=yellow>+<value>%</color> Tourney Trophies,Increases the trophy rewards from completing PvP Tournaments.,2,2417,0.9921568632125854,0.7411764860153198,0.15294118225574493,1.0
259709,240,2886,tower lives,Tower Lives,+<value>,<color=yellow>+<value></color> Tower Lives,Increases the number of enemies that can leak into the tower before you are defeated (default is 1).,2,2414,1.0,0.501960813999176,0.501960813999176,1.0
266638,252,8326,trainer cooldown,Training Dummy Cooldown,-<value>%,<color=yellow>-<value>%</color> Training Dummy Cooldown,Reduces the time you must wait before spawning the Training Dummy ultra boss again.,2,2911,0.7843137383460999,0.7843137383460999,0.7843137383460999,1.0
266476,244,8191,trainer exp,Training Dummy Exp,+<value>%,<color=yellow>+<value>%</color> Training Dummy Exp,Increases the amount of rank exp earned from killing the Training Dummy ultra boss.,2,2497,0.0,0.5882353186607361,0.8823529481887817,1.0
268568,324,9829,trainer golden chance,Golden Trainer Chance,+<value>%,<color=yellow>+<value>%</color> Golden Training Dummy Chance,"Increases the chance that a Training Dummy spawns as the Golden variant, which rewards 5x more exp. The spawn chance is halved from Automation spawns.",2,2356,0.7843137383460999,0.0,0.0,1.0
263439,240,5820,trainer num spawns,Training Dummy Spawns,+<value>,<color=yellow>+<value></color> Training Dummy Spawns,Increases the number of Training Dummies spawned when summoning this ultra boss.,2,2356,0.686274528503418,0.19607843458652496,0.19607843458652496,1.0
257272,232,904,ultimus cooldown,Ultimus Cooldown,-<value>%,<color=yellow>-<value>%</color> Ultimus Cooldown,Reduces the time you must wait before earning an additional Ultimus boss spawn.,2,2911,0.7843137383460999,0.7843137383460999,0.7843137383460999,1.0
266349,236,8089,ultimus max spawns,Ultimus Max Spawns,+<value>,<color=yellow>+<value></color> Ultimus Max Spawns,Increases the maximum number of Ultimus spawns that you can stockpile at once.,2,2356,0.686274528503418,0.19607843458652496,0.19607843458652496,1.0
266677,228,8360,ultimus reward,Ultimus Tokens,+<value>%,<color=yellow>+<value>%</color> Ultimus Tokens,Increases the amount of tokens earned from killing the Ultimus ultra boss.,2,2376,0.19607843458652496,0.19607843458652496,1.0,1.0
262908,260,5426,ultra crit chance,Ultra Crit Chance,+<value>%,<color=yellow>+<value>%</color> Ultra Crit Chance,Increases the chance that a hero's attack deals ultra critical damage (base 3x super crit damage).,2,2427,0.7843137383460999,0.0,0.0,1.0
262119,264,4796,ultra crit dmg,Ultra Crit Damage,+<value>%,<color=yellow>+<value>%</color> Ultra Crit Damage,Increases the damage dealt when a hero's ultra critical chance is triggered (base 3x super crit damage).,2,2383,0.7843137383460999,0.0,0.0,1.0
258763,276,2102,ultra energy amount,Ultra Energy Amount,+<value>%,<color=yellow>+<value>%</color> Ultra Energy Amount,Increases the amount of energy income earned when ultra income chance is triggered (base 3x super energy income).,2,2896,0.03484334424138069,0.8207547068595886,0.03484334424138069,1.0
268115,264,9494,ultra energy chance,Ultra Energy Chance,+<value>%,<color=yellow>+<value>%</color> Ultra Energy Chance,Increases the chance to earn ultra energy income from completing waves (base 3x super energy income).,2,2896,0.03484334424138069,0.8207547068595886,0.03484334424138069,1.0
264678,244,6763,ultra exp amount,Ultra Exp Amount,+<value>%,<color=yellow>+<value>%</color> Ultra Exp Amount,Increases the hero rank exp earned when ultra exp chance is triggered (base 3x super exp).,2,2888,0.0,0.5522990226745605,0.849056601524353,1.0
264966,244,6988,ultra exp chance,Ultra Exp Chance,+<value>%,<color=yellow>+<value>%</color> Ultra Exp Chance,Increases the chance that a hero earns ultra exp from killing an enemy (base 3x super exp).,2,2888,0.0,0.5522990226745605,0.849056601524353,1.0
258397,256,1783,ultra gold amount,Ultra Gold Amount,+<value>%,<color=yellow>+<value>%</color> Ultra Gold Amount,Increases the amount of gold earned when ultra gold chance is triggered (base 3x super gold).,2,2369,0.8679245114326477,0.8679245114326477,0.06140974536538124,1.0
258350,244,1740,ultra gold chance,Ultra Gold Chance,+<value>%,<color=yellow>+<value>%</color> Ultra Gold Chance,Increases the chance to earn ultra gold from killing an enemy (base 3x super gold).,2,2369,0.8679245114326477,0.8679245114326477,0.06140974536538124,1.0
265242,196,7224,wave perk effect,Wave Perk Effect,+<value>%,<color=yellow>+<value>%</color> Wave Perk Effects,Increases the effect of all Wave Perks.,2,2430,0.0,0.250980406999588,0.501960813999176,1.0
262393,224,4996,wave perk rerolls,Wave Perk Rerolls,+<value>,<color=yellow>+<value></color> Free Rerolls,Increases the number of times you can reroll Wave Perks without paying gems.,2,2940,0.0,0.250980406999588,0.501960813999176,1.0
258908,208,2220,wave perk unlock,Unlock Wave Perks,+<value>,Unlock Wave Perks,"Unlocks the ""Wave Perks"" mechanic, which grant temporary boosts to your current run.",2,2926,0.0,0.250980406999588,0.501960813999176,1.0
257081,220,767,wave perk waves,Wave Perk Waves,-<value>%,<color=yellow>-<value>%</color> Wave Perk Waves,Reduces the number of waves required to unlock your next Wave Perk.,2,2606,0.0,0.250980406999588,0.501960813999176,1.0
265433,220,7384,weekly tickets,Weekly Tickets,+<value>%,<color=yellow>+<value>%</color> Weekly Tickets,Increases the Weekly Ticket rewards from completing Weekly Tasks.,2,2887,0.9921568632125854,0.7411764860153198,0.15294118225574493,1.0
