gameobject_path_id,name,component_path_ids,mono_script_names,mono_behaviour_path_ids
34766,Golem Earth (16),125265|148519|313695|148964|278048,Outlinable|Enemy,278048|313695
34765,Golem Earth (17),125266|148520|313694|148965|278049,Outlinable|Enemy,278049|313694
34767,Golem Earth (18),125264|148518|313696|148963|278047,Outlinable|Enemy,278047|313696
34752,Golem Earth (19),125260|148512|313687|148968|278040,Outlinable|Enemy,278040|313687
34769,Golem Earth (2),125267|148521|313691|148966|278044,Outlinable|Enemy,278044|313691
34757,Golem Earth (20),125255|148504|313680|148970|278033,Outlinable|Enemy,278033|313680
34762,Golem Earth (3),125271|148523|313697|148958|278050,Outlinable|Enemy,278050|313697
34763,Golem Earth (4),125263|148517|313692|148962|278046,Outlinable|Enemy,278046|313692
34771,Golem Earth (5),125269|148514|313689|148959|278042,Outlinable|Enemy,278042|313689
34760,Golem Earth (6),125258|148507|313678|148973|278031,Outlinable|Enemy,278031|313678
34761,Golem Earth (7),125259|148508|313679|148974|278032,Outlinable|Enemy,278032|313679
34770,Golem Earth (8),125270|148515|313688|148960|278041,Outlinable|Enemy,278041|313688
34764,Golem Earth (9),125262|148516|313693|148961|278045,Outlinable|Enemy,278045|313693
3015,Golem Fire,6798|9660|10694|9673|10878,Enemy|Outlinable|Outline|Image,10694|10878|259867|259868
3548,Golem Fire,8279|9766|10502,TargetStateListener|Outline|Image,10502|260535|260536
24574,Golem Fire,123969|150457|269634,TargetStateListener,269634
24575,Golem Fire,123968|150456|269633,TargetStateListener,269633
24576,Golem Fire,123972|150455|269630,TargetStateListener,269630
24577,Golem Fire,123971|150454|269632,TargetStateListener,269632
24578,Golem Fire,123970|150453|269631,TargetStateListener,269631
24579,Golem Fire,123976|150452|269627,TargetStateListener,269627
24580,Golem Fire,123975|150451|269626,TargetStateListener,269626
24581,Golem Fire,123974|150450|269629,TargetStateListener,269629
24582,Golem Fire,123973|150449|269628,TargetStateListener,269628
24583,Golem Fire,123977|150448|269625,TargetStateListener,269625
60795,Golem Fire,102832|150793|302961,TargetStateListener,302961
68661,Golem Fire,122029|147928|315211|149717|269873,Outlinable|Enemy,269873|315211
11672,Golem Fire (1),101286|148849|286194|149079|304474,Enemy|Outlinable,286194|304474
11676,Golem Fire (10),101292|148851|286188|149071|304482,Enemy|Outlinable,286188|304482
11673,Golem Fire (2),101285|148848|286193|149078|304475,Enemy|Outlinable,286193|304475
11675,Golem Fire (3),101293|148852|286189|149072|304481,Enemy|Outlinable,286189|304481
11671,Golem Fire (4),101287|148846|286196|149076|304476,Enemy|Outlinable,286196|304476
11674,Golem Fire (5),101294|148850|286192|149070|304483,Enemy|Outlinable,286192|304483
11677,Golem Fire (6),101291|148854|286191|149074|304479,Enemy|Outlinable,286191|304479
11669,Golem Fire (7),101289|148845|286195|149075|304478,Enemy|Outlinable,286195|304478
11678,Golem Fire (8),101290|148853|286190|149073|304480,Enemy|Outlinable,286190|304480
11670,Golem Fire (9),101288|148847|286197|149077|304477,Enemy|Outlinable,286197|304477
3041,Golem Ice,7427|9609|10608|9683|10572,Outlinable|Enemy|TextMeshProUGUI,10572|10608|242721
3475,Golem Ice,9382|9769|10768,TargetStateListener|Outline|Image,10768|260444|260445
22744,Golem Ice,140211|150478|293149,TargetStateListener,293149
22745,Golem Ice,140212|150477|293147,TargetStateListener,293147
22746,Golem Ice,140213|150476|293148,TargetStateListener,293148
22747,Golem Ice,140214|150481|293146,TargetStateListener,293146
22748,Golem Ice,140215|150480|293144,TargetStateListener,293144
22749,Golem Ice,140216|150479|293145,TargetStateListener,293145
22750,Golem Ice,140207|150484|293152,TargetStateListener,293152
22751,Golem Ice,140208|150483|293153,TargetStateListener,293153
22752,Golem Ice,140209|150482|293151,TargetStateListener,293151
22753,Golem Ice,140210|150485|293150,TargetStateListener,293150
57680,Golem Ice,106413|150802|278422,TargetStateListener,278422
69941,Golem Ice,138730|148768|293319|149506|295883,Enemy|Outlinable,293319|295883
12466,Golem Ice (1),110931|148001|278337|149212|275650,Outlinable|Enemy,275650|278337
12467,Golem Ice (10),110929|147999|278336|149211|275649,Outlinable|Enemy,275649|278336
12465,Golem Ice (2),110930|148000|278338|149213|275651,Outlinable|Enemy,275651|278338
12459,Golem Ice (3),110925|148005|278342|149219|275645,Outlinable|Enemy,275645|278342
12464,Golem Ice (4),110926|147996|278333|149214|275646,Outlinable|Enemy,275646|278333
12458,Golem Ice (5),110922|148002|278339|149220|275642,Outlinable|Enemy,275642|278339
12461,Golem Ice (6),110924|148004|278340|149217|275643,Outlinable|Enemy,275643|278340
12463,Golem Ice (7),110928|147998|278334|149215|275647,Outlinable|Enemy,275647|278334
12462,Golem Ice (8),110927|147997|278335|149216|275648,Outlinable|Enemy,275648|278335
12460,Golem Ice (9),110923|148003|278341|149218|275644,Outlinable|Enemy,275644|278341
12649,Grass 01,99845|146176|143195,,
14778,Grass 01,98652|146228|143151,,
54048,Grass 01,124049|147427|144425,,
67401,Grass 01,125087|147152|143792,,
21796,Grass 01 (1),104048|146058|142775,,
54047,Grass 01 (1),124050|147428|144426,,
58693,Grass 01 (1),120721|147286|144101,,
60664,Grass 01 (1),119461|147325|144047,,
54045,Grass 01 (10),124045|147424|144427,,
54051,Grass 01 (11),124051|147418|144431,,
21800,Grass 01 (2),104051|146056|142777,,
54050,Grass 01 (2),124055|147422|144435,,
58692,Grass 01 (2),120719|147289|144098,,
60660,Grass 01 (2),119458|147327|144045,,
21798,Grass 01 (3),104049|146059|142774,,
54046,Grass 01 (3),124046|147425|144428,,
58695,Grass 01 (3),120722|147287|144100,,
60662,Grass 01 (3),119460|147324|144048,,
21797,Grass 01 (4),104047|146057|142776,,
54054,Grass 01 (4),124054|147421|144434,,
58694,Grass 01 (4),120720|147285|144102,,
60663,Grass 01 (4),119462|147326|144046,,
21799,Grass 01 (5),104050|146055|142778,,
54044,Grass 01 (5),124047|147426|144429,,
58691,Grass 01 (5),120718|147288|144099,,
60661,Grass 01 (5),119459|147328|144044,,
54053,Grass 01 (6),124053|147420|144433,,
54055,Grass 01 (7),124056|147423|144430,,
54049,Grass 01 (8),124048|147429|144424,,
54052,Grass 01 (9),124052|147419|144432,,
36318,Grass 01A Two Sided,109483|145989|143287,,
70649,Grass 01A Two Sided,129748|146991|144415,,
70651,Grass 01A Two Sided,129750|146993|144417,,
70654,Grass 01A Two Sided,129753|146996|144420,,
77031,Grass 01A Two Sided,133766|147183|144664,,
36319,Grass 01A Two Sided (1),109484|145990|143288,,
70650,Grass 01A Two Sided (1),129749|146992|144416,,
70652,Grass 01A Two Sided (1),129751|146994|144418,,
70653,Grass 01A Two Sided (1),129752|146995|144419,,
77037,Grass 01A Two Sided (1),133772|147189|144670,,
77038,Grass 01A Two Sided (10),133773|147190|144671,,
77032,Grass 01A Two Sided (11),133767|147184|144665,,
77028,Grass 01A Two Sided (12),133763|147180|144661,,
77027,Grass 01A Two Sided (2),133762|147179|144660,,
77033,Grass 01A Two Sided (3),133768|147185|144666,,
77030,Grass 01A Two Sided (4),133765|147182|144663,,
77029,Grass 01A Two Sided (5),133764|147181|144662,,
77036,Grass 01A Two Sided (6),133771|147188|144669,,
77035,Grass 01A Two Sided (7),133770|147187|144668,,
77026,Grass 01A Two Sided (8),133761|147178|144659,,
77034,Grass 01A Two Sided (9),133769|147186|144667,,
37392,Grass 01B Two Sided,109967|146001|143301,,
39846,Grass 01B Two Sided,111661|146076|143359,,
48832,Grass 01B Two Sided,116570|146235|143593,,
81120,Grass 01B Two Sided,136090|147259|144750,,
39848,Grass 01B Two Sided (1),111663|146078|143361,,
48831,Grass 01B Two Sided (1),116569|146234|143592,,
81119,Grass 01B Two Sided (1),136089|147258|144749,,
39847,Grass 01B Two Sided (2),111662|146077|143360,,
81118,Grass 01B Two Sided (2),136088|147257|144748,,
15378,Grass Cluster 01,96980,,
17411,Grass Cluster 01,98101,,
64954,Grass Cluster 01,126519,,
44793,Grass Cluster 02,114541,,
44795,Grass Cluster 02 (1),114543,,
44794,Grass Cluster 02 (2),114542,,
4583,Grim Reaper,7738|9613|11044|9671|10760,Outlinable|Enemy|ParticlesPlayThenHide,10760|11044|278087
6106,Grim Reaper,6737|9776|10525,TargetStateListener|Image,10525|263816
33171,Grim Reaper,119363|151337|300486,TargetStateListener,300486
77439,Grim Reaper,135149|148503|285210|149786|310833,Enemy|Outlinable,285210|310833
87140,Grim Reaper,100200|150607|271758,TargetStateListener,271758
87141,Grim Reaper,100199|150605|271760,TargetStateListener,271760
87142,Grim Reaper,100198|150606|271759,TargetStateListener,271759
87143,Grim Reaper,100205|150611|271764,TargetStateListener,271764
87144,Grim Reaper,100204|150612|271763,TargetStateListener,271763
87145,Grim Reaper,100207|150614|271762,TargetStateListener,271762
87146,Grim Reaper,100206|150613|271761,TargetStateListener,271761
87147,Grim Reaper,100202|150609|271766,TargetStateListener,271766
87148,Grim Reaper,100201|150610|271765,TargetStateListener,271765
87149,Grim Reaper,100203|150608|271767,TargetStateListener,271767
49995,Grim Reaper (1),115518|148044|319734|149060|292835,Outlinable|Enemy,292835|319734
49999,Grim Reaper (10),115515|148050|319737|149061|292838,Outlinable|Enemy,292838|319737
50002,Grim Reaper (2),115521|148053|319741|149065|292832,Outlinable|Enemy,292832|319741
49998,Grim Reaper (3),115514|148049|319736|149062|292839,Outlinable|Enemy,292839|319736
49994,Grim Reaper (4),115516|148046|319732|149058|292836,Outlinable|Enemy,292836|319732
49997,Grim Reaper (5),115513|148048|319738|149063|292840,Outlinable|Enemy,292840|319738
49993,Grim Reaper (6),115517|148047|319733|149057|292837,Outlinable|Enemy,292837|319733
50001,Grim Reaper (7),115520|148052|319740|149066|292833,Outlinable|Enemy,292833|319740
49996,Grim Reaper (8),115519|148045|319735|149059|292834,Outlinable|Enemy,292834|319735
50000,Grim Reaper (9),115522|148051|319739|149064|292831,Outlinable|Enemy,292831|319739
78369,Ground 01 Soft Edge,130989|146776|144801,,
22385,Ground Stone 01,103838|146079|142749,,
28359,Ground Stone 02,102834|145733|142718,,
49806,Ground Stone 03,114573|145134|143254,,
10282,Ground Tiles 01,93587|145113|142620,,
8338,HERO PREFABS,93395,,
78459,Hair 02 Black,134716|147229|144696|267006,TargetStateListener,267006
38811,Hair 03 Brown,111074|146044|143329|263779,TargetStateListener,263779
64966,Hair 03 Grey,126523|146774|144056|267599,TargetStateListener,267599
76587,Hair 03 Grey,133503|147173|144650|267284,TargetStateListener,267284
55392,Hair For Hat Black,110179|145590|143392|267969,TargetStateListener,267969
55393,Hair For Hat Black,110180|145591|143391|266853,TargetStateListener,266853
24120,Hair For Hat Brown,103311|145132|144312|262932,TargetStateListener,262932
48827,Hammer 05 Blue,112572|145233|143208|262745,TargetStateListener,262745
1099,Handle Slide Area,200273,,
3198,Handle Slide Area,202139,,
3602,Handle Slide Area,202518,,
4487,Handle Slide Area,203292,,
6835,Handle Slide Area,205401,,
7361,Handle Slide Area,205867,,
8525,Handle Slide Area,206909,,
8758,Handle Slide Area,207125,,
9074,Handle Slide Area,207423,,
9392,Handle Slide Area,207708,,
13933,Hat Cursed Blue,96177|145229|142716|265946,TargetStateListener,265946
15367,Hat Eagle Nature,96977|145246|142733|258922,TargetStateListener,258922
17693,Hat Eagle Nature,98300|145290|142787|258141,TargetStateListener,258141
17694,Hat Eagle Nature,98301|145291|142788|258745,TargetStateListener,258745
56124,Hat Judgment Fire,120677|146489|143845|266241,TargetStateListener,266241
3138,Haunt,7236|9805|10930,TargetStateListener|TextMeshProUGUI|ContentSizeFitter,10930|242753|260009
5811,Haunt,7936|9628|10547|9688|10563,Enemy|Outlinable|TextMeshProUGUI|ContentSizeFitter,10547|10563|243504|263425
15245,Haunt,107940|151045|308935,TargetStateListener,308935
15246,Haunt,107938|151043|308938,TargetStateListener,308938
15247,Haunt,107939|151042|308937,TargetStateListener,308937
15248,Haunt,107937|151044|308936,TargetStateListener,308936
15249,Haunt,107946|151049|308931,TargetStateListener,308931
15250,Haunt,107945|151048|308932,TargetStateListener,308932
15251,Haunt,107943|151051|308929,TargetStateListener,308929
15252,Haunt,107944|151050|308930,TargetStateListener,308930
15253,Haunt,107941|151047|308934,TargetStateListener,308934
15254,Haunt,107942|151046|308933,TargetStateListener,308933
34526,Haunt,97449|151291|297226,TargetStateListener,297226
52280,Haunt,135073|148778|281297|149046|281784,Enemy|Outlinable,281297|281784
79329,Haunt (1),118571|148304|273598|149272|274989,Enemy|Outlinable,273598|274989
79323,Haunt (10),118567|148301|273602|149279|274984,Enemy|Outlinable,273602|274984
79322,Haunt (2),118568|148300|273601|149278|274985,Enemy|Outlinable,273601|274985
79325,Haunt (3),118566|148298|273604|149277|274982,Enemy|Outlinable,273604|274982
79327,Haunt (4),118574|148307|273596|149274|274988,Enemy|Outlinable,273596|274988
79326,Haunt (5),118573|148306|273595|149275|274987,Enemy|Outlinable,273595|274987
79320,Haunt (6),118569|148302|273599|149281|274980,Enemy|Outlinable,273599|274980
79324,Haunt (7),118565|148299|273603|149276|274983,Enemy|Outlinable,273603|274983
79321,Haunt (8),118570|148303|273600|149280|274981,Enemy|Outlinable,273600|274981
79328,Haunt (9),118572|148305|273597|149273|274986,Enemy|Outlinable,273597|274986
16584,Head 01 Fair,97659|145268|142759|267322,TargetStateListener,267322
16585,Head 01 Fair,97660|145269|142760|265279,TargetStateListener,265279
16586,Head 01 Fair,97661|145270|142761|262889,TargetStateListener,262889
16587,Head 01 Fair,97662|145271|142762|264559,TargetStateListener,264559
16588,Head 01 Fair,97663|145272|142763|267219,TargetStateListener,267219
16589,Head 01 Fair,97664|145273|142764|259186,TargetStateListener,259186
16590,Head 01 Fair,97665|145274|142765|257625,TargetStateListener,257625
47493,Head 01 Fair,115927|146212|143563|260277,TargetStateListener,260277
33972,Head 01 Tan,108161|145774|143234|258693,TargetStateListener,258693
52221,Head 01 Tan,118382|146327|143712|267015,TargetStateListener,267015
52222,Head 01 Tan,118383|146328|143713|266239,TargetStateListener,266239
52223,Head 01 Tan,118384|146329|143714|264410,TargetStateListener,264410
52224,Head 01 Tan,118385|146330|143715|260582,TargetStateListener,260582
52225,Head 01 Tan,118386|146331|143716|259784,TargetStateListener,259784
33882,Head 02 Fair,108095|145766|143232|264594,TargetStateListener,264594
58516,Head 02 Fair,122495|146558|143878|267338,TargetStateListener,267338
44762,Head 02 Tan,114496|146159|143485|265425,TargetStateListener,265425
44763,Head 02 Tan,114497|146160|143486|268284,TargetStateListener,268284
49164,Headwear,114978|145125|143264|262154,TargetStateListener,262154
51940,Headwear,121911|147484|144318|263286,TargetStateListener,263286
73074,Headwear,134048|147013|144899|260969,TargetStateListener,260969
29719,Health Kit 01,102202|145743|142712|266919,TargetStateListener,266919
72783,Health Kit 01,134679|146985|144928,,
46747,Helmet 01 Glass (2),115528|145263|143380|260084,TargetStateListener,260084
21965,Helmet 01 M Blue,104089|146052|142781|258647,TargetStateListener,258647
12381,Helmet 01 M Green,97104|146279|143093|266772,TargetStateListener,266772
44242,Helmet 02 M Blue,117813|145245|143374|266768,TargetStateListener,266768
82326,Helmet 04 M Blue,141060|146566|144698|268062,TargetStateListener,268062
5598,Helmet 06,9123|9576|9561|10848,TargetStateListener|Image,10848|263133
5742,Helmet 06,8754|9575|9554|10522,TargetStateListener|Outline|Image,10522|263336|263337
38958,Helmet 06,109121|145333|143521|279723,TargetStateListener,279723
40281,Helmet 06,108068|145568|143405|294422,TargetStateListener,294422
74361,Helmet 06,136247|146908|145005|300520,TargetStateListener,300520
74362,Helmet 06,136248|146909|145004|300521,TargetStateListener,300521
74363,Helmet 06,136249|146906|145007|300522,TargetStateListener,300522
74364,Helmet 06,136250|146907|145006|300523,TargetStateListener,300523
77907,Helmet 06,130908|146793|144788|271386,TargetStateListener,271386
77908,Helmet 06,130907|146792|144789|271385,TargetStateListener,271385
77909,Helmet 06,130906|146791|144787|271387,TargetStateListener,271387
77910,Helmet 06,130911|146796|144785|271389,TargetStateListener,271389
77911,Helmet 06,130910|146795|144786|271388,TargetStateListener,271388
77912,Helmet 06,130909|146794|144784|271390,TargetStateListener,271390
77913,Helmet 06,130914|146784|144797|271392,TargetStateListener,271392
77914,Helmet 06,130913|146783|144798|271391,TargetStateListener,271391
77915,Helmet 06,130912|146782|144796|271393,TargetStateListener,271393
77916,Helmet 06,130918|146790|144793|271396,TargetStateListener,271396
77917,Helmet 06,130920|146789|144792|271398,TargetStateListener,271398
77918,Helmet 06,130919|146788|144791|271397,TargetStateListener,271397
77919,Helmet 06,130916|146787|144795|271394,TargetStateListener,271394
77920,Helmet 06,130917|146786|144794|271395,TargetStateListener,271395
77921,Helmet 06,130915|146785|144790|271399,TargetStateListener,271399
75092,Helmet 06 M Green,136009|146917|144999|266144,TargetStateListener,266144
85248,Helmet 07 M Blue,142238|146503|144762|260026,TargetStateListener,260026
49476,Helmet 07 M Green,114652|145139|143249|267191,TargetStateListener,267191
32263,Helmet 08 M Blue,110357|145681|143576|266925,TargetStateListener,266925
26132,Helmet 08 M Red,101362|145764|142693|268967,TargetStateListener,268967
30730,Helmet 10 M Blue,101733|145748|142706|268865,TargetStateListener,268865
47859,Helmet 10 M Green,112814|145231|143211|267185,TargetStateListener,267185
47860,Helmet 10 M Green,112813|145230|143210|260073,TargetStateListener,260073
72552,Helmet Endurance,130903|147068|144461|266968,TargetStateListener,266968
86244,Helmet Kitty Aqua,139009|147390|144853|268730,TargetStateListener,268730
89700,Helmet Kitty Nature,141102|147462|144977|259465,TargetStateListener,259465
46725,Helmet Protector Aqua,115389|146174|143524|262810,TargetStateListener,262810
46726,Helmet Protector Aqua,115390|146175|143525|260116,TargetStateListener,260116
41551,Helmet Vigor Nature,112616|146106|143386|262513,TargetStateListener,262513
4997,Hermit King,6494|9791|10944,TargetStateListener|ParticlesPlayThenHide,10944|282603
6297,Hermit King,7298|9601|11005|9669|10541,Outlinable|Enemy|Image|Outline,10541|11005|264074|264075
29819,Hermit King,120752|148129|277857|149864|310305,Enemy|Outlinable,277857|310305
38851,Hermit King,132917|150534|272139,TargetStateListener,272139
59749,Hermit King,96527|150805|309685,TargetStateListener,309685
59750,Hermit King,96526|150804|309686,TargetStateListener,309686
59751,Hermit King,96528|150803|309687,TargetStateListener,309687
59752,Hermit King,96529|150806|309684,TargetStateListener,309684
59753,Hermit King,96521|150808|309692,TargetStateListener,309692
59754,Hermit King,96522|150807|309693,TargetStateListener,309693
59755,Hermit King,96520|150809|309691,TargetStateListener,309691
59756,Hermit King,96524|150810|309689,TargetStateListener,309689
59757,Hermit King,96525|150811|309690,TargetStateListener,309690
59758,Hermit King,96523|150812|309688,TargetStateListener,309688
92402,Hermit King (1),108800|147894|315898|149037|273032,Outlinable|Enemy,273032|315898
92397,Hermit King (10),108805|147888|315903|149042|273036,Outlinable|Enemy,273036|315903
92398,Hermit King (2),108804|147889|315904|149043|273037,Outlinable|Enemy,273037|315904
92393,Hermit King (3),108809|147887|315899|149041|273035,Outlinable|Enemy,273035|315899
92399,Hermit King (4),108803|147891|315895|149035|273029,Outlinable|Enemy,273029|315895
92394,Hermit King (5),108807|147886|315900|149039|273034,Outlinable|Enemy,273034|315900
92396,Hermit King (6),108806|147890|315902|149044|273038,Outlinable|Enemy,273038|315902
92395,Hermit King (7),108808|147885|315901|149040|273033,Outlinable|Enemy,273033|315901
92400,Hermit King (8),108802|147892|315896|149036|273030,Outlinable|Enemy,273030|315896
92401,Hermit King (9),108801|147893|315897|149038|273031,Outlinable|Enemy,273031|315897
8135,HeroManager,93373|266395,HeroManager,266395
5049,Heroes (Active),93060,Image|Outline,10570|10726
9740,Heroes (Removed),93500,,
51105,Hexagon 01 (4),127469|146127|142852,,
79583,Hexagon 01 (4),98016|147087|143739,,
79584,Hexagon 01 (4),98015|147086|143738,,
79585,Hexagon 01 (4),98017|147088|143736,,
79586,Hexagon 01 (4),98018|147089|143737,,
79587,Hexagon 01 (4),98012|147092|143743,,
79588,Hexagon 01 (4),98013|147093|143744,,
79589,Hexagon 01 (4),98011|147091|143742,,
79590,Hexagon 01 (4),98010|147090|143741,,
79591,Hexagon 01 (4),98014|147094|143740,,
79592,Hexagon 01 (4),98009|147095|143731,,
79593,Hexagon 01 (4),98005|147096|143734,,
79594,Hexagon 01 (4),98006|147097|143735,,
79595,Hexagon 01 (4),98008|147099|143733,,
79596,Hexagon 01 (4),98007|147098|143732,,
79597,Hexagon 01 (4),98028|147074|143727,,
79598,Hexagon 01 (4),98029|147075|143725,,
79599,Hexagon 01 (4),98030|147076|143726,,
79600,Hexagon 01 (4),98025|147077|143730,,
79601,Hexagon 01 (4),98027|147079|143729,,
79602,Hexagon 01 (4),98026|147078|143728,,
79603,Hexagon 01 (4),98022|147081|143722,,
79604,Hexagon 01 (4),98021|147080|143721,,
79605,Hexagon 01 (4),98024|147083|143720,,
79606,Hexagon 01 (4),98023|147082|143719,,
79607,Hexagon 01 (4),98019|147084|143724,,
79608,Hexagon 01 (4),98020|147085|143723,,
79609,Hexagon 01 (4),97987|147118|143773,,
79610,Hexagon 01 (4),97986|147117|143772,,
79611,Hexagon 01 (4),97981|147119|143777,,
79612,Hexagon 01 (4),97982|147120|143778,,
79613,Hexagon 01 (4),97983|147121|143774,,
79614,Hexagon 01 (4),97985|147123|143776,,
79615,Hexagon 01 (4),97984|147122|143775,,
79616,Hexagon 01 (4),97979|147125|143764,,
79617,Hexagon 01 (4),97978|147126|143765,,
79618,Hexagon 01 (4),97977|147124|143763,,
79619,Hexagon 01 (4),97980|147127|143762,,
79620,Hexagon 01 (4),97973|147130|143771,,
79621,Hexagon 01 (4),97971|147128|143769,,
79622,Hexagon 01 (4),97972|147129|143770,,
79623,Hexagon 01 (4),97976|147133|143768,,
79624,Hexagon 01 (4),97975|147132|143767,,
79625,Hexagon 01 (4),97974|147131|143766,,
79626,Hexagon 01 (4),98002|147100|143756,,
79627,Hexagon 01 (4),98004|147102|143755,,
79628,Hexagon 01 (4),98003|147101|143754,,
79629,Hexagon 01 (4),97998|147104|143760,,
79630,Hexagon 01 (4),97999|147105|143761,,
79631,Hexagon 01 (4),97997|147103|143759,,
79632,Hexagon 01 (4),98001|147107|143758,,
79633,Hexagon 01 (4),98000|147106|143757,,
79634,Hexagon 01 (4),97993|147109|143749,,
79635,Hexagon 01 (4),97992|147108|143748,,
79636,Hexagon 01 (4),97996|147112|143746,,
79637,Hexagon 01 (4),97995|147111|143747,,
79638,Hexagon 01 (4),97994|147110|143745,,
79639,Hexagon 01 (4),97989|147114|143751,,
79640,Hexagon 01 (4),97988|147113|143752,,
79641,Hexagon 01 (4),97990|147115|143753,,
79642,Hexagon 01 (4),97991|147116|143750,,
5234,HitSpikes,6981|9934|9998,Outline|Image,262688|262689
12416,HitSpikes,121754|152351|155267,,
65931,HitSpikes,104053|153090|154331,,
65932,HitSpikes,104054|153091|154330,,
10260,Holy Book Stand 01,93600|145054|142630,,
10261,Holy Book Stand 01 (1),93601|145055|142629,,
10258,Holy Book Stand 01 (2),93602|145056|142631,,
10259,Holy Book Stand 01 (3),93603|145057|142632,,
89151,Hood Mystical Nature,140704|147444|144938|265020,TargetStateListener,265020
89152,Hood Mystical Nature,140705|147445|144939|259217,TargetStateListener,259217
24533,Hood Ninja Blue - Copy,102450|145592|143072|263129,TargetStateListener,263129
10579,Hood Shadow Fire,93994|145129|142643|265496,TargetStateListener,265496
10580,Hood Shadow Fire,93995|145130|142644|265119,TargetStateListener,265119
3364,Horror,7367|9632|10589|9698|10529,Outlinable|Enemy|TextMeshProUGUI,10529|10589|242821
6283,Horror,9010|9819|10536,TargetStateListener|TextMeshProUGUI,10536|243637
13782,Horror,106418|148425|279444|149403|269405,Outlinable|Enemy,269405|279444
86564,Horror,131794|151377|269174,TargetStateListener,269174
91861,Horror,134642|151322|272530,TargetStateListener,272530
91862,Horror,134641|151323|272531,TargetStateListener,272531
91863,Horror,134644|151320|272532,TargetStateListener,272532
91864,Horror,134643|151321|272533,TargetStateListener,272533
91865,Horror,134636|151318|272534,TargetStateListener,272534
91866,Horror,134637|151317|272535,TargetStateListener,272535
91867,Horror,134635|151319|272536,TargetStateListener,272536
91868,Horror,134640|151316|272539,TargetStateListener,272539
91869,Horror,134638|151314|272538,TargetStateListener,272538
91870,Horror,134639|151315|272537,TargetStateListener,272537
20148,Horror (1),109806|148334|277119|149428|272223,Outlinable|Enemy,272223|277119
20149,Horror (10),109805|148333|277120|149429|272222,Outlinable|Enemy,272222|277120
20152,Horror (2),109812|148339|277123|149424|272218,Outlinable|Enemy,272218|277123
20150,Horror (3),109804|148332|277121|149426|272225,Outlinable|Enemy,272225|277121
20157,Horror (4),109808|148335|277128|149422|272220,Outlinable|Enemy,272220|277128
20151,Horror (5),109803|148331|277122|149427|272224,Outlinable|Enemy,272224|277122
20155,Horror (6),109809|148337|277126|149420|272221,Outlinable|Enemy,272221|277126
20153,Horror (7),109811|148338|277124|149423|272217,Outlinable|Enemy,272217|277124
20156,Horror (8),109807|148336|277127|149421|272219,Outlinable|Enemy,272219|277127
20154,Horror (9),109810|148340|277125|149425|272216,Outlinable|Enemy,272216|277125
37410,Hut 01 (1),107247|145584|143400,,
3105,IK Chain L,6799,Outline|Image,259967|259968
14372,IK Chain L,101299,,
14373,IK Chain L,101301,,
14374,IK Chain L,101300,,
14375,IK Chain L,101306,,
14376,IK Chain L,101307,,
14377,IK Chain L,101302,,
14378,IK Chain L,101304,,
14379,IK Chain L,101305,,
14380,IK Chain L,101303,,
14381,IK Chain L,101308,,
83137,IK Chain L,132430,,
5626,IK Chain Mid,8233,Outline|Image,263163|263164
22859,IK Chain Mid,116418,,
74931,IK Chain Mid,123190,,
74932,IK Chain Mid,123194,,
74933,IK Chain Mid,123195,,
74934,IK Chain Mid,123196,,
74935,IK Chain Mid,123193,,
74936,IK Chain Mid,123192,,
74937,IK Chain Mid,123191,,
74938,IK Chain Mid,123188,,
74939,IK Chain Mid,123187,,
74940,IK Chain Mid,123189,,
4643,IK Chain Neck,7777,Outline|Button|Image,261919|261920|261921
44876,IK Chain Neck,122858,,
51366,IK Chain Neck,116120,,
51367,IK Chain Neck,116121,,
51368,IK Chain Neck,116122,,
51369,IK Chain Neck,116118,,
51370,IK Chain Neck,116117,,
51371,IK Chain Neck,116119,,
51372,IK Chain Neck,116115,,
51373,IK Chain Neck,116116,,
51374,IK Chain Neck,116114,,
51375,IK Chain Neck,116112,,
51376,IK Chain Neck,116113,,
51377,IK Chain Neck,116110,,
51378,IK Chain Neck,116111,,
51379,IK Chain Neck,116109,,
51380,IK Chain Neck,116108,,
51381,IK Chain Neck,116107,,
51382,IK Chain Neck,116105,,
51383,IK Chain Neck,116106,,
51384,IK Chain Neck,116103,,
51385,IK Chain Neck,116104,,
3083,IK Chain R,6531,TextMeshProUGUI,242734
13724,IK Chain R,97118,,
13725,IK Chain R,97117,,
13726,IK Chain R,97116,,
13727,IK Chain R,97115,,
13728,IK Chain R,97114,,
13729,IK Chain R,97113,,
13730,IK Chain R,97112,,
13731,IK Chain R,97121,,
13732,IK Chain R,97120,,
13733,IK Chain R,97119,,
83460,IK Chain R,142443,,
3314,IK Chain001,6987,Image,260236
18939,IK Chain001,104145,,
18940,IK Chain001,104146,,
18941,IK Chain001,104144,,
18942,IK Chain001,104143,,
18943,IK Chain001,104142,,
18944,IK Chain001,104141,,
18945,IK Chain001,104140,,
18946,IK Chain001,104149,,
18947,IK Chain001,104148,,
18948,IK Chain001,104147,,
23725,IK Chain001,95072,,
4538,IapManager,92993|261790,IapManager,261790
3384,Ice,9400|9638|10530|9679|10635,Enemy|Outlinable|TextMeshProUGUI,10530|10635|242827
3859,Ice,8997|9748|10997,TargetStateListener|Image,10997|260925
32329,Ice,134413|150194|315277,TargetStateListener,315277
32330,Ice,134412|150193|315278,TargetStateListener,315278
