category,line,name,meaning_guess
automation_effects,2534,functionEffectGoldLevel,
automation_effects,2535,functionEffectEnergyLevel,
automation_effects,2536,functionEffectExpLevel,
automation_effects,2537,functionEffectPrestigeWavePct,
automation_effects,2538,functionEffectPerkPriority,
automation_effects,2539,functionEffectUltimusWave,
automation_effects,2540,functionEffectUltimusType,
automation_effects,2541,functionEffectSupremeWave,
workshop_level,2547,workshopLevelIdleDamageAmount,
workshop_level,2548,workshopLevelIdleDamageStartVal,
workshop_level,2549,workshopLevelIdleDamageMax,
workshop_level,2550,workshopLevelIdleDamageCooldown,
workshop_level,2551,workshopLevelIdleGoldAmount,
workshop_level,2552,workshopLevelIdleGoldStartVal,
workshop_level,2553,workshopLevelIdleGoldMax,
workshop_level,2554,workshopLevelIdleGoldCooldown,
workshop_level,2555,workshopLevelIdleEnergyAmount,
workshop_level,2556,workshopLevelIdleEnergyStartVal,
workshop_level,2557,workshopLevelIdleEnergyMax,
workshop_level,2558,workshopLevelIdleEnergyCooldown,
workshop_level,2559,workshopLevelIdleExpAmount,
workshop_level,2560,workshopLevelIdleExpStartVal,
workshop_level,2561,workshopLevelIdleExpMax,
workshop_level,2562,workshopLevelIdleExpCooldown,
workshop_level,2563,workshopLevelIdleActivationCooldown,
workshop_level,2564,workshopLevelHeroLevelsCooldown,
workshop_level,2565,workshopLevelHeroLevelsSpendAmount,
workshop_level,2566,workshopLevelInstantHeroLevels,
workshop_level,2567,workshopLevelWavePerksAmount,
workshop_level,2568,workshopLevelClaimAdsCooldown,
workshop_level,2569,workshopLevelPrestigeWaves,
workshop_level,2570,workshopLevelBossSpawns,
workshop_level,2571,workshopLevelBossBonus,
workshop_level,2572,workshopLevelBossCooldown,
workshop_level,2573,workshopLevelGoblinSpawns,
workshop_level,2574,workshopLevelGoblinBonus,
workshop_level,2575,workshopLevelGoblinCooldown,
workshop_level,2576,workshopLevelProducerSpawns,
workshop_level,2577,workshopLevelProducerBonus,
workshop_level,2578,workshopLevelProducerCooldown,
workshop_level,2579,workshopLevelTrainerSpawns,
workshop_level,2580,workshopLevelTrainerBonus,
workshop_level,2581,workshopLevelTrainerCooldown,
workshop_level,2582,workshopLevelShadowSpawns,
workshop_level,2583,workshopLevelShadowBonus,
workshop_level,2584,workshopLevelShadowCooldown,
workshop_level,2585,workshopLevelAlienSpawns,
workshop_level,2586,workshopLevelAlienBonus,
workshop_level,2587,workshopLevelAlienCooldown,
workshop_level,2588,workshopLevelUltimusSpawns,
workshop_level,2589,workshopLevelUltimusBonus,
workshop_level,2590,workshopLevelUltimusCooldown,
workshop_level,2591,workshopLevelUltimusTypeSetting,
workshop_level,2592,workshopLevelUltimusWaveSetting,
workshop_level,2593,workshopLevelSupremeSpawns,
workshop_level,2594,workshopLevelSupremeBonus,
workshop_level,2595,workshopLevelSupremeCooldown,
workshop_level,2596,workshopLevelSupremeWaveSetting,
workshop_cooldown,2597,workshopCooldownIdleDamageAmount,
workshop_cooldown,2598,workshopCooldownIdleDamageStartVal,
workshop_cooldown,2599,workshopCooldownIdleDamageMax,
workshop_cooldown,2600,workshopCooldownIdleDamageCooldown,
workshop_cooldown,2601,workshopCooldownIdleGoldAmount,
workshop_cooldown,2602,workshopCooldownIdleGoldStartVal,
workshop_cooldown,2603,workshopCooldownIdleGoldMax,
workshop_cooldown,2604,workshopCooldownIdleGoldCooldown,
workshop_cooldown,2605,workshopCooldownIdleEnergyAmount,
workshop_cooldown,2606,workshopCooldownIdleEnergyStartVal,
workshop_cooldown,2607,workshopCooldownIdleEnergyMax,
workshop_cooldown,2608,workshopCooldownIdleEnergyCooldown,
workshop_cooldown,2609,workshopCooldownIdleExpAmount,
workshop_cooldown,2610,workshopCooldownIdleExpStartVal,
workshop_cooldown,2611,workshopCooldownIdleExpMax,
workshop_cooldown,2612,workshopCooldownIdleExpCooldown,
workshop_cooldown,2613,workshopCooldownHeroLevelsCooldown,
workshop_cooldown,2614,workshopCooldownHeroLevelsSpendAmount,
workshop_cooldown,2615,workshopCooldownInstantHeroLevels,
workshop_cooldown,2616,workshopCooldownWavePerksAmount,
workshop_cooldown,2617,workshopCooldownClaimAdsCooldown,
workshop_cooldown,2618,workshopCooldownPrestigeWaves,
workshop_cooldown,2619,workshopCooldownBossSpawns,
workshop_cooldown,2620,workshopCooldownBossBonus,
workshop_cooldown,2621,workshopCooldownBossCooldown,
workshop_cooldown,2622,workshopCooldownGoblinSpawns,
workshop_cooldown,2623,workshopCooldownGoblinBonus,
workshop_cooldown,2624,workshopCooldownGoblinCooldown,
workshop_cooldown,2625,workshopCooldownProducerSpawns,
workshop_cooldown,2626,workshopCooldownProducerBonus,
workshop_cooldown,2627,workshopCooldownProducerCooldown,
workshop_cooldown,2628,workshopCooldownTrainerSpawns,
workshop_cooldown,2629,workshopCooldownTrainerBonus,
workshop_cooldown,2630,workshopCooldownTrainerCooldown,
workshop_cooldown,2631,workshopCooldownShadowSpawns,
workshop_cooldown,2632,workshopCooldownShadowBonus,
workshop_cooldown,2633,workshopCooldownShadowCooldown,
workshop_cooldown,2634,workshopCooldownAlienSpawns,
workshop_cooldown,2635,workshopCooldownAlienBonus,
workshop_cooldown,2636,workshopCooldownAlienCooldown,
workshop_cooldown,2637,workshopCooldownUltimusSpawns,
workshop_cooldown,2638,workshopCooldownUltimusBonus,
workshop_cooldown,2639,workshopCooldownUltimusCooldown,
workshop_cooldown,2640,workshopCooldownUltimusTypeSetting,
workshop_cooldown,2641,workshopCooldownUltimusWaveSetting,
workshop_cooldown,2642,workshopCooldownSupremeSpawns,
workshop_cooldown,2643,workshopCooldownSupremeBonus,
workshop_cooldown,2644,workshopCooldownSupremeCooldown,
workshop_cooldown,2645,workshopCooldownSupremeWaveSetting,
achievements,2646,achHighestWave,
achievements,2647,achPrestiges,
achievements,2648,achBattlepassLevel,
achievements,2649,achBestTournamentTier,
achievements,2650,achTimePlayed,
achievements,2651,achFunctionsActivated,
achievements,2652,achWorkshopLevels,
achievements,2653,achHeroesUnlocked,
achievements,2654,achHeroLevels,
achievements,2655,achHeroRanks,
achievements,2656,achCriticalHits,
achievements,2657,achSuperCriticalHits,
achievements,2658,achSkillsUsed,
achievements,2659,achSpellsUsed,
achievements,2660,achMasteryMissions,
achievements,2661,achEnemiesKilled,
achievements,2662,achGoblinsKilled,
achievements,2663,achProducersKilled,
achievements,2664,achTrainersKilled,
achievements,2665,achShadowsKilled,
achievements,2666,achAliensKilled,
achievements,2667,achUltimusKilled,
achievements,2668,achSupremesKilled,
achievements,2669,achChestMimicsKilled,
achievements,2670,achGoldenBossesKilled,
achievements,2671,achSupremeAliensKilled,
achievements,2672,achSupremeUltimusKilled,
achievements,2673,achPvpBossDamage,
challenges,2683,chalHeroLevel1,
challenges,2684,chalHeroLevel2,
challenges,2685,chalHeroLevel3,
challenges,2686,chalMeleeKills,
challenges,2687,chalMageKills,
challenges,2688,chalRangeKills,
challenges,2689,chalSpendGems1,
challenges,2690,chalSpendGems2,
challenges,2691,chalSpendGems3,
challenges,2692,chalSynergiesActive1,
challenges,2693,chalSynergiesActive2,
challenges,2694,chalSynergiesActive3,
challenges,2695,chalBattlepassLevel1,
challenges,2696,chalBattlepassLevel2,
challenges,2697,chalBattlepassLevel3,
challenges,2698,chalGoblinKills,
challenges,2699,chalProducerKills,
challenges,2700,chalTrainerKills,
challenges,2701,chalShadowKills,
challenges,2702,chalAlienKills,
challenges,2703,chalSkillKills,
challenges,2704,chalGoldSkillKills,
challenges,2705,chalDebuffedKills,
challenges,2706,chalEnergyFromSkills,
challenges,2707,chalHoldEnergy1,
challenges,2708,chalHoldEnergy2,
challenges,2709,chalHoldEnergy3,
challenges,2710,chalDailyTasksCompleted,
challenges,2711,chalDailyGifts1,
challenges,2712,chalDailyGifts2,
challenges,2713,chalDailyGifts3,
challenges,2714,chalHighestRank,
challenges,2715,chalTotalRanks,
challenges,2716,chalRank20Plus,
challenges,2717,chalSpellLevels,
challenges,2718,chalHighestKillcount,
challenges,2719,chalWaveIn20Min,
challenges,2721,chalAllHeroRank250,
challenges,2722,chalBattlepassLevel75,
challenges,2723,chalSynergiesActive32,
challenges,2724,chalUltimusKills,
challenges,2725,chalWaveOnlyCommonHeroes,
challenges,2726,chalTotalHeroLevelsSingleRun,
challenges,2727,chalRank500Hero,
challenges,2728,chalEnergySingleRun,
challenges,2729,chalUltraGoldHoarders,
challenges,2730,chalUltraExpTrainers,
challenges,2731,chalWave20kAllMaps,
challenges,2732,chalWave35kAllMaps,
challenges,2733,chalKills25mSingleHero,
challenges,2734,chalRank2kAllHeroes,
challenges,2735,chalSynergiesActive50,
challenges,2736,chalWavePerksDamage15,
challenges,2737,chalSupremeKills,
challenges,2738,chalWorkshopLevels,
background_challenges,2865,bgChalTimePlayed,
background_challenges,2866,bgChalHighestWaveMap1a,
background_challenges,2867,bgChalHighestWaveMap2a,
background_challenges,2868,bgChalHighestWaveMap3a,
background_challenges,2869,bgChalHighestWaveMap4a,
background_challenges,2870,bgChalHighestWaveMap5a,
background_challenges,2871,bgChalHighestWaveMap6a,
background_challenges,2872,bgChalHighestWaveMap1b,
background_challenges,2873,bgChalHighestWaveMap2b,
background_challenges,2874,bgChalHighestWaveMap3b,
background_challenges,2875,bgChalHighestWaveMap4b,
background_challenges,2876,bgChalHighestWaveMap5b,
background_challenges,2877,bgChalHighestWaveMap6b,
background_challenges,2878,bgChal_astralMap_wave50k,
background_challenges,2879,bgChal_noGold_wave25k,
background_challenges,2880,bgChal_noPerksSpellsSkills_wave50k,
background_challenges,2881,bgChalPrestige1,
background_challenges,2882,bgChalPrestige2,
background_challenges,2883,bgChalPrestige3,
background_challenges,2884,bgChalPrestige4,
background_challenges,2885,bgChal_prestiges_over40k,
background_challenges,2886,bgChalKillEnemies,
background_challenges,2887,bgChalKillBosses,
background_challenges,2888,bgChalKillGoblins,
background_challenges,2889,bgChalKillProducers,
background_challenges,2890,bgChalKillTrainers,
background_challenges,2891,bgChalKillShadows,
background_challenges,2892,bgChalKillAliens,
background_challenges,2893,bgChalKillUltimus,
background_challenges,2894,bgChal_allGoldBosses_singleWave,
background_challenges,2895,bgChal_allMeleeHeroes_10mKills,
background_challenges,2896,bgChalHighestHeroRank1,
background_challenges,2897,bgChalHighestHeroRank2,
background_challenges,2898,bgChalHighestHeroRank3,
background_challenges,2899,bgChalHighestHeroRank4,
background_challenges,2900,bgChalHighestHeroRank5,
background_challenges,2901,bgChalHighestHeroRank6,
background_challenges,2902,bgChalAllHeroRanks1,
background_challenges,2903,bgChalAllHeroRanks2,
background_challenges,2904,bgChalAllHeroRanks3,
background_challenges,2905,bgChalAllHeroRanks4,
background_challenges,2906,bgChal_totalRanks_100k,
background_challenges,2907,bgChal_totalRanks_200k,
background_challenges,2908,bgChal_allMastery_1,
background_challenges,2909,bgChal_allMastery_5,
background_challenges,2910,bgChal_allMastery_10,
background_challenges,2911,bgChalSuperGoldProcs,
background_challenges,2912,bgChalUltraGoldProcs,
background_challenges,2913,bgChalSuperExpProcs,
background_challenges,2914,bgChalUltraExpProcs,
background_challenges,2915,bgChalSuperEnergyProcs,
background_challenges,2916,bgChalUltraEnergyProcs,
background_challenges,2917,bgChalAchievementStars1,
background_challenges,2918,bgChalAchievementStars2,
background_challenges,2919,bgChalAchievementStars3,
background_challenges,2920,bgChalAchievementStars4,
background_challenges,2921,bgChal_achStars_500,
stats,3034,statTimePlayed,
stats,3035,statMoneySpent,
stats,3036,statHighestWave,
stats,3037,statPrestiges,
stats,3038,statHighestBattlepassLevel,
stats,3039,statAchievementStars,
stats,3040,statBestTournamentTier,
stats,3041,statBestTournamentTierFinish,
stats,3042,statBestTournamentRank,
stats,3043,statDailyGiftsClaimed,
stats,3044,statFunctionsActivated,
stats,3045,statWorkshopLevels,
stats,3046,statHeroesUnlocked,
stats,3047,statHeroLevels,
stats,3048,statHeroRanks,
stats,3049,statMasteryMissions,
stats,3050,statCriticalHits,
stats,3051,statSuperCriticalHits,
stats,3052,statUltraCriticalHits,
stats,3053,statSuperGoldProcs,
stats,3054,statUltraGoldProcs,
stats,3055,statSuperExpProcs,
stats,3056,statUltraExpProcs,
stats,3057,statSuperEnergyProcs,
stats,3058,statUltraEnergyProcs,
stats,3059,statSkillsUsed,
stats,3060,statSpellsUsed,
stats,3061,statEnemiesKilled,
stats,3062,statBossesKilled,
stats,3063,statGoblinsKilled,
stats,3064,statProducersKilled,
stats,3065,statTrainersKilled,
stats,3066,statShadowsKilled,
stats,3067,statSupremeShadowsKilled,
stats,3068,statTotalSupremeRunes,
stats,3069,statAliensKilled,
stats,3070,statAlienSupremesKilled,
stats,3071,statUltimusKilled,
stats,3072,statUltimusSupremesKilled,
stats,3073,statChestMimicsKilled,
stats,3074,statGoldenBossesKilled,
stats,3075,statPvpBossesBestDamage,
stats,3076,statPvpBossBestDamageForAchievement,
stats,3077,statPvpBossesBestLeague,
stats,3078,statHighestHeroLevel,
stats,3079,statMeleeKills,
stats,3080,statMageKills,
stats,3081,statRangeKills,
stats,3082,statGemsSpent,
stats,3083,statSkillKills,
stats,3084,statGoldLustedKills,
stats,3085,statDebuffedKills,
stats,3086,statEnergyFromSkills,
stats,3087,statDailyTasksCompleted,
stats,3088,statMostSynergiesActive,
stats,3089,statMostDamageWavePerks,
stats,3090,statMostEnergyHeld,
stats,3091,statHighestKillcount,
stats,3092,statHighestWave20Min,
stats,3093,statWaveOnlyCommonHeroes,
stats,3094,statBestRunTotalHeroLevels,
stats,3095,statMostEnergySingleRun,
stats,3096,statUltraGoldHoarders,
stats,3097,statUltraExpTrainers,
stats,3098,statWeeklyTasksCompleted,
stats,3099,statCommEventMilestonesClaimed,
stats,3100,statHighestMap1,
stats,3101,statHighestMap2,
stats,3102,statHighestMap3,
stats,3103,statHighestMap4,
stats,3104,statHighestMap5,
stats,3105,statHighestMap6,
stats,3106,statHighestMap7,
stats,3107,statTimePlayedMap1,
stats,3108,statTimePlayedMap2,
stats,3109,statTimePlayedMap3,
stats,3110,statTimePlayedMap4,
stats,3111,statTimePlayedMap5,
stats,3112,statTimePlayedMap6,
stats,3113,statTimePlayedMap7,
stats,3114,statKillsMap1,
stats,3115,statKillsMap2,
stats,3116,statKillsMap3,
stats,3117,statKillsMap4,
stats,3118,statKillsMap5,
stats,3119,statKillsMap6,
stats,3120,statKillsMap7,
stats,3147,statCurrRunHighestWave,
stats,3148,statCurrRunTime,
stats,3149,statCurrRunTimeAdjusted,
stats,3150,statCurrRunWavesPassed,
stats,3151,statCurrRunWavesFailed,
stats,3152,statCurrRunWavesFailedAfterWave50,
stats,3153,statCurrRunConsecWaves,
stats,3154,statCurrRunBattlepassExp,
stats,3155,statCurrRunEnemiesKilled,
stats,3156,statCurrRunHoardersKilled,
stats,3157,statCurrRunProducersKilled,
stats,3158,statCurrRunTrainersKilled,
stats,3159,statCurrRunSupremeShadowsKilled,
stats,3160,statCurrRunSkillsUsed,
stats,3161,statCurrRunSpellsUsed,
stats,3162,statCurrRunKillGoldEarned,
stats,3163,statCurrRunKillGoldEarned_big,
stats,3164,statCurrRunKillExpEarned,
stats,3165,statCurrRunEnergyEarned,
stats,3166,statCurrRunMimicPrestigePts,
stats,3167,statCurrRunTotalHeroLevels,
stats,3168,statCurrRunFreeHeroLevels,
stats,3169,statCurrRunEnemyHpSkips,
stats,3170,statCurrRunOnlyCommonHeroes,
stats,3171,statCurrRunOnlyUncommonHeroes,
stats,3172,statCurrRunOnlyRareHeroes,
stats,3173,statCurrRunOnlyEpicHeroes,
stats,3174,statCurrRunOnlyLegendaryHeroes,
stats,3175,statCurrRunOnlyMythicHeroes,
stats,3176,statCurrRunOnlyBalancedCombatStyle,
stats,3177,statCurrRunZeroSynergiesActive,
stats,3178,statCurrRunZeroGoldSpent,
stats,3179,statCurrRunZeroPerksSpellsSkills,
ultimus,3296,ultimusSupremeChangeClass,
ultimus,3297,ultimusSupremeStunHero,
ultimus,3344,ultimusClass,
ultimus,3353,ultimusSupremeMaterial,
ultimus,3434,ultimusSupremeChangedTimes,
ultimus,3435,ultimusSupremeChangeAnimationTimer,
runes,3480,runeShadow,
runes,3481,runeShadow_supVar,
tech,3482,techAlien,
tech,3483,techAlien_supVar,
ultimus,3484,ultimusMelee,
ultimus,3485,ultimusMage,
ultimus,3486,ultimusRange,
prestige,3606,prestigeStart,
prestige,3607,prestigeEnd,
ultimus,3626,ultimusBaseHp,
prestige,3642,prestigeBg,
prestige,3643,prestigeSparklesEffect,
prestige,3644,prestigeNextMap,
wave_perks,3663,wavePerkEffect,
mastery,3664,masteryPower,
runes,3733,runeBoss,
tech,3734,techBoss,
ultimus,3737,ultimusSupreme,
wave_perks,3790,wavePerkBonus_global,
ultimus,3871,ultimusKilled,
mastery,3873,masteryMissions,
ultimus,3891,ultimusKills,
workshop_level,3957,workshopLevels,
gems_upgrades,4087,gemsAmt,
mastery,4600,masterySlider,
mastery,4601,masteryIcon,
mastery,4602,masteryLevelText,
stats,4998,statAmt,
stats,4999,statText,
mastery,5012,masteryPanel,
mastery,5013,masteryText,
mastery,5031,masteryTitleText,
mastery,5032,masteryTitleIcon,
mastery,5033,masteryDescText,
mastery,5034,masteryProgSlider,
mastery,5035,masteryProgSliderDesc,
mastery,5036,masteryProgSliderText,
mastery,5037,masteryProgSliderReward,
mastery,5038,masteryCoverIcon,
mastery,5039,masteryCoverRankReqText,
mastery,5040,masteryCoverRank2kTotalCover,
mastery,5041,masteryCoverRankAnySemiCover,
stats,5125,statText1,
stats,5130,statText2,
stats,5136,statText3,
mastery,5300,masteryTitle,
mastery,5301,masteryDesc,
mastery,5302,masterySliderText,
mastery,5303,masteryRectContent,
mastery,5304,masteryRectSkillsPanel,
mastery,5305,masteryRectStatsPanel,
stats,5312,statCombat,
stats,5313,statSkill,
stats,5314,statResources,
stats,5315,statBosses,
iap_flags,5400,iapCombatBundle,
iap_flags,5401,iapPowerBundle,
iap_flags,5402,iapEfficiencyBundle,
iap_flags,5403,iapOfflineUnlimited,
iap_flags,5404,iapDamage3x,
iap_flags,5405,iapGold2x,
iap_flags,5406,iapPrestige3x,
iap_flags,5407,iapKillExp2x,
iap_flags,5408,iapBattlepassExp2x,
iap_flags,5409,iapPromoStarter1,
iap_flags,5410,iapPromoStarter2,
iap_flags,5411,iapResPack4,
iap_flags,5412,iapRunePack4,
iap_flags,5413,iapTokenPack4,
iap_flags,5414,iapTournRewards,
iap_flags,5415,iapPvpBossRewards,
iap_flags,5416,iapResPack5,
iap_flags,5417,iapRunePack5,
iap_flags,5418,iapTokenPack5,
iap_flags,5419,iapWeeklyPromo1,
iap_flags,5420,iapWeeklyPromo2,
iap_flags,5421,iapMasteryBundle,
iap_flags,5422,iapHolidayPack1,
iap_flags,5423,iapHolidayPack2,
iap_flags,5424,iapHolidayPack3,
iap_flags,5425,iapHolidayPack4,
iap_flags,5467,iapEfficiencyBundle_DISCOUNT10,
iap_flags,5468,iapEfficiencyBundle_DISCOUNT25,
iap_flags,5469,iapEfficiencyBundle_DISCOUNT50,
iap_flags,5473,iapResPack4_DISCOUNT10,
iap_flags,5474,iapResPack4_DISCOUNT25,
iap_flags,5475,iapResPack4_DISCOUNT50,
iap_flags,5479,iapRunePack4_DISCOUNT10,
iap_flags,5480,iapRunePack4_DISCOUNT25,
iap_flags,5481,iapRunePack4_DISCOUNT50,
iap_flags,5485,iapTokenPack4_DISCOUNT10,
iap_flags,5486,iapTokenPack4_DISCOUNT25,
iap_flags,5487,iapTokenPack4_DISCOUNT50,
runes,5595,runeCommon,
runes,5596,runeUncommon,
runes,5597,runeRare,
runes,5598,runeEpic,
runes,5599,runeLegendary,
runes,5600,runeMythic,
runes,5601,runeSupreme,
prestige,5815,prestigePanel,
stats,5864,statIcon,
stats,5865,statValueText,
stats,5866,statTitleText,
stats,5870,statValue,
stats,5871,statDesc,
achievements,6026,achButtonNotif,
achievements,6027,achButtonNotifText,
resources,6043,resText1,
resources,6044,resText2,
resources,6045,resIcon1ForPermRewards,
iap_flags,6108,iapTicketText,
iap_flags,6109,iapButton,
iap_flags,6110,iapButtonCover,
iap_flags,6111,iapMissingTickets,
background_challenges,6325,bgChalDefault,
prestige,6345,prestigeReward,
tech,6346,techReward,
ultimus,6349,ultimusTokensReward,
mastery,6351,masteryPointsReward,
mastery,6372,masteryPts,
prestige,6402,prestigePts,
tech,6404,techSupreme,
tournament,6405,tournPts,
prestige,6656,prestigeMapIcon,
prestige,6657,prestigeMapTitle,
prestige,6658,prestigeCover,
prestige,6750,prestigeConfirmPanel,
ultimus,6751,ultimusReminder,
runes,6766,runePanel,
prestige,6778,prestigeText,
tech,6779,techText,
resources,6841,resRunes,
resources,6842,resPrestigePts,
resources,6843,resTech,
resources,6844,resTokens,
resources,6845,resMasteryPts,
runes,6867,runeIcon,
runes,6868,runeText,
tech,6869,techIcon,
resources,6909,resType,
resources,6910,resAmt,
resources,6911,resDesc,
resources,6918,resGold1,
resources,6919,resEnergy1,
resources,6920,resExp1,
resources,6926,resGold2,
resources,6927,resEnergy2,
resources,6928,resExp2,
tournament,6930,tournText1,
tournament,6931,tournText2,
iap_flags,6977,iapOfferLocPriceText,
iap_flags,7041,iapOfferLocPriceText2,
wave_perks,7095,wavePerkIcon,
wave_perks,7096,wavePerkCheck,
wave_perks,7097,wavePerkText,
wave_perks,7098,wavePerkNumAvailText,
ultimus,7112,ultimusBossIcon,
ultimus,7113,ultimusBossCheck,
ultimus,7114,ultimusBossText,
ultimus,7115,ultimusBossSpawnsText,
gems_upgrades,7356,gemsNormal1,
gems_upgrades,7357,gemsFirstBonus1,
gems_upgrades,7358,gemsSaleBonus1,
gems_upgrades,7359,gemsCostText1,
gems_upgrades,7360,gemsNormal2,
gems_upgrades,7361,gemsFirstBonus2,
gems_upgrades,7362,gemsSaleBonus2,
gems_upgrades,7363,gemsCostText2,
gems_upgrades,7364,gemsNormal3,
gems_upgrades,7365,gemsFirstBonus3,
gems_upgrades,7366,gemsSaleBonus3,
gems_upgrades,7367,gemsCostText3,
gems_upgrades,7368,gemsNormal4,
gems_upgrades,7369,gemsFirstBonus4,
gems_upgrades,7370,gemsSaleBonus4,
gems_upgrades,7371,gemsCostText4,
gems_upgrades,7372,gemsNormal5,
gems_upgrades,7373,gemsFirstBonus5,
gems_upgrades,7374,gemsSaleBonus5,
gems_upgrades,7375,gemsCostText5,
resources,7376,resPackGold1,
resources,7377,resPackEnergy1,
resources,7378,resPackPrestige1,
resources,7379,resPackTech1,
resources,7380,resPackButton1,
resources,7381,resPrestige1,
resources,7382,resTech1,
resources,7383,resPackButtonCostText1,
resources,7384,resPackGold2,
resources,7385,resPackEnergy2,
resources,7386,resPackPrestige2,
resources,7387,resPackTech2,
resources,7388,resPackButton2,
resources,7389,resPrestige2,
resources,7390,resTech2,
resources,7391,resPackButtonCostText2,
resources,7392,resPackGold3,
resources,7393,resPackEnergy3,
resources,7394,resPackPrestige3,
resources,7395,resPackTech3,
resources,7396,resPackButton3,
resources,7397,resPackButtonCostText3,
resources,7398,resGold3,
resources,7399,resEnergy3,
resources,7400,resPrestige3,
resources,7401,resTech3,
resources,7402,resPackGold4,
resources,7403,resPackEnergy4,
resources,7404,resPackPrestige4,
resources,7405,resPackTech4,
resources,7406,resPackButtonCostText4,
resources,7407,resGold4,
resources,7408,resEnergy4,
resources,7409,resPrestige4,
resources,7410,resTech4,
resources,7411,resSupremeTech4,
resources,7416,resPackSupremeTech4,
resources,7418,resPackGold5,
resources,7419,resPackEnergy5,
resources,7420,resPackPrestige5,
resources,7421,resPackTech5,
resources,7422,resPackSupremeTech5,
resources,7423,resGold5,
resources,7424,resEnergy5,
resources,7425,resPrestige5,
resources,7426,resTech5,
resources,7427,resSupremeTech5,
prestige,7497,prestigePower,
wave_perks,7648,wavePerkButton,
wave_perks,7649,wavePerkSlider,
wave_perks,7650,wavePerkSliderImage,
wave_perks,7651,wavePerkBorder,
wave_perks,7652,wavePerkIconAnimator,
gems_upgrades,7655,gemsText,
prestige,7658,prestigePtsPanel,
tech,7659,techPtsPanel,
tech,7660,techSupremePtsPanel,
tournament,7661,tournPtsPanel,
ultimus,7663,ultimusBlueTokensPanel,
ultimus,7664,ultimusRedTokensPanel,
ultimus,7665,ultimusGreenTokensPanel,
ultimus,7666,ultimusSupremeTokensPanel,
mastery,7667,masteryResPanel,
prestige,7668,prestigePtsText,
tech,7669,techPtsText,
tech,7670,techSupremePtsText,
tournament,7671,tournPtsText,
ultimus,7673,ultimusBlueTokensText,
ultimus,7674,ultimusRedTokensText,
ultimus,7675,ultimusGreenTokensText,
ultimus,7676,ultimusSupremeTokensText,
mastery,7677,masteryResText,
prestige,7740,prestigeConfirmRewardText,
tournament,7925,tournHudNotif,
tournament,7926,tournRewardsPanel,
iap_flags,7985,iapProgressPanel,
iap_flags,7986,iapSuccessPanel,
iap_flags,7987,iapFailedPanel,
iap_flags,7988,iapFailedText,
iap_flags,7989,iapDeferredPanel,
gems_upgrades,8027,gemsSpent,
tournament,8110,tournStatus,
community,8111,communityEventTotalScore,
community,8112,communityEventValuePerPlayer,
community,8113,communityEventTotalPlayers,
community,8114,communityEventGlobalScaling,
community,8115,communityEventPersonalScaling,
mastery,8242,masteryExpMelee,
mastery,8243,masteryExpMage,
mastery,8244,masteryExpRange,
mastery,8245,masteryExp,
prestige,8296,prestigePoints,
prestige,8297,prestigeIntroSkip,
ultimus,8308,ultimusReward,
ultimus,8309,ultimusMaxSpawns,
wave_perks,8331,wavePerkUnlocked,
wave_perks,8332,wavePerkWaves,
wave_perks,8333,wavePerkEffects,
wave_perks,8334,wavePerkRerolls,
iap_flags,8363,iapPromoPanelVisible,
iap_flags,8364,iapPromoPanelMinimized,
iap_flags,8374,iapNotPurchasedPanel,
iap_flags,8375,iapPurchasedPanel,
supreme_tech,8401,supTechNotif,
runes,8431,runeShopButton,
resources,19648,resLocation,
resources,19687,resSetTypeName,
resources,19766,resCache,
resources,25120,resEnumType,
resources,25121,resEnumValue,
resources,25122,resIncludeObsoleteValues,
stats,109529,statBonus,
