line,categories,string
4890,Progression;Economy;Functions,rankEnergyIncomeAll
4891,Progression;Economy;Functions,rankSuperExpChanceAll
4892,Progression;Economy;Functions,rankSuperExpAmountAll
4893,Progression;Economy;Functions,rankSuperEnergyChanceAll
4894,Progression;Economy;Functions,rankSuperEnergyAmountAll
4895,Progression;Functions,synergyRequiredRanks
4896,Heroes;CombatStats,synergyDamageAll
4897,CombatStats,synergyAttSpeedAll
4898,CombatStats;Functions,synergyCritChanceAll
4899,Heroes;CombatStats,synergyCritDamageAll
4900,CombatStats;Functions,synergySuperCritChanceAll
4901,Heroes;CombatStats,synergySuperCritDamageAll
4902,CombatStats;Functions,synergyUltraCritChanceAll
4903,Heroes;CombatStats,synergyUltraCritDamageAll
4904,CombatStats,synergySkillPowerAll
4905,CombatStats,synergySkillCooldownAll
4906,Economy,synergyKillGoldAll
4907,Economy;Functions,synergySuperGoldChanceAll
4908,Economy,synergySuperGoldAmountAll
4909,Economy;Functions,synergyUltraGoldChanceAll
4910,Economy,synergyUltraGoldAmountAll
4911,Economy,synergyKillExpAll
4912,Economy;Functions,synergySuperExpChanceAll
4913,Economy,synergySuperExpAmountAll
4914,Economy;Functions,synergyUltraExpChanceAll
4915,Economy,synergyUltraExpAmountAll
4916,Economy,synergyEnergyIncomeAll
4917,Economy;Functions,synergySuperEnergyChanceAll
4918,Economy,synergySuperEnergyAmountAll
4919,Economy;Functions,synergyUltraEnergyChanceAll
4920,Economy,synergyUltraEnergyAmountAll
4921,Bosses;CombatStats,synergyBossDmgAll
4922,Bosses;Economy,synergyBossGoldAll
4923,Bosses;Economy,synergyBossExpAll
4924,Bosses;Economy,synergyProducerEnergyAll
4925,Bosses;Progression,synergyAlienTechAll
4926,Bosses;CombatStats,synergyUltraBossDmgAll
4927,Progression;Economy,synergyBattlepassExpAll
4928,Progression;WavePerks;Functions,synergyWavePerkBonusAll
4929,Heroes;CombatStats,combatStyleDamageAll
4930,CombatStats,combatStyleAttSpeedAll
4931,CombatStats,combatStyleSkillPowerAll
4933,Economy,combatStyleKillGoldAll
4934,Progression;Economy;Functions,combatStyleRankExpAll
4935,Economy,combatStyleEnergyIncomeAll
4936,Heroes;CombatStats,combatStyleRangeAll
4937,CombatStats,combatStyleSkillCooldownAll
4938,CombatStats;Functions,combatStyleInstantSpellChanceAll
4939,Economy,combatStyleEnergyIncomePctAll
4940,CombatStats,combatStyleSkillPowerPctAll
4941,Progression,combatStyleMasteryPowerPctAll
4942,Progression;Functions,combatStyleMilestoneBonusAll
4943,Functions,targetedEnemyCircle
4944,Heroes,listAllHeroPrefabs
4945,Heroes,prefabMilitia
4951,Heroes,prefabApprentice
4952,Heroes,prefabDruid
4954,Heroes,prefabWitch
4957,Heroes,prefabBattlemage
4958,CombatStats,prefabSpelldancer
4959,Heroes,prefabSkymage
4962,Heroes,prefabSovereign
4964,Heroes,prefabHunter
4965,Heroes,prefabForester
4969,Heroes,prefabRogue
4974,Heroes,<retireHero>b__157_0
4976,Heroes,HeroMenu
4977,Heroes,scrollToHeroButton
4978,Functions,updButtonColors
4979,Progression;Functions,updRankResText
4983,Progression;Functions,headerRankText
4985,Progression;Functions,rankPanel
4989,Progression;Functions,tabButtonRank
4993,Heroes,HeroMenuAttributeCell
4994,Functions,_atLevel
4995,Progression;Economy;Functions,getProgExpRankReq
4997,Progression;Functions,rankReq
5000,Functions,levelAmtText
5001,Progression;Functions,coverRankReq
5002,Progression;Functions,coverRankReqText
5003,Functions,upgNumLevels
5004,Heroes,HeroMenuButton
5005,Progression;Functions,updRankStuff
5006,Heroes,buttonImage
5007,Heroes,iconImage
5008,Heroes,typeImage
5010,Progression;Functions,rankText
5012,Progression,masteryPanel
5013,Progression,masteryText
5014,Progression;Functions,savedRank
5015,Progression;Economy;Functions,startRankExp
5016,Progression;Economy;Functions,endRankExp
5017,Heroes,HeroMenuInfoPanel
5019,Heroes,heroType
5020,Heroes,heroTypeIcon
5021,Heroes,heroUnlockedText
5022,Heroes,heroPurchasedText
5023,Heroes;Progression;Functions,heroRankText
5024,Heroes,heroBackstory
5025,Heroes,maxHeroesCover
5026,Progression,lockedWaveCover
5027,Progression,lockedWaveText
5028,Heroes;Economy;Functions,unlockHeroCost
5029,CombatStats,skillCooldown
5030,CombatStats,skillDesc
5031,Progression,masteryTitleText
5032,Progression,masteryTitleIcon
5033,Progression,masteryDescText
5034,Progression,masteryProgSlider
5035,Progression,masteryProgSliderDesc
5036,Progression,masteryProgSliderText
5037,Progression;Economy;Functions,masteryProgSliderReward
5038,Progression,masteryCoverIcon
5039,Progression;Functions,masteryCoverRankReqText
5040,Progression;Functions,masteryCoverRank2kTotalCover
5041,Progression;Functions,masteryCoverRankAnySemiCover
5044,Progression,listMilestones
5045,Heroes;Progression;Functions,HeroMenuRankPanel
5046,Economy;Functions,updExpSlider
5048,Functions,clickedLevelMult
5052,Heroes;CombatStats,switchPresetButton
5056,Economy,expText
5058,Economy,expSlider
5063,Functions,levelMult
5071,Heroes,preset1SwitchButton
5076,Heroes,preset2SwitchButton
5084,Heroes,preset3SwitchButton
5093,Functions,<updPanelAfterFrame>d__54
5094,Heroes,HeroMenuSettingsPanel
5098,Heroes;CombatStats,adjRangeSlider
5099,Heroes;CombatStats,endRangeSlider
5108,Bosses,focusBossFrame
5109,Bosses,focusBossCheck
5110,Bosses;CombatStats,skillBossFrame
5111,Bosses;CombatStats,skillBossCheck
5112,CombatStats,skillSupportFrame
5113,CombatStats,skillSupportCheck
5116,Heroes;CombatStats;Functions,rangeTextCurr
5117,Heroes;CombatStats;Functions,rangeTextMax
5118,Heroes;CombatStats,maxRange
5119,Heroes,HeroMenuSynergyCell
5120,Heroes,heroNum
5121,Heroes,clickedHeroIcon
5123,Heroes,heroIcon1
5124,Heroes,heroName1
5126,Progression;Functions,rankIcon1
5127,Progression;Functions,rankText1
5128,Heroes,heroIcon2
5129,Heroes,heroName2
5131,Progression;Functions,rankIcon2
5132,Progression;Functions,rankText2
5133,Heroes,synergyHero2
5134,Heroes,heroIcon3
5135,Heroes,heroName3
5137,Progression;Functions,rankIcon3
5138,Progression;Functions,rankText3
5139,Heroes,HeroMenuSynergyPanel
5141,Heroes,HeroObjTracker
5142,CombatStats;Functions,updSkillSliderColors
5143,Heroes;CombatStats,damageOnly
5144,Functions,updTexts
5145,Functions,_updPanelAfterFrame
5146,Functions,doUpdate
5153,Functions,rectLevelPanel
5155,Progression;Functions,rectRankPanel
5159,CombatStats,rectSkillSlider
5160,CombatStats,skillSlider
5161,Heroes;CombatStats,skillSliderImage
5162,CombatStats,rectSkillEffects
5164,CombatStats,effectAttSpeed
5165,Heroes;CombatStats,effectRange
5166,CombatStats;Functions,effectCritChance
5167,CombatStats,effectCritDmg
5168,CombatStats,effectSkillCd
5170,Functions,<_updPanelAfterFrame>d__34
5171,Heroes,HeroPlacement
5178,Heroes;CombatStats,inRangeBorder
5183,Heroes,HeroSelectedCombatStyleCell
5187,Heroes,checkboxImage
5192,Heroes,HeroSelectedCombatStylePanel
5193,Functions,<updPanelAfterFrame>d__5
5194,Heroes;Progression;Functions,HeroSelectedLevelMilestoneCell
5196,Functions,levelText
5198,Heroes;Functions,HeroSelectedLevelMultCell
5200,Heroes;Functions,HeroSelectedLevelPanel
5201,Functions,updlevelPanel
5202,Functions,clickedLevelButton
5203,Automation;Functions,isAutomationLevel
5204,Functions,updLevelAllButton
5205,Functions,clickedLevelAllButton
5206,Economy;Functions,baseCostIncrease
5207,Economy;Functions,baseCostScale
5208,Economy;Functions,useCostScale
5209,CombatStats,baseDmgIncrease
5210,CombatStats,baseDmgScale
5211,Heroes;CombatStats;Functions,damageText
5212,Functions,levelButton
5213,Economy;Functions,levelCostText
5214,Progression;Functions,levelMaxMilestoneCover
5215,Functions,listLevelMultCells
5216,Heroes,singleNewHeroData
5217,Heroes,listNewHeroData
5218,Functions,allLevelDesc
5219,Functions,allLevelButton
5220,Economy;Functions,allLevelButtonCostText
5221,Progression;Functions,allLevelMaxMilestoneCover
5222,Progression,listMilestoneCells
5225,Functions,panelLevelAll
5226,Functions,initSizeLevelPanel
5227,Functions,savedLastSizeLevelPanel
5231,Heroes,NewHeroData
5232,Functions,newLevel
5233,CombatStats;Functions,newLevelDmg
5234,Economy;Functions,newLevelCost
5235,Economy;Functions,totalCost
5236,Functions,<updPanelAfterFrame>d__37
5237,Heroes,HeroSelectedPanel
5238,Heroes,openHeroDetailsPanel
5239,Heroes;Progression;Functions,openHeroRankPanel
5240,Functions,updFooterNotifTexts
5241,Functions,updLayoutGroup
5244,Functions,updActivePanel
5245,Heroes,clickedRetireHero
5247,Heroes,confirmRetireHero
5251,Functions,buttonLevel
5253,Progression;Functions,buttonRank
5256,Functions,buttonTargeting
5259,Functions,panelLevel
5260,Functions,scrollViewLevel
5262,Progression;Functions,panelRank
5265,Functions,panelTargeting
5266,Progression;Functions,rankNotif
5270,Functions,notifTargetingLayoutGroup
5271,Functions,notifTargetingText
5277,Heroes;Progression;Functions,HeroSelectedRankPanel
5278,Heroes,switchAttrPreset
5279,Progression;Functions,infoTextRank
5280,Progression;Functions,rankLevel
5281,Progression;Functions,rankSliderText
5282,Progression;Functions,rankNextLevelAttributes
5283,Progression;Functions,newRankNotif
5295,Heroes,HeroSelectedStatsPanel
5296,CombatStats;Functions,updateSkillDesc
5297,Progression;Functions,updateMasteryProgressBar
5298,Progression;Functions,updateMasteryDesc
5299,Progression,clickedMasteryInfoButton
5300,Progression,masteryTitle
5301,Progression,masteryDesc
5302,Progression,masterySliderText
5303,Progression,masteryRectContent
5304,Progression;CombatStats,masteryRectSkillsPanel
5305,Progression,masteryRectStatsPanel
5307,CombatStats,startSizeSkillsPanel
5311,CombatStats,detailsPanelSkillsSection
5313,CombatStats,statSkill
5315,Bosses,statBosses
5316,Heroes,HeroSelectedSynergyCell
5317,Heroes,_heroNum
5318,Heroes,clickedSynergyHero
5319,Heroes,heroFrame0
5320,Heroes,heroIcon0
5321,Heroes,heroName0
5322,Progression;Functions,rankIcon0
5323,Progression;Functions,rankText0
5325,Heroes,heroFrame1
5327,Heroes,heroFrame2
5329,Heroes,heroFrame3
5332,Heroes,HeroSelectedSynergyCellMinimized
5334,Heroes,HeroSelectedSynergyPanel
5339,Functions,<updPanelAfterFrame>d__8
5340,Heroes;Functions,HeroSelectedTargetingPanel
5345,Bosses,focusBossBorder
5346,Bosses;CombatStats,skillBossBorder
5347,CombatStats,skillSupportBorder
5355,CombatStats,HotkeySpellsPanel
5368,CombatStats,FetchProducts
5404,Heroes;CombatStats,iapDamage3x
5405,Economy,iapGold2x
5406,Progression,iapPrestige3x
5407,Economy,iapKillExp2x
5408,Progression;Economy,iapBattlepassExp2x
5412,Progression,iapRunePack4
5414,Economy;Functions,iapTournRewards
5415,Bosses;Economy;Functions,iapPvpBossRewards
5417,Progression,iapRunePack5
5421,Progression,iapMasteryBundle
5426,Economy,locPriceCombatBundle
5427,Economy,locPricePowerBundle
5428,Economy,locPriceEfficiencyBundle
5429,Economy,locPriceSkipAds
5430,Economy,locPriceOfflinePerk
5431,Heroes;Economy;CombatStats,locPriceDamage3x
5432,Economy,locPriceGold2x
5433,Progression;Economy,locPricePrestige3x
5434,Economy,locPriceKillExp2x
5435,Economy;CombatStats,locPriceGameSpeed
5436,Progression;Economy,locPriceBattlepassExp2x
5437,Progression;Economy,locPriceBattlePassPremium
5438,Economy,locPriceDailyGiftPremium
5439,Economy,locPricePromoStarter1
5440,Economy,locPricePromoStarter2
5441,Economy,locPricePromoTowers4
5442,Economy,locPricePromoTowers5
5443,Economy,locPricePromoTowers6
5444,Economy,locPricePromoTowers7
5445,Economy,locPriceGems1
5446,Economy,locPriceGems2
5447,Economy,locPriceGems3
5448,Economy,locPriceGems4
5449,Economy,locPriceGems5
5450,Economy,locPriceResPack4
5451,Progression;Economy,locPriceRunePack4
5452,Economy,locPriceTokenPack4
5453,Economy;Functions,locPriceTournRewards
5454,Bosses;Economy;Functions,locPricePvpBossRewards
5455,Economy,locPriceResPack5
5456,Progression;Economy,locPriceRunePack5
5457,Economy,locPriceTokenPack5
5458,Economy,locPriceWeeklyTickets
5459,Economy,locPriceWeeklyPromo1
5460,Economy,locPriceWeeklyPromo2
5461,Progression;Economy,locPriceMasteryLargePack
5462,Progression;Economy,locPriceMasteryBundle
5463,Economy,locPriceHolidayPack1
5464,Economy,locPriceHolidayPack2
5465,Economy,locPriceHolidayPack3
5466,Economy,locPriceHolidayPack4
5470,Economy,locPriceEfficiencyBundle_DISCOUNT10
5471,Economy,locPriceEfficiencyBundle_DISCOUNT25
5472,Economy,locPriceEfficiencyBundle_DISCOUNT50
5476,Economy,locPriceResPack4_DISCOUNT10
5477,Economy,locPriceResPack4_DISCOUNT25
5478,Economy,locPriceResPack4_DISCOUNT50
5479,Progression,iapRunePack4_DISCOUNT10
5480,Progression,iapRunePack4_DISCOUNT25
5481,Progression,iapRunePack4_DISCOUNT50
5482,Progression;Economy,locPriceRunePack4_DISCOUNT10
5483,Progression;Economy,locPriceRunePack4_DISCOUNT25
5484,Progression;Economy,locPriceRunePack4_DISCOUNT50
5488,Economy,locPriceTokenPack4_DISCOUNT10
5489,Economy,locPriceTokenPack4_DISCOUNT25
5490,Economy,locPriceTokenPack4_DISCOUNT50
5497,Heroes,_heroClass
5498,Functions,getClassIcon
5499,Functions,getClassColor
5500,Functions,getClassColorString
5501,CombatStats;Functions,getSpellIcon
5502,Progression;Functions,getRuneIcon
5503,Progression;Functions,getRuneColor
5536,Bosses,colorRaritySupreme
5547,Economy,iconColorGem
5548,Economy,iconColorGold
5549,Economy,iconColorEnergy
5550,Economy,iconColorKillExp
5551,Progression;Economy,iconColorResPrestigePower
5552,Progression,iconColorRune
5553,Progression,iconColorRuneShard
5554,Bosses;Progression,iconColorSupremeRune
5555,Progression,iconColorTech
5556,Bosses;Progression,iconColorTechSupreme
5558,Economy,iconColorPlayerExp
5561,Progression,iconColorPrestige
5563,Bosses,iconColorBosses
5564,Heroes;CombatStats,iconColorDamage
5572,Bosses,iconColorTokenSupreme
5575,CombatStats,iconColorSkill
5578,Progression;WavePerks,iconColorWavePerk
5581,Automation,iconColorAutomation
5582,Progression,iconColorMasteryPoint
5584,CombatStats,iconColorGameSpeed
5585,Bosses,enemySupremeShadow
5586,Heroes,iconFlatTypeMelee
5587,Heroes,iconFlatTypeMage
5588,Heroes;CombatStats,iconFlatTypeRange
5589,Economy,iconFlatGem
5591,Economy,iconFlatExpand
5594,CombatStats,spellEmpty
5595,Progression,runeCommon
5596,Progression,runeUncommon
5597,Progression,runeRare
5598,Progression,runeEpic
5599,Progression,runeLegendary
5600,Progression,runeMythic
5601,Bosses;Progression,runeSupreme
5607,Heroes;CombatStats,buttonOrange
5613,Heroes;CombatStats,placementInRangeSprite
5653,Functions,getScores
5657,Functions,getScoresNearYou
5663,Progression,buttonHighestWave
5664,Progression,buttonBattlepass
5665,Heroes;Progression;Functions,buttonHeroRanks
5666,CombatStats,buttonEnemiesKilled
5675,Progression,highestWaveTop25
5676,Progression,highestWaveNearYou
5677,Progression,battlepassTop25
5678,Progression,battlepassNearYou
5679,Heroes;Progression;Functions,heroRanksTop25
5680,Heroes;Progression;Functions,heroRanksNearYou
5681,CombatStats,enemiesKilledTop25
5682,CombatStats,enemiesKilledNearYou
5683,Progression,inTop25HighestWave
5684,Progression,inTop25Battlepass
5685,Heroes;Progression;Functions,inTop25HeroRanks
5686,CombatStats,inTop25EnemiesKilled
5687,Progression,highestWaveTop25PlayerData
5688,Progression,highestWaveNearYouPlayerData
5689,Progression,battlepassTop25PlayerData
5690,Progression,battlepassNearYouPlayerData
5691,Heroes;Progression;Functions,heroRanksTop25PlayerData
5692,Heroes;Progression;Functions,heroRanksNearYouPlayerData
5693,CombatStats,enemiesKilledTop25PlayerData
5694,CombatStats,enemiesKilledNearYouPlayerData
5695,Functions,<getScores>d__43
5696,Functions,<getScoresNearYou>d__45
5698,Functions,<updPanel>d__42
5700,Functions,<listTasksGetPlayerProfiles>5__3
5705,Heroes,playerBackgroundImage
5707,Heroes,playerIconImage
5716,Functions,<updPanel>d__18
5723,Functions,<updPanelAfterFrame>d__6
5727,Progression,MapPerkUpgradeCell
5728,Progression;Functions,allowMapPerkBonus
5729,Functions,getPerkStatValues
5736,Economy;Functions,unlockButtonCostText
5738,Economy;Functions,upgradeButtonCostText
5739,Functions,maxLevelCover
5743,Economy;Functions,useCost
5744,Progression,MapPerk
5745,Heroes;CombatStats,map1_range
5748,CombatStats;Functions,map1_instantSkillChance
5749,CombatStats,map1_skillPowerPct
5750,Functions,map1_doubleShotChance
5751,Heroes;Progression;Economy;CombatStats,map1_masteryExpRange
5752,Progression;CombatStats,map1_masterySkillPower
5753,CombatStats,map2_enemyMoveSpeed
5756,CombatStats;Functions,map2_instantSpellChance
5757,Functions,map2_adBonus
5758,Progression;WavePerks,map2_wavePerkEffect
5759,Heroes;Progression;Economy,map2_masteryExpMage
5760,Progression;CombatStats,map2_masterySkillPower
5761,Heroes;CombatStats,map3_range
5762,Progression;Economy;Functions,map3_rankExpPct
5763,Bosses;CombatStats;Functions,map3_trainerSpawns
5764,Economy;Functions,map3_superExpChance
5765,Economy,map3_superExpAmount
5766,Bosses;Functions,map3_extraBossChance
5767,Bosses;Functions,map3_mimicBossChance
5768,Progression;Functions,map3_milestoneBonus
5769,CombatStats,map4_skillCooldown
5770,Progression;Economy,map4_prestigePower
5771,Progression;Economy,map4_battlepassExp
5772,Heroes;CombatStats,map4_range
5773,Progression;WavePerks,map4_wavePerkWaves
5774,Bosses,map4_bossRushSkip
5775,Heroes;Progression;Economy,map4_masteryExpMelee
5776,CombatStats;Functions,map4_enemySpawnSpeed
5777,Heroes;CombatStats,map5_damage
5778,Economy,map5_gold
5779,CombatStats,map5_attSpeed
5780,CombatStats,map5_splashDmg
5781,CombatStats;Functions,map5_superCritChance
5782,CombatStats,map5_superCritDmg
5783,Economy;Functions,map5_superGoldChance
5784,Economy,map5_superGoldAmount
5785,Economy,map6_energyIncome
5786,Economy;Functions,map6_superEnergyChance
5787,Economy,map6_superEnergyAmount
5788,CombatStats,map6_spellCooldown
5789,Heroes;CombatStats;Functions,map6_powerMageSpawns
5790,Heroes;CombatStats,map6_powerMageCooldown
5791,Heroes;Economy;Functions,map6_powerMageGoldenChance
5792,CombatStats;Functions,map6_instantSpellChance
5793,CombatStats,map7_dmgGroup1
5794,Economy,map7_goldGroup2
5795,Economy,map7_expGroup3
5796,Economy,map7_energyGroup4
5797,Bosses,map7_bossGroup5
5798,CombatStats,map7_skillGroup6
5800,Bosses;Economy,map3_mimicExp
5801,Functions,MapPlacementBonus
5802,Economy,killExpPct
5803,CombatStats,skillPowerPct
5804,CombatStats,skillCd
5805,Functions,synergyBonus
5806,Progression;Functions,milestoneBonus
5807,Progression;Economy;Functions,mastery2xExpChance
5808,Progression,MapPerkUpgradePanel
5810,Functions,getEquippedSlots
5815,Progression,prestigePanel
5835,Heroes;Functions,slotBonusMapImage
5841,Functions,listSlotBonusButtons
5844,CombatStats,numEquipped_dmg
5845,CombatStats,numEquipped_attSpeed
5846,Heroes;CombatStats,numEquipped_range
5847,Economy,numEquipped_killGold
5848,Economy,numEquipped_killExpPct
5849,CombatStats,numEquipped_skillPowerPct
5850,CombatStats,numEquipped_skillCd
5851,Functions,numEquipped_synergyBonus
5852,Progression;Functions,numEquipped_milestoneBonus
5853,Progression;Economy;Functions,numEquipped_mastery2xExpChance
5856,Economy;Functions,resetButtonCostText
5863,Functions,MapPlacementBonusButton
5867,Progression;Economy;Functions,MapPlacementBonusPrestigeMenu
5874,Heroes,Map_AstralSwitch
5876,Heroes,isSwitched
5885,Economy;Functions,gemReward
5890,Economy,claimAllGems
5892,Functions,<updPanelAfterFrame>d__19
5898,Functions,<updPanelAfterFrame>d__15
5924,Economy;Functions,rewardEnergy
5925,Progression;Economy;Functions,rewardPrestige
5926,Progression;Economy;Functions,rewardRuneType
5927,Progression;Economy;Functions,rewardRunes
5928,Progression;Economy;Functions,rewardTech
5929,Economy;Functions,rewardTrophies
5930,Economy;Functions,rewardTickets
5931,Economy;Functions,rewardGems
6010,Functions,<updPanel>d__114
6014,Functions,updNotifs
6045,Economy;Functions,resIcon1ForPermRewards
6076,Economy;Functions,rewardAmt
6081,Progression,reachWaveOnMap
6082,Progression,passTotalWaves
6083,Heroes;Progression,passWavesWithHero
6084,Progression,passWavesWithSynergy
6086,Bosses,killBosses
6087,Bosses,killUltraBosses
6088,Heroes,killsWithHeroType
6089,CombatStats,killsWithSkills
6090,CombatStats,killsWithSpells
6091,CombatStats,killsWithCrit
6093,Heroes,buffHeroes
6094,Economy,goldProcEnemies
6095,Economy,expProcEnemies
6096,Progression;Economy,energyProcWaves
6101,Automation,automationResources
6102,Automation;Bosses;Progression;CombatStats,automationPrestigeAndBossKills
6103,CombatStats,instantSkillAndSpells
6105,Economy,goldenUltraKills
6106,Bosses;CombatStats,supremeBossKills
6132,Progression,NewRunesCell
6133,Progression,upgradesRuneCell
6134,Progression,newRunesAmt
6135,Progression,NewRunesPanel
6136,Progression,numRunes
6138,Progression;Functions,getNewRunes
6139,Progression;Functions,addLevelToRune
6147,Bosses,numSupreme
6148,Bosses,numSupreme2
6156,Bosses,supremePanel
6157,Bosses,supreme2Panel
6164,Bosses,supremeCells
6165,Bosses,supreme2CombatCells
6166,Bosses,supreme2ResourceCells
6167,Bosses,supreme2ProgressCells
6168,Bosses,rectSupremePanel
6169,Bosses,rectSupreme2Panel
6182,Progression;Functions,rankBorderType
6190,Functions,getGameObject
6191,Functions,getResourceText
6192,Heroes;CombatStats;Functions,getDamageText
6193,Heroes;Functions,getHeroUiFollower
6195,Functions,getEnemyUiFollower
6196,Functions,getProjectile
6197,CombatStats;Functions,getSkillParticles
6199,Heroes,heroUiFollowers
6203,Bosses,parentEnemyUiFollowerBoss
6204,Bosses,prefabEnemyObjTrackerBoss
6205,Bosses,enemyUiFollowersBoss
6210,Functions,levelTowerParticles
6215,Heroes;CombatStats;Functions,damageTextParent
6216,Heroes;CombatStats;Functions,damageTextPrefab
6217,Heroes;CombatStats;Functions,damageTextList
6218,Heroes,projectileMeleeParent
6219,Heroes,projectileMeleePrefab
6220,Heroes,projectileMeleeList
6221,Heroes,projectileMageParent
6222,Heroes,projectileMagePrefab
6223,Heroes,projectileMageList
6224,Heroes;CombatStats,projectileRangeParent
6225,Heroes;CombatStats,projectileRangePrefab
6226,Heroes;CombatStats,projectileRangeList
6227,Heroes,impactMeleeNormal
6228,Heroes;CombatStats,impactMeleeCrit
6229,Heroes,impactMageNormal
6230,Heroes;CombatStats,impactMageCrit
6231,Heroes;CombatStats,impactRangeNormal
6232,Heroes;CombatStats,impactRangeCrit
6233,CombatStats,impactSkill
6234,CombatStats,skillParticlesParent
6235,CombatStats,skillUsed
6236,CombatStats,skillStunOverhead
6237,CombatStats,skillSpinAttack
6238,CombatStats,skillBerserk
6239,CombatStats,skillSneakAttack
6240,CombatStats,skillExecute
6241,CombatStats,skillIncarcerate
6242,CombatStats,skillImmolation
6243,CombatStats,skillSplash
6244,CombatStats,skillSplashImpact
6245,CombatStats,skillKillJoy
6246,CombatStats,skillMultiShot
6247,CombatStats,skillGroundSlam
6248,CombatStats,skillLightning
6249,CombatStats,skillAvatar
6250,CombatStats,skillSlow
6251,Heroes;CombatStats,skillDamageBoost
6252,CombatStats,skillStun
6253,CombatStats,skillCurse
6254,CombatStats,skillSpeedBoost
6255,CombatStats,skillConfuse
6256,CombatStats;Functions,skillCritChanceBoost
6257,CombatStats,skillCritDmgBoost
6258,CombatStats,skillSkillCdBoost
6259,Heroes;CombatStats,skillRangeBoost
6260,CombatStats,skillChaos
6261,CombatStats,skillPierceShot
6262,Economy;CombatStats,skillGoldLust
6263,CombatStats,skillBleed
6264,Economy;CombatStats;Functions,skillExpBonus
6265,CombatStats,skillGambleShot
6266,Economy;CombatStats,skillEnergySource
6267,Economy;CombatStats,skillExplosiveShot
6268,Economy;CombatStats,skillGoldAura
6269,Economy;CombatStats,skillExpAura
6270,Economy;CombatStats,skillGoldenArrows
6271,Economy;CombatStats,skillEnergyAura
6272,CombatStats,skillGatlingGun
6273,CombatStats,prefabSpinAttack
6275,CombatStats,prefabSneakAttack
6287,Heroes;CombatStats,prefabDamageBoost
6290,CombatStats,prefabSpeedBoost
6292,CombatStats;Functions,prefabCritChanceBoost
6293,CombatStats,prefabCritDmgBoost
6295,CombatStats,prefabSkillCdBoost
6296,Heroes;CombatStats,prefabRangeBoost
6299,Economy,prefabGoldLust
6301,Economy;Functions,prefabExpBonus
6303,Economy,prefabEnergySource
6304,Economy,prefabExplosiveShot
6305,Economy,prefabGoldAura
6306,Economy,prefabExpAura
6307,Economy,prefabGoldenArrows
6308,Economy,prefabEnergyAura
6317,CombatStats;Functions,spawnTimer
6320,Progression,prestige
6321,Heroes;Progression;Functions,highestHeroRank
6322,Heroes;Progression;Functions,allHeroesRank
6332,Progression,PlayerBattlepassCell
6333,Economy;Functions,rewardType
6342,Functions,levelNum
6343,Economy;Functions,goldReward
6344,Economy;Functions,energyReward
6345,Progression;Economy;Functions,prestigeReward
6346,Progression;Economy;Functions,techReward
6347,Bosses;Progression;Economy;Functions,supremeTechReward
6348,Economy;Functions,weeklyTicketsReward
6349,Bosses;Economy;Functions,ultimusTokensReward
6350,Bosses;Economy;Functions,supremeTokensReward
6351,Progression;Economy;Functions,masteryPointsReward
6352,Progression,runesCommon
6353,Progression,runesUncommon
6354,Progression,runesRare
6355,Progression,runesEpic
6356,Progression,runesLegendary
6357,Progression,runesMythic
6358,Bosses;Progression,runesSupreme1
6359,Bosses;Progression,runesSupreme2
6360,Heroes;Economy;CombatStats;Functions,permDamageReward
6361,Economy;Functions,permGoldReward
6362,Progression;Economy;Functions,permPrestigeReward
6363,Economy;Functions,permExpReward
6364,Economy;Functions,permEnergyReward
6365,CombatStats,numHpReductions
6366,Progression;Economy;Functions,BattlepassRewardType
6367,Economy,gold_energy
6368,Progression,runes
6369,Progression,prestige_scrolls
6370,Economy,gems
6372,Progression,masteryPts
6373,Heroes;CombatStats,permDamage
6374,Economy,permGold
6375,Progression,permPrestige
6376,Economy,permExp
6377,Bosses;CombatStats,shadowAlienHp
6378,Economy,permEnergyIncome
6379,Progression,PlayerBattlepassPanel
6384,Functions,<updPanelAfterFrame>d__21
6385,Progression,PlayerBattlepassParent
6386,Functions,levelLockedCover
6389,Economy;Functions,rewardTypeFree
6390,Economy;Functions,rewardTypePremium
6401,Economy;Functions,ResCostType
6402,Progression,prestigePts
6403,Progression,tech
6404,Bosses;Progression,techSupreme
6407,Bosses,tokensSupreme
6410,Economy;Functions,costType
6411,Economy;Functions,costAmt
6423,Progression,panelBattlepass
6427,Progression,battlepassButtonNotif
6428,Progression,battlepassButtonNotifText
6441,Heroes;Functions,updPreviewImage
6444,Heroes,heroIcons
6445,Heroes,heroTexts
6447,Heroes,presetHeroData
6448,Heroes,heroReqText
6449,Heroes,heroReqIcon
6450,Progression;Functions,rankReqText
6451,Progression;Functions,rankReqIcon
6452,Progression;Functions,rankReqText2
6453,Progression;Functions,rankReqIcon2
6455,Heroes;Functions,<updPreviewImage>b__13_0
6457,Heroes,PresetsHeroPanel
6460,Heroes,_listHeroData
6461,Functions,updPresetPanel
6474,Functions,updPreviewButtons
6563,Heroes,useListPresetHeroData1
6564,Heroes,useListPresetHeroData2
6565,Heroes,useListPresetHeroData3
6566,Heroes,useListPresetHeroData4
6567,Heroes,useListPresetHeroData5
6568,Heroes,useListPresetHeroData6
6569,Heroes,useListPresetHeroData7
6570,Heroes,useListPresetHeroData8
6571,Heroes,useListPresetHeroData9
6616,Heroes,heroNames
6621,Functions,<updPanel>b__4_0
